occtm,occtf,occtm_ratio,occtf_ratio,similarity,occtm_bias,occtf_bias,occtm_acc,occtf_acc,bias,acc,ipss
Financial and investment analyst,Accountant,43.9,57.0,87.27,-1.46,4.63,100.00,25.00,-3.04,62.50,60.60
Financial and investment analyst,Human resources manager,43.9,76.5,87.23,-1.40,2.64,95.00,47.50,-2.02,71.25,69.81
Training and development manager,Insurance claims and policy processing clerk,48.0,80.1,87.11,4.43,-5.18,27.50,71.05,4.80,49.28,46.91
Purchasing manager,Training and development specialist,47.7,56.7,86.71,7.57,-3.45,60.00,77.50,5.51,68.75,64.96
Web developer,Graphic designer,19.4,54.7,86.62,5.75,0.55,82.50,83.78,2.60,83.14,80.98
Purchasing manager,Social and community service manager,47.7,71.7,86.53,7.13,-3.91,75.00,87.50,5.52,81.25,76.76
Chemical engineer,Biological scientist,21.6,55.0,86.36,5.68,-1.23,62.50,83.78,3.45,73.14,70.62
Dentist,Dental hygienist,39.5,95.7,86.25,12.72,-10.22,68.42,100.00,11.47,84.21,74.55
Software quality tester,Operations research analyst,44.1,55.0,86.23,5.14,3.65,20.00,90.00,0.75,55.00,54.59
Web and digital interface designer,Graphic designer,42.7,54.7,86.19,0.79,5.81,85.00,59.46,-2.51,72.23,70.42
Information security analyst,Training and development specialist,19.3,56.7,85.97,1.25,-4.22,100.00,35.00,2.74,67.50,65.65
Software developer,Graphic designer,20.2,54.7,85.82,5.01,1.25,95.00,81.08,1.88,88.04,86.38
Architectural and engineering manager,Social and community service manager,12.8,71.7,85.81,6.30,-4.36,97.50,57.50,5.33,77.50,73.37
Web and digital interface designer,Operations research analyst,42.7,55.0,85.73,1.82,4.37,100.00,87.50,-1.28,93.75,92.55
First-line supervisor of non-retail sales workers,Supervisor of personal care and service workers,35.9,65.8,85.68,4.68,1.68,60.71,18.18,1.50,39.45,38.86
Lawyer,Paralegal,39.5,83.0,85.66,4.97,-3.06,100.00,20.00,4.01,60.00,57.59
Architectural and engineering manager,Operations research analyst,12.8,55.0,85.62,4.24,0.90,97.50,57.50,1.67,77.50,76.20
Operation manager,Social and community service manager,37.1,71.7,85.47,8.83,-3.66,92.50,87.50,6.24,90.00,84.38
Industrial production manager,Social and community service manager,19.1,71.7,85.20,8.44,-3.59,92.50,77.50,6.01,85.00,79.89
First-line supervisor of non-retail sales workers,Human resources worker,35.9,76.5,85.15,6.36,-0.94,78.57,37.50,3.65,58.04,55.92
Property assessor,Insurance underwriter,34.2,56.9,85.13,0.57,0.88,15.00,97.50,-0.16,56.25,56.16
Operation manager,Human resources worker,37.1,76.5,84.98,7.50,-3.08,90.00,70.00,5.29,80.00,75.77
Computer systems analyst,Operations research analyst,37.8,55.0,84.96,3.06,2.00,97.50,10.00,0.53,53.75,53.47
Building cleaner,Housekeeping cleaner,38.7,88.4,84.95,2.83,-2.59,9.09,87.50,2.71,48.30,46.99
Postsecondary teacher,School psychologist,46.6,87.9,84.73,2.86,-0.32,97.50,18.75,1.59,58.13,57.20
Industrial production manager,Accountant,19.1,57.0,84.49,5.56,0.12,100.00,100.00,2.72,100.00,97.28
Food service manager,First-line supervisor of food preparation and serving workers,46.7,53.5,84.49,2.63,1.90,100.00,80.00,0.36,90.00,89.68
Facilities manager,Social and human service assistant,23.4,75.3,84.45,18.05,-7.75,75.00,87.50,12.90,81.25,70.77
Chemical technician,Medical scientist,35.0,51.8,84.20,-0.05,1.79,17.86,100.00,-0.92,58.93,58.39
Counter and rental clerk,Order clerk,38.7,58.3,84.14,-1.09,1.39,87.50,75.00,-1.24,81.25,80.24
Postsecondary teacher,Elementary and middle school teacher,46.6,78.6,83.91,2.00,-4.21,90.00,75.86,3.11,82.93,80.36
Chemical technician,Biological scientist,35.0,55.0,83.89,5.23,-1.53,39.29,97.30,3.38,68.29,65.98
Cost estimator,Accountant,17.7,57.0,83.72,5.90,-2.35,45.00,100.00,4.13,72.50,69.51
Postsecondary teacher,Teaching assistant,46.6,79.5,83.68,-0.95,3.64,100.00,17.50,-2.29,58.75,57.40
Food service manager,Food preparation worker,46.7,58.7,83.62,-2.19,2.65,47.50,100.00,-2.42,73.75,71.96
Operation manager,Accountant,37.1,57.0,83.57,4.34,0.92,82.50,92.50,1.71,87.50,86.00
First-line supervisor of non-retail sales workers,Payroll and timekeeping clerk,35.9,88.2,83.54,7.71,1.62,71.43,47.83,3.04,59.63,57.81
First-line supervisor of non-retail sales workers,Insurance sales agent,35.9,54.9,83.35,5.99,2.08,67.86,50.00,1.95,58.93,57.78
Software developer,Advertising sales agent,20.2,52.7,83.02,2.56,1.69,100.00,11.54,0.44,55.77,55.53
First-line supervisor of retail sales workers,First-line supervisor of office and administrative support workers,44.6,65.8,82.90,1.39,2.55,63.89,70.37,-0.58,67.13,66.74
First-line supervisor of non-retail sales workers,Insurance claims and policy processing clerk,35.9,80.1,82.90,6.15,-0.34,25.00,78.95,3.24,51.97,50.29
Cost estimator,Insurance underwriter,17.7,56.9,82.88,4.74,-2.14,20.00,100.00,3.44,60.00,57.93
Materials engineer,Medical scientist,13.5,51.8,82.86,1.81,0.08,65.00,92.11,0.87,78.55,77.87
First-line supervisor of non-retail sales workers,Social and human service assistant,35.9,75.3,82.81,9.99,-1.36,60.71,97.50,5.68,79.11,74.62
Property assessor,Accountant,34.2,57.0,82.77,3.88,3.21,92.50,92.50,0.34,92.50,92.19
Postsecondary teacher,Special education teacher,46.6,86.6,82.74,1.93,2.83,95.00,65.62,-0.45,80.31,79.95
First-line supervisor of retail sales workers,Order clerk,44.6,58.3,82.68,5.28,3.31,36.11,93.75,0.98,64.93,64.29
Painter,Artist,10.4,51.6,82.54,5.30,0.02,42.86,60.00,2.64,51.43,50.07
Software developer,Accountant,20.2,57.0,82.50,1.62,0.99,100.00,90.00,0.31,95.00,94.70
Information security analyst,Insurance claims and policy processing clerk,19.3,80.1,82.43,3.08,-2.17,92.50,13.16,2.62,52.83,51.44
Operation manager,Compliance officer,37.1,51.8,82.41,1.46,-0.22,52.50,95.00,0.84,73.75,73.13
Chemists and materials scientist,Medical scientist,36.0,51.8,82.39,-2.80,6.49,43.75,50.00,-4.65,46.88,44.70
Materials engineer,Biological scientist,13.5,55.0,82.14,3.96,0.92,75.00,86.49,1.52,80.74,79.52
Web and digital interface designer,Advertising sales agent,42.7,52.7,82.03,0.30,2.23,100.00,7.69,-0.96,53.85,53.33
Web and digital interface designer,Insurance claims and policy processing clerk,42.7,80.1,81.94,0.97,-1.79,100.00,21.05,1.38,60.53,59.69
Property assessor,Tax preparer,34.2,66.3,81.93,4.55,0.93,52.50,97.30,1.81,74.90,73.54
Counter and rental clerk,Payroll and timekeeping clerk,38.7,88.2,81.92,-2.28,-0.54,93.75,56.52,-0.87,75.14,74.48
First-line supervisor of non-retail sales workers,Advertising sales agent,35.9,52.7,81.85,7.06,5.37,53.57,42.31,0.85,47.94,47.53
First-line supervisor of non-retail sales workers,Order clerk,35.9,58.3,81.81,4.68,2.59,67.86,81.25,1.04,74.55,73.78
Operation manager,Public relations specialist,37.1,76.2,81.53,8.38,-4.58,72.50,82.50,6.48,77.50,72.48
Property assessor,Real estate broker,34.2,57.0,81.51,-0.36,2.35,55.00,92.50,-1.35,73.75,72.75
First-line supervisor of non-retail sales workers,Customer service representative,35.9,65.3,81.44,8.11,-3.59,42.86,96.43,5.85,69.64,65.57
Software developer,Insurance claims and policy processing clerk,20.2,80.1,81.32,5.99,-2.69,97.50,31.58,4.34,64.54,61.74
Information security analyst,Insurance underwriter,19.3,56.9,81.21,-0.23,3.81,92.50,72.50,-2.02,82.50,80.83
Information security analyst,Accountant,19.3,57.0,81.08,2.19,3.13,97.50,42.50,-0.47,70.00,69.67
Web developer,Advertising sales agent,19.4,52.7,81.04,1.81,1.00,97.50,19.23,0.41,58.37,58.13
Postsecondary teacher,Public relations specialist,46.6,76.2,80.98,-1.05,4.76,95.00,92.50,-2.91,93.75,91.02
Computer support specialist,Customer service representative,26.2,65.3,80.93,0.47,-3.06,70.00,85.71,1.77,77.86,76.48
Software developer,Customer service representative,20.2,65.3,80.93,3.98,-2.65,80.00,75.00,3.32,77.50,74.93
Chemists and materials scientist,Biological scientist,36.0,55.0,80.90,2.73,3.49,53.12,40.54,-0.38,46.83,46.66
Surgeon,Medical scientist,20.0,51.8,80.81,3.79,-1.10,96.77,97.37,2.45,97.07,94.69
Operation manager,Insurance underwriter,37.1,56.9,80.69,2.06,0.95,50.00,95.00,0.56,72.50,72.10
Postsecondary teacher,Social and community service manager,46.6,71.7,80.66,-0.28,2.23,97.50,87.50,-1.25,92.50,91.34
Information security analyst,Payroll and timekeeping clerk,19.3,88.2,80.57,3.79,-3.32,97.50,43.48,3.56,70.49,67.98
Electrical and electronic engineering technician,Medical appliance technician,11.6,58.9,80.54,5.17,1.77,100.00,32.50,1.70,66.25,65.13
Information security analyst,Executive secretary,19.3,90.0,80.53,6.91,-14.64,85.00,100.00,10.78,92.50,82.53
Property assessor,Loan officer,34.2,51.6,80.52,0.80,2.23,40.00,92.31,-0.72,66.15,65.68
Software developer,Insurance sales agent,20.2,54.9,80.48,2.12,3.97,100.00,45.45,-0.93,72.73,72.05
Lawyer,Accountant,39.5,57.0,80.39,0.84,1.77,100.00,47.50,-0.46,73.75,73.41
Information security analyst,Social and community service manager,19.3,71.7,80.27,1.42,-4.12,100.00,62.50,2.77,81.25,79.00
Information security analyst,Public relations specialist,19.3,76.2,80.07,1.56,-3.34,97.50,45.00,2.45,71.25,69.51
Software developer,Public relations specialist,20.2,76.2,79.88,2.90,-4.51,100.00,55.00,3.70,77.50,74.63
Cook,Baker,39.8,65.5,79.84,1.95,-0.87,97.50,97.50,1.41,97.50,96.13
First-line supervisor of retail sales workers,Payroll and timekeeping clerk,44.6,88.2,79.77,5.31,3.05,77.78,73.91,1.13,75.85,74.99
Postsecondary teacher,Social and human service assistant,46.6,75.3,79.70,1.87,1.82,97.50,90.00,0.03,93.75,93.72
Lawyer,Legal secretary,39.5,96.4,79.62,12.66,-21.14,100.00,31.03,16.90,65.52,54.44
First-line supervisor of housekeeping and janitorial workers,Housekeeping cleaner,44.1,88.4,79.57,9.16,-1.48,77.27,100.00,5.32,88.64,83.92
Chemical technician,Miscellaneous health technician,35.0,72.7,79.33,5.61,1.23,100.00,71.43,2.19,85.71,83.84
Property assessor,Social and community service manager,34.2,71.7,79.29,6.36,-1.78,67.50,80.00,4.07,73.75,70.75
Mechanical engineer,Biological scientist,10.1,55.0,79.28,1.39,0.73,100.00,86.49,0.33,93.24,92.93
Web developer,Customer service representative,19.4,65.3,79.26,1.12,-2.38,87.50,82.14,1.75,84.82,83.34
Web and digital interface designer,Customer service representative,42.7,65.3,79.25,1.06,-2.31,97.50,78.57,1.68,88.04,86.55
Computer numerically controlled tool operator,Filling machine operator,7.8,57.3,79.08,5.52,3.33,97.50,87.50,1.09,92.50,91.49
Personal financial advisor,Loan officer,32.6,51.6,79.02,-2.96,4.27,100.00,61.54,-3.61,80.77,77.85
First-line supervisor of retail sales workers,Supervisor of personal care and service workers,44.6,65.8,78.96,1.41,1.95,100.00,81.82,-0.27,90.91,90.66
Software quality tester,Customer service representative,44.1,65.3,78.93,1.39,-1.66,55.00,92.86,1.52,73.93,72.80
Postsecondary teacher,Insurance underwriter,46.6,56.9,78.78,-1.57,8.78,87.50,90.00,-5.17,88.75,84.16
Web and digital interface designer,Social and community service manager,42.7,71.7,78.77,1.12,-2.98,100.00,57.50,2.05,78.75,77.14
Software developer,Insurance underwriter,20.2,56.9,78.63,2.90,1.21,97.50,82.50,0.85,90.00,89.24
Property assessor,Insurance sales agent,34.2,54.9,78.62,0.86,2.01,35.00,90.91,-0.57,62.95,62.59
Software quality tester,Graphic designer,44.1,54.7,78.60,3.39,2.61,55.00,94.59,0.39,74.80,74.50
Software quality tester,Insurance claims and policy processing clerk,44.1,80.1,78.58,3.02,-1.95,40.00,26.32,2.48,33.16,32.33
Chemical technician,Ophthalmic medical technician,35.0,73.7,78.53,5.23,2.27,100.00,63.64,1.48,81.82,80.61
Lawyer,Insurance underwriter,39.5,56.9,78.48,1.66,4.30,100.00,52.50,-1.32,76.25,75.25
Web and digital interface designer,Payroll and timekeeping clerk,42.7,88.2,78.41,1.16,2.41,100.00,56.52,-0.62,78.26,77.77
Database administrator,Executive secretary,30.8,90.0,78.39,11.26,-12.24,52.50,100.00,11.75,76.25,67.29
Lawyer,Loan officer,39.5,51.6,78.35,1.10,1.95,97.50,30.77,-0.42,64.13,63.86
Postsecondary teacher,Mental health counselor,46.6,74.6,78.31,0.62,4.41,92.50,75.00,-1.90,83.75,82.16
First-line supervisor of retail sales workers,Billing and posting clerk,44.6,91.4,78.25,5.00,2.91,72.22,86.96,1.04,79.59,78.76
First-line supervisor of retail sales workers,Social and human service assistant,44.6,75.3,78.13,6.54,-0.07,83.33,97.50,3.30,90.42,87.43
Occupational health and safety specialist,Order clerk,17.9,58.3,78.11,3.94,1.64,87.50,90.62,1.15,89.06,88.04
Occupational health and safety specialist,Insurance sales agent,17.9,54.9,78.10,2.85,5.12,95.00,81.82,-1.14,88.41,87.40
First-line supervisor of retail sales workers,Customer service representative,44.6,65.3,78.03,5.31,-3.06,41.67,100.00,4.18,70.83,67.87
Cost estimator,Graphic designer,17.7,54.7,78.03,4.34,-1.91,65.00,100.00,3.13,82.50,79.92
Web and digital interface designer,Insurance sales agent,42.7,54.9,78.02,-0.35,4.99,100.00,40.91,-2.67,70.45,68.57
Personal financial advisor,Insurance underwriter,32.6,56.9,78.01,-1.13,4.32,92.50,72.50,-2.73,82.50,80.25
Food service manager,Lodging manager,46.7,61.6,78.00,1.78,3.58,100.00,100.00,-0.90,100.00,99.10
Software quality tester,Advertising sales agent,44.1,52.7,77.98,6.40,6.72,87.50,46.15,-0.16,66.83,66.72
Software quality tester,Insurance underwriter,44.1,56.9,77.97,0.96,2.78,40.00,95.00,-0.91,67.50,66.89
Printing press operator,Filling machine operator,24.7,57.3,77.95,1.66,3.52,100.00,87.50,-0.93,93.75,92.88
Counter and rental clerk,Billing and posting clerk,38.7,91.4,77.93,-2.13,-1.42,87.50,69.57,-0.35,78.53,78.26
Web developer,Public relations specialist,19.4,76.2,77.89,2.89,-5.25,97.50,75.00,4.07,86.25,82.74
Web and digital interface designer,Public relations specialist,42.7,76.2,77.89,1.48,0.46,100.00,30.00,0.51,65.00,64.67
Photographer,Artist,48.5,51.6,77.87,4.83,2.15,80.00,97.50,1.34,88.75,87.56
Database administrator,Compliance officer,30.8,51.8,77.85,1.17,-2.67,65.00,95.00,1.92,80.00,78.46
Chief executive,Executive secretary,30.6,90.0,77.82,19.72,-19.45,37.50,95.83,19.58,66.67,53.61
First-line supervisor of retail sales workers,Advertising sales agent,44.6,52.7,77.77,3.95,6.36,72.22,46.15,-1.21,59.19,58.47
Cost estimator,Advertising sales agent,17.7,52.7,77.74,9.02,3.34,77.50,50.00,2.84,63.75,61.94
Surgeon,Physician assistant,20.0,68.8,77.67,3.73,-3.17,67.74,82.50,3.45,75.12,72.53
First-line supervisor of production and operating workers,First-line supervisor of office and administrative support workers,23.5,65.8,77.67,9.19,0.56,85.19,55.56,4.32,70.37,67.33
Web developer,Insurance sales agent,19.4,54.9,77.45,1.42,2.24,97.50,50.00,-0.41,73.75,73.45
Cost estimator,Public relations specialist,17.7,76.2,77.43,10.32,-4.74,55.00,95.00,7.53,75.00,69.35
Logistician,Compliance officer,38.7,51.8,77.42,2.84,0.31,45.00,97.50,1.27,71.25,70.35
Mechanical engineer,Medical scientist,10.1,51.8,77.42,0.97,0.21,97.50,89.47,0.38,93.49,93.13
Occupational health and safety specialist,Advertising sales agent,17.9,52.7,77.35,4.54,10.12,97.50,96.15,-2.79,96.83,94.12
Property assessor,Lodging manager,34.2,61.6,77.25,3.83,1.95,92.50,90.00,0.94,91.25,90.39
Software quality tester,Insurance sales agent,44.1,54.9,77.18,3.01,7.00,85.00,50.00,-2.00,67.50,66.15
Wastewater treatment system operator,Filling machine operator,7.3,57.3,77.18,1.69,2.73,95.00,92.50,-0.52,93.75,93.26
First-line supervisor of housekeeping and janitorial workers,First-line supervisor of food preparation and serving workers,44.1,53.5,77.16,1.92,9.09,50.00,100.00,-3.58,75.00,72.31
Computer systems manager,Compliance officer,27.7,51.8,77.12,0.96,-4.09,95.00,77.50,2.52,86.25,84.08
Database administrator,File Clerk,30.8,76.0,77.11,6.53,-7.96,100.00,56.00,7.25,78.00,72.35
First-line supervisor of retail sales workers,First-line supervisor of food preparation and serving workers,44.6,53.5,77.10,2.38,4.99,61.11,100.00,-1.30,80.56,79.50
Database administrator,Billing and posting clerk,30.8,91.4,77.03,5.99,-3.05,92.50,47.83,4.52,70.16,66.99
Software quality tester,Payroll and timekeeping clerk,44.1,88.2,76.98,5.08,-0.08,80.00,73.91,2.58,76.96,74.97
Property assessor,Executive secretary,34.2,90.0,76.98,9.17,-10.89,5.00,100.00,10.03,52.50,47.23
Property assessor,First-line supervisor of office and administrative support workers,34.2,65.8,76.86,6.57,4.53,30.00,88.89,1.02,59.44,58.84
Web developer,Insurance claims and policy processing clerk,19.4,80.1,76.84,3.60,-3.75,90.00,42.11,3.67,66.05,63.63
Database administrator,Receptionist,30.8,89.1,76.82,7.55,-6.26,100.00,85.71,6.90,92.86,86.45
Personal financial advisor,Mental health counselor,32.6,74.6,76.77,7.10,-0.56,92.50,85.00,3.83,88.75,85.35
