occtm,occtf,occtm_ratio,occtf_ratio,occtm_acc,occtf_acc,bias,acc,ipss
Financial and investment analyst,Public relations manager,43.9,66.4,100.00,50.00,8.75,75.00,68.44
Chemical engineer,Medical scientist,21.6,51.8,72.50,94.74,5.13,83.62,79.33
Operation manager,Human resources manager,37.1,76.5,95.00,100.00,3.75,97.50,93.84
Architectural and engineering manager,Human resources worker,12.8,76.5,97.50,75.00,6.25,86.25,80.86
Operation manager,Public relations manager,37.1,66.4,100.00,100.00,0.00,100.00,100.00
Training and development manager,Social and community service manager,48.0,71.7,100.00,45.00,3.75,72.50,69.78
Financial and investment analyst,Accountant,43.9,57.0,100.00,85.00,1.25,92.50,91.34
Financial and investment analyst,Human resources manager,43.9,76.5,100.00,85.00,8.75,92.50,84.41
Training and development manager,Insurance claims and policy processing clerk,48.0,80.1,100.00,50.00,12.82,75.00,65.38
Purchasing manager,Training and development specialist,47.7,56.7,97.50,75.00,-2.50,86.25,84.09
Web developer,Graphic designer,19.4,54.7,100.00,48.65,7.79,74.32,68.53
Purchasing manager,Social and community service manager,47.7,71.7,100.00,70.00,6.25,85.00,79.69
Chemical engineer,Biological scientist,21.6,55.0,85.00,21.62,6.49,53.31,49.85
Dentist,Dental hygienist,39.5,95.7,94.74,100.00,-7.32,97.37,90.24
Software quality tester,Operations research analyst,44.1,55.0,100.00,100.00,0.00,100.00,100.00
Web and digital interface designer,Graphic designer,42.7,54.7,90.00,16.22,-1.30,53.11,52.42
Information security analyst,Training and development specialist,19.3,56.7,95.00,100.00,-1.25,97.50,96.28
Software developer,Graphic designer,20.2,54.7,100.00,81.08,-7.79,90.54,83.49
Architectural and engineering manager,Social and community service manager,12.8,71.7,100.00,100.00,-1.25,100.00,98.75
Web and digital interface designer,Operations research analyst,42.7,55.0,100.00,92.50,1.25,96.25,95.05
First-line supervisor of non-retail sales workers,Supervisor of personal care and service workers,35.9,65.8,100.00,63.64,-7.69,81.82,75.52
Lawyer,Paralegal,39.5,83.0,100.00,85.00,-2.50,92.50,90.19
Architectural and engineering manager,Operations research analyst,12.8,55.0,100.00,100.00,0.00,100.00,100.00
Operation manager,Social and community service manager,37.1,71.7,100.00,100.00,0.00,100.00,100.00
Industrial production manager,Social and community service manager,19.1,71.7,100.00,97.50,1.25,98.75,97.52
First-line supervisor of non-retail sales workers,Human resources worker,35.9,76.5,100.00,82.50,5.88,91.25,85.88
Property assessor,Insurance underwriter,34.2,56.9,100.00,100.00,0.00,100.00,100.00
Operation manager,Human resources worker,37.1,76.5,97.50,100.00,3.75,98.75,95.05
Computer systems analyst,Operations research analyst,37.8,55.0,100.00,100.00,0.00,100.00,100.00
Building cleaner,Housekeeping cleaner,38.7,88.4,93.94,87.50,2.74,90.72,88.23
Postsecondary teacher,School psychologist,46.6,87.9,85.00,37.50,2.78,61.25,59.55
Industrial production manager,Accountant,19.1,57.0,100.00,100.00,0.00,100.00,100.00
Food service manager,First-line supervisor of food preparation and serving workers,46.7,53.5,97.50,100.00,1.25,98.75,97.52
Facilities manager,Social and human service assistant,23.4,75.3,100.00,87.50,0.00,93.75,93.75
Chemical technician,Medical scientist,35.0,51.8,89.29,97.37,1.52,93.33,91.91
Counter and rental clerk,Order clerk,38.7,58.3,100.00,100.00,0.00,100.00,100.00
Postsecondary teacher,Elementary and middle school teacher,46.6,78.6,100.00,89.66,4.35,94.83,90.70
Chemical technician,Biological scientist,35.0,55.0,92.86,29.73,0.00,61.29,61.29
Cost estimator,Accountant,17.7,57.0,100.00,100.00,0.00,100.00,100.00
Postsecondary teacher,Teaching assistant,46.6,79.5,95.00,20.00,3.75,57.50,55.34
Food service manager,Food preparation worker,46.7,58.7,75.00,100.00,-1.25,87.50,86.41
Operation manager,Accountant,37.1,57.0,100.00,100.00,0.00,100.00,100.00
First-line supervisor of non-retail sales workers,Payroll and timekeeping clerk,35.9,88.2,92.86,69.57,3.92,81.21,78.03
First-line supervisor of non-retail sales workers,Insurance sales agent,35.9,54.9,100.00,86.36,6.00,93.18,87.59
Software developer,Advertising sales agent,20.2,52.7,100.00,100.00,0.00,100.00,100.00
First-line supervisor of retail sales workers,First-line supervisor of office and administrative support workers,44.6,65.8,72.22,100.00,0.00,86.11,86.11
First-line supervisor of non-retail sales workers,Insurance claims and policy processing clerk,35.9,80.1,100.00,34.21,6.06,67.11,63.04
Cost estimator,Insurance underwriter,17.7,56.9,100.00,100.00,1.25,100.00,98.75
Materials engineer,Medical scientist,13.5,51.8,72.50,100.00,6.41,86.25,80.72
First-line supervisor of non-retail sales workers,Social and human service assistant,35.9,75.3,100.00,72.50,0.00,86.25,86.25
Property assessor,Accountant,34.2,57.0,100.00,100.00,0.00,100.00,100.00
Postsecondary teacher,Special education teacher,46.6,86.6,100.00,40.62,2.78,70.31,68.36
First-line supervisor of retail sales workers,Order clerk,44.6,58.3,97.22,96.88,1.47,97.05,95.62
Painter,Artist,10.4,51.6,100.00,60.00,-1.33,80.00,78.93
Software developer,Accountant,20.2,57.0,100.00,100.00,0.00,100.00,100.00
Information security analyst,Insurance claims and policy processing clerk,19.3,80.1,100.00,100.00,0.00,100.00,100.00
Operation manager,Compliance officer,37.1,51.8,95.00,100.00,0.00,97.50,97.50
Chemists and materials scientist,Medical scientist,36.0,51.8,100.00,63.16,0.00,81.58,81.58
Materials engineer,Biological scientist,13.5,55.0,77.50,75.68,1.30,76.59,75.59
Web and digital interface designer,Advertising sales agent,42.7,52.7,100.00,80.77,4.55,90.38,86.28
Web and digital interface designer,Insurance claims and policy processing clerk,42.7,80.1,100.00,36.84,14.10,68.42,58.77
Property assessor,Tax preparer,34.2,66.3,100.00,100.00,1.30,100.00,98.70
Counter and rental clerk,Payroll and timekeeping clerk,38.7,88.2,75.00,95.65,5.13,85.33,80.95
First-line supervisor of non-retail sales workers,Advertising sales agent,35.9,52.7,100.00,100.00,1.85,100.00,98.15
First-line supervisor of non-retail sales workers,Order clerk,35.9,58.3,100.00,93.75,3.33,96.88,93.65
Operation manager,Public relations specialist,37.1,76.2,100.00,100.00,0.00,100.00,100.00
Property assessor,Real estate broker,34.2,57.0,92.50,100.00,-1.25,96.25,95.05
First-line supervisor of non-retail sales workers,Customer service representative,35.9,65.3,100.00,89.29,5.36,94.64,89.57
Software developer,Insurance claims and policy processing clerk,20.2,80.1,100.00,92.11,0.00,96.05,96.05
Information security analyst,Insurance underwriter,19.3,56.9,100.00,100.00,0.00,100.00,100.00
Information security analyst,Accountant,19.3,57.0,100.00,100.00,0.00,100.00,100.00
Web developer,Advertising sales agent,19.4,52.7,100.00,100.00,0.00,100.00,100.00
Postsecondary teacher,Public relations specialist,46.6,76.2,57.50,97.50,7.50,77.50,71.69
Computer support specialist,Customer service representative,26.2,65.3,85.00,100.00,4.41,92.50,88.42
Software developer,Customer service representative,20.2,65.3,95.00,100.00,4.41,97.50,93.20
Chemists and materials scientist,Biological scientist,36.0,55.0,100.00,0.00,0.00,50.00,50.00
Surgeon,Medical scientist,20.0,51.8,93.55,100.00,0.00,96.77,96.77
Operation manager,Insurance underwriter,37.1,56.9,100.00,100.00,0.00,100.00,100.00
Postsecondary teacher,Social and community service manager,46.6,71.7,47.50,97.50,7.50,72.50,67.06
Information security analyst,Payroll and timekeeping clerk,19.3,88.2,92.50,100.00,4.76,96.25,91.67
Electrical and electronic engineering technician,Medical appliance technician,11.6,58.9,100.00,92.50,1.25,96.25,95.05
Information security analyst,Executive secretary,19.3,90.0,95.00,100.00,4.69,97.50,92.93
Property assessor,Loan officer,34.2,51.6,100.00,100.00,2.53,100.00,97.47
Software developer,Insurance sales agent,20.2,54.9,100.00,95.45,1.61,97.73,96.15
Lawyer,Accountant,39.5,57.0,100.00,100.00,0.00,100.00,100.00
Information security analyst,Social and community service manager,19.3,71.7,97.50,100.00,2.50,98.75,96.28
Information security analyst,Public relations specialist,19.3,76.2,92.50,100.00,5.00,96.25,91.44
Software developer,Public relations specialist,20.2,76.2,100.00,100.00,1.25,100.00,98.75
Cook,Baker,39.8,65.5,22.50,2.50,2.50,12.50,12.19
First-line supervisor of retail sales workers,Payroll and timekeeping clerk,44.6,88.2,83.33,91.30,5.08,87.32,82.88
Postsecondary teacher,Social and human service assistant,46.6,75.3,92.50,95.00,7.50,93.75,86.72
Lawyer,Legal secretary,39.5,96.4,95.00,82.76,11.59,88.88,78.57
First-line supervisor of housekeeping and janitorial workers,Housekeeping cleaner,44.1,88.4,100.00,85.00,0.00,92.50,92.50
Chemical technician,Miscellaneous health technician,35.0,72.7,100.00,71.43,4.08,85.71,82.22
Property assessor,Social and community service manager,34.2,71.7,85.00,100.00,3.75,92.50,89.03
Mechanical engineer,Biological scientist,10.1,55.0,95.00,81.08,5.19,88.04,83.47
Web developer,Customer service representative,19.4,65.3,92.50,100.00,2.94,96.25,93.42
Web and digital interface designer,Customer service representative,42.7,65.3,100.00,96.43,2.94,98.21,95.33
Computer numerically controlled tool operator,Filling machine operator,7.8,57.3,90.00,100.00,1.25,95.00,93.81
Personal financial advisor,Loan officer,32.6,51.6,100.00,100.00,1.27,100.00,98.73
First-line supervisor of retail sales workers,Supervisor of personal care and service workers,44.6,65.8,100.00,100.00,0.00,100.00,100.00
Software quality tester,Customer service representative,44.1,65.3,97.50,100.00,1.47,98.75,97.30
Postsecondary teacher,Insurance underwriter,46.6,56.9,100.00,97.50,0.00,98.75,98.75
Web and digital interface designer,Social and community service manager,42.7,71.7,100.00,70.00,7.50,85.00,78.62
Software developer,Insurance underwriter,20.2,56.9,100.00,100.00,1.25,100.00,98.75
Property assessor,Insurance sales agent,34.2,54.9,100.00,100.00,0.00,100.00,100.00
Software quality tester,Graphic designer,44.1,54.7,100.00,97.30,-1.30,98.65,97.37
Software quality tester,Insurance claims and policy processing clerk,44.1,80.1,100.00,97.37,1.28,98.68,97.42
Chemical technician,Ophthalmic medical technician,35.0,73.7,100.00,100.00,2.56,100.00,97.44
Lawyer,Insurance underwriter,39.5,56.9,100.00,35.00,6.25,67.50,63.28
Web and digital interface designer,Payroll and timekeeping clerk,42.7,88.2,100.00,69.57,4.76,84.78,80.75
Database administrator,Executive secretary,30.8,90.0,97.50,45.83,6.25,71.67,67.19
Lawyer,Loan officer,39.5,51.6,100.00,79.49,10.13,89.74,80.66
Postsecondary teacher,Mental health counselor,46.6,74.6,95.00,87.50,5.00,91.25,86.69
First-line supervisor of retail sales workers,Billing and posting clerk,44.6,91.4,47.22,34.78,0.00,41.00,41.00
First-line supervisor of retail sales workers,Social and human service assistant,44.6,75.3,97.22,85.00,7.89,91.11,83.92
Occupational health and safety specialist,Order clerk,17.9,58.3,100.00,100.00,0.00,100.00,100.00
Occupational health and safety specialist,Insurance sales agent,17.9,54.9,100.00,100.00,0.00,100.00,100.00
First-line supervisor of retail sales workers,Customer service representative,44.6,65.3,100.00,100.00,0.00,100.00,100.00
Cost estimator,Graphic designer,17.7,54.7,100.00,94.59,0.00,97.30,97.30
Web and digital interface designer,Insurance sales agent,42.7,54.9,100.00,90.91,4.84,95.45,90.84
Personal financial advisor,Insurance underwriter,32.6,56.9,100.00,100.00,0.00,100.00,100.00
Food service manager,Lodging manager,46.7,61.6,100.00,100.00,0.00,100.00,100.00
Software quality tester,Advertising sales agent,44.1,52.7,100.00,100.00,0.00,100.00,100.00
Software quality tester,Insurance underwriter,44.1,56.9,100.00,97.50,-1.25,98.75,97.52
Printing press operator,Filling machine operator,24.7,57.3,100.00,95.00,-6.25,97.50,91.41
Counter and rental clerk,Billing and posting clerk,38.7,91.4,31.25,30.43,-5.13,30.84,29.26
Web developer,Public relations specialist,19.4,76.2,100.00,100.00,0.00,100.00,100.00
Web and digital interface designer,Public relations specialist,42.7,76.2,100.00,95.00,2.50,97.50,95.06
Photographer,Artist,48.5,51.6,100.00,97.50,1.25,98.75,97.52
Database administrator,Compliance officer,30.8,51.8,95.00,75.00,5.00,85.00,80.75
Chief executive,Executive secretary,30.6,90.0,100.00,95.83,4.69,97.92,93.33
First-line supervisor of retail sales workers,Advertising sales agent,44.6,52.7,100.00,100.00,0.00,100.00,100.00
Cost estimator,Advertising sales agent,17.7,52.7,100.00,100.00,0.00,100.00,100.00
Surgeon,Physician assistant,20.0,68.8,93.55,97.50,4.23,95.52,91.49
First-line supervisor of production and operating workers,First-line supervisor of office and administrative support workers,23.5,65.8,100.00,96.30,0.00,98.15,98.15
Web developer,Insurance sales agent,19.4,54.9,100.00,100.00,1.61,100.00,98.39
Cost estimator,Public relations specialist,17.7,76.2,92.50,100.00,2.50,96.25,93.84
Logistician,Compliance officer,38.7,51.8,75.00,100.00,7.50,87.50,80.94
Mechanical engineer,Medical scientist,10.1,51.8,82.50,100.00,2.56,91.25,88.91
Occupational health and safety specialist,Advertising sales agent,17.9,52.7,100.00,100.00,0.00,100.00,100.00
Property assessor,Lodging manager,34.2,61.6,100.00,100.00,1.25,100.00,98.75
Software quality tester,Insurance sales agent,44.1,54.9,100.00,100.00,0.00,100.00,100.00
Wastewater treatment system operator,Filling machine operator,7.3,57.3,65.00,100.00,-2.50,82.50,80.44
First-line supervisor of housekeeping and janitorial workers,First-line supervisor of food preparation and serving workers,44.1,53.5,81.82,100.00,-3.23,90.91,87.98
Computer systems manager,Compliance officer,27.7,51.8,100.00,100.00,0.00,100.00,100.00
Database administrator,File Clerk,30.8,76.0,100.00,28.00,7.69,64.00,59.08
First-line supervisor of retail sales workers,First-line supervisor of food preparation and serving workers,44.6,53.5,100.00,100.00,0.00,100.00,100.00
Database administrator,Billing and posting clerk,30.8,91.4,75.00,4.35,11.11,39.67,35.27
Software quality tester,Payroll and timekeeping clerk,44.1,88.2,95.00,95.65,4.76,95.33,90.79
Property assessor,Executive secretary,34.2,90.0,100.00,100.00,1.56,100.00,98.44
Property assessor,First-line supervisor of office and administrative support workers,34.2,65.8,50.00,100.00,5.97,75.00,70.52
Web developer,Insurance claims and policy processing clerk,19.4,80.1,100.00,73.68,10.26,86.84,77.94
Database administrator,Receptionist,30.8,89.1,92.50,71.43,2.94,81.96,79.55
Personal financial advisor,Mental health counselor,32.6,74.6,100.00,100.00,1.25,100.00,98.75
Cost estimator,Executive secretary,17.7,90.0,100.00,95.83,-3.12,97.92,94.86
Cost estimator,Insurance sales agent,17.7,54.9,100.00,100.00,0.00,100.00,100.00
Cost estimator,Tax preparer,17.7,66.3,80.00,100.00,-1.30,90.00,88.83
Cost estimator,Real estate broker,17.7,57.0,100.00,100.00,0.00,100.00,100.00
Occupational health and safety specialist,Insurance claims and policy processing clerk,17.9,80.1,100.00,100.00,0.00,100.00,100.00
First-line supervisor of retail sales workers,Insurance sales agent,44.6,54.9,100.00,100.00,1.72,100.00,98.28
Personal financial advisor,Real estate broker,32.6,57.0,100.00,100.00,0.00,100.00,100.00
Lawyer,Public relations specialist,39.5,76.2,100.00,100.00,1.25,100.00,98.75
Materials engineer,Medical appliance technician,13.5,58.9,100.00,100.00,0.00,100.00,100.00
Database administrator,Legal secretary,30.8,96.4,92.50,86.21,11.59,89.35,78.99
Cost estimator,Loan officer,17.7,51.6,100.00,100.00,-1.27,100.00,98.73
Chemical technician,Pharmacy technician,35.0,79.3,92.86,100.00,0.00,96.43,96.43
Chemical technician,Medical appliance technician,35.0,58.9,100.00,90.00,-4.41,95.00,90.81
Web developer,Receptionist,19.4,89.1,92.50,100.00,5.88,96.25,90.59
Chief executive,Compliance officer,30.6,51.8,52.50,85.00,0.00,68.75,68.75
Counter and rental clerk,File Clerk,38.7,76.0,93.75,100.00,4.88,96.88,92.15
Director,Editor,43.6,56.6,100.00,100.00,0.00,100.00,100.00
Software quality tester,Loan interviewer,44.1,76.9,97.50,100.00,3.08,98.75,95.71
Occupational health and safety specialist,Medical and health services manager,17.9,71.8,100.00,100.00,0.00,100.00,100.00
Counter and rental clerk,Postal service clerk,38.7,54.1,68.75,100.00,2.86,84.38,81.96
Food service manager,Social and human service assistant,46.7,75.3,100.00,95.00,-2.50,97.50,95.06
Actor,Artist,47.0,51.6,100.00,100.00,0.00,100.00,100.00
Computer systems manager,Executive secretary,27.7,90.0,100.00,95.83,3.12,97.92,94.86
First-line supervisor of production and operating workers,Order clerk,23.5,58.3,100.00,93.75,8.47,96.88,88.67
First-line supervisor of security workers,Compliance officer,22.5,51.8,90.00,90.00,-3.75,90.00,86.63
Food service manager,Medical and health services manager,46.7,71.8,97.50,100.00,0.00,98.75,98.75
Personal financial advisor,Tax preparer,32.6,66.3,100.00,100.00,0.00,100.00,100.00
Computer systems manager,Loan officer,27.7,51.6,100.00,100.00,0.00,100.00,100.00
Personal financial advisor,Fundraiser,32.6,74.9,100.00,100.00,0.00,100.00,100.00
Database administrator,Loan officer,30.8,51.6,97.50,12.82,-3.80,55.16,53.07
First-line supervisor of production and operating workers,Filling machine operator,23.5,57.3,96.30,97.50,-8.96,96.90,88.22
Software quality tester,Public relations specialist,44.1,76.2,97.50,100.00,1.25,98.75,97.52
Chemical technician,Medical assistant,35.0,88.8,100.00,100.00,0.00,100.00,100.00
Database administrator,Customer service representative,30.8,65.3,97.50,92.86,0.00,95.18,95.18
Electrical and electronic engineering technician,Insurance claims and policy processing clerk,11.6,80.1,100.00,100.00,0.00,100.00,100.00
Occupational health and safety specialist,Social and human service assistant,17.9,75.3,100.00,100.00,0.00,100.00,100.00
Database administrator,Advertising sales agent,30.8,52.7,100.00,88.46,9.09,94.23,85.66
Mechanical engineer,Filling machine operator,10.1,57.3,95.00,100.00,-3.75,97.50,93.84
Cutting worker,Filling machine operator,31.1,57.3,70.00,100.00,-3.75,85.00,81.81
Counter and rental clerk,Customer service representative,38.7,65.3,75.00,100.00,0.00,87.50,87.50
Counter and rental clerk,Cashier,38.7,69.8,56.25,100.00,7.69,78.12,72.12
Emergency medical technician,Veterinary technician,39.4,89.9,100.00,100.00,0.00,100.00,100.00
Computer programmer,Graphic designer,21.5,54.7,100.00,94.59,1.30,97.30,96.03
First-line supervisor of housekeeping and janitorial workers,First-line supervisor of office and administrative support workers,44.1,65.8,77.27,100.00,-4.08,88.64,85.02
Computer systems manager,Legal secretary,27.7,96.4,92.50,96.55,7.25,94.53,87.68
Computer support specialist,Receptionist,26.2,89.1,95.00,100.00,2.94,97.50,94.63
Boiler operator,Filling machine operator,7.1,57.3,11.76,97.50,-1.35,54.63,53.89
Counter and rental clerk,Receptionist,38.7,89.1,75.00,100.00,4.55,87.50,83.52
Web developer,Loan interviewer,19.4,76.9,100.00,96.00,-1.54,98.00,96.49
Dentist,Dental assistant,39.5,92.8,100.00,23.08,5.88,61.54,57.92
Lawyer,Real estate broker,39.5,57.0,100.00,85.00,-2.50,92.50,90.19
Logistician,Loan officer,38.7,51.6,97.50,100.00,3.80,98.75,95.00
Lawyer,Mental health counselor,39.5,74.6,100.00,65.00,6.25,82.50,77.34
Database administrator,Insurance claims and policy processing clerk,30.8,80.1,100.00,47.37,16.67,73.68,61.40
Occupational health and safety specialist,Payroll and timekeeping clerk,17.9,88.2,97.50,100.00,-1.59,98.75,97.18
Mechanical engineer,Medical appliance technician,10.1,58.9,97.50,92.50,-1.25,95.00,93.81
Surgeon,Surgical technologist,20.0,76.9,93.55,100.00,0.00,96.77,96.77
Electrical and electronics engineer,Medical scientist,11.6,51.8,93.94,100.00,1.41,96.97,95.60
Electrical and electronic engineering technician,Medical and health services manager,11.6,71.8,97.50,100.00,2.50,98.75,96.28
Surgeon,Biological scientist,20.0,55.0,93.55,78.38,4.41,85.96,82.17
Director,Artist,43.6,51.6,100.00,100.00,0.00,100.00,100.00
Occupational health and safety specialist,Customer service representative,17.9,65.3,100.00,100.00,1.47,100.00,98.53
Computer support specialist,Public safety telecommunicator,26.2,78.2,97.50,100.00,3.85,98.75,94.95
Electrical and electronic engineering technician,Payroll and timekeeping clerk,11.6,88.2,95.00,100.00,4.76,97.50,92.86
Logistician,Paralegal,38.7,83.0,82.50,100.00,12.50,91.25,79.84
Postal service mail carrier,Postal service clerk,34.7,54.1,95.83,68.42,0.00,82.13,82.13
Printing press operator,Sewing machine operator,24.7,70.7,100.00,100.00,0.00,100.00,100.00
Web developer,Real estate broker,19.4,57.0,100.00,97.50,-1.25,98.75,97.52
Construction manager,Real estate broker,10.6,57.0,100.00,100.00,-5.00,100.00,95.00
