occtm,occtf,occtm_ratio,occtf_ratio,similarity,occtm_bias,occtf_bias,occtm_acc,occtf_acc,bias,acc,ipss
Industrial production manager,Operations research analyst,19.1,55.0,88.39,-0.86,-0.09,85.00,100.00,-0.38,92.50,92.15
Facilities manager,Financial manager,23.4,56.2,88.37,-10.74,5.37,35.00,97.50,-8.06,66.25,60.91
Financial and investment analyst,Marketing manager,43.9,62.4,88.36,2.39,-13.35,100.00,7.50,7.87,53.75,49.52
Industrial production manager,Public relations manager,19.1,66.4,88.35,4.46,-15.39,90.00,80.00,9.92,85.00,76.57
Project management specialist,Public relations specialist,47.3,76.2,88.35,5.72,-11.73,100.00,17.50,8.72,58.75,53.63
Industrial production manager,Administrative services manager,19.1,74.0,88.30,11.62,-6.87,62.50,100.00,9.24,81.25,73.74
Facilities manager,Marketing specialist,23.4,61.7,88.28,0.06,-2.04,85.00,85.00,1.05,85.00,84.11
Financial and investment analyst,Marketing specialist,43.9,61.7,88.28,2.59,-11.24,100.00,12.50,6.92,56.25,52.36
First-line supervisor of non-retail sales workers,First-line supervisor of office and administrative support workers,35.9,65.8,88.18,6.51,-11.19,10.71,100.00,8.85,55.36,50.46
Operation manager,Marketing manager,37.1,62.4,88.12,1.08,-9.14,97.50,50.00,5.11,73.75,69.98
Industrial production manager,Training and development specialist,19.1,56.7,88.10,0.79,-9.03,92.50,87.50,4.91,90.00,85.58
Purchasing manager,Accountant,47.7,57.0,88.07,0.98,-7.82,82.50,40.00,4.40,61.25,58.56
Financial and investment analyst,Insurance underwriter,43.9,56.9,88.04,0.35,-6.29,100.00,2.50,3.32,51.25,49.55
Financial and investment analyst,Public relations manager,43.9,66.4,87.91,4.34,-13.55,100.00,7.50,8.94,53.75,48.94
Chemical engineer,Medical scientist,21.6,51.8,87.70,2.47,-1.72,40.00,92.11,2.10,66.05,64.67
Operation manager,Human resources manager,37.1,76.5,87.61,13.11,-20.51,62.50,55.00,16.81,58.75,48.87
Architectural and engineering manager,Human resources worker,12.8,76.5,87.58,5.48,-31.57,100.00,50.00,18.52,75.00,61.11
Operation manager,Public relations manager,37.1,66.4,87.47,4.84,-13.08,100.00,32.50,8.96,66.25,60.32
Training and development manager,Social and community service manager,48.0,71.7,87.29,6.33,-8.07,95.00,90.00,7.20,92.50,85.84
Financial and investment analyst,Accountant,43.9,57.0,87.27,1.96,-11.48,97.50,20.00,6.72,58.75,54.80
Financial and investment analyst,Human resources manager,43.9,76.5,87.23,6.87,-25.98,100.00,32.50,16.43,66.25,55.37
Training and development manager,Insurance claims and policy processing clerk,48.0,80.1,87.11,7.13,-10.78,97.50,47.37,8.95,72.43,65.95
Purchasing manager,Training and development specialist,47.7,56.7,86.71,1.47,-1.35,95.00,82.50,1.41,88.75,87.50
Web developer,Graphic designer,19.4,54.7,86.62,8.27,-7.76,52.50,91.89,8.01,72.20,66.41
Purchasing manager,Social and community service manager,47.7,71.7,86.53,9.31,-7.08,82.50,65.00,8.20,73.75,67.71
Chemical engineer,Biological scientist,21.6,55.0,86.36,3.38,-3.67,57.50,94.59,3.53,76.05,73.37
Dentist,Dental hygienist,39.5,95.7,86.25,30.30,-46.44,57.89,100.00,38.37,78.95,48.66
Software quality tester,Operations research analyst,44.1,55.0,86.23,1.52,2.45,60.00,95.00,-0.47,77.50,77.14
Web and digital interface designer,Graphic designer,42.7,54.7,86.19,4.61,-8.83,47.50,54.05,6.72,50.78,47.37
Information security analyst,Training and development specialist,19.3,56.7,85.97,-0.36,-6.42,97.50,82.50,3.03,90.00,87.27
Software developer,Graphic designer,20.2,54.7,85.82,13.54,-7.23,75.00,89.19,10.39,82.09,73.57
Architectural and engineering manager,Social and community service manager,12.8,71.7,85.81,1.89,-10.63,100.00,62.50,6.26,81.25,76.17
Web and digital interface designer,Operations research analyst,42.7,55.0,85.73,0.63,1.96,80.00,92.50,-0.67,86.25,85.67
First-line supervisor of non-retail sales workers,Supervisor of personal care and service workers,35.9,65.8,85.68,-6.21,-5.85,92.86,36.36,-0.18,64.61,64.49
Lawyer,Paralegal,39.5,83.0,85.66,9.83,-21.70,97.50,30.00,15.77,63.75,53.70
Architectural and engineering manager,Operations research analyst,12.8,55.0,85.62,2.04,-1.63,97.50,67.50,1.84,82.50,80.99
Operation manager,Social and community service manager,37.1,71.7,85.47,7.55,-8.05,95.00,55.00,7.80,75.00,69.15
Industrial production manager,Social and community service manager,19.1,71.7,85.20,3.46,-9.41,95.00,87.50,6.44,91.25,85.38
First-line supervisor of non-retail sales workers,Human resources worker,35.9,76.5,85.15,8.10,-11.85,32.14,92.50,9.97,62.32,56.11
Property assessor,Insurance underwriter,34.2,56.9,85.13,1.47,-4.29,90.00,67.50,2.88,78.75,76.48
Operation manager,Human resources worker,37.1,76.5,84.98,16.86,-24.57,75.00,60.00,20.72,67.50,53.52
Computer systems analyst,Operations research analyst,37.8,55.0,84.96,1.68,-2.89,60.00,92.50,2.29,76.25,74.51
Building cleaner,Housekeeping cleaner,38.7,88.4,84.95,6.56,-6.81,84.85,82.50,6.68,83.67,78.08
Postsecondary teacher,School psychologist,46.6,87.9,84.73,6.00,-6.19,85.00,25.00,6.09,55.00,51.65
Industrial production manager,Accountant,19.1,57.0,84.49,4.45,-14.61,82.50,80.00,9.53,81.25,73.51
Food service manager,First-line supervisor of food preparation and serving workers,46.7,53.5,84.49,-2.65,-7.97,77.50,37.50,2.66,57.50,55.97
Facilities manager,Social and human service assistant,23.4,75.3,84.45,0.90,-1.36,100.00,72.50,1.13,86.25,85.27
Chemical technician,Medical scientist,35.0,51.8,84.20,-5.61,0.49,28.57,100.00,-3.05,64.29,62.32
Counter and rental clerk,Order clerk,38.7,58.3,84.14,9.20,-8.32,62.50,87.50,8.76,75.00,68.43
Postsecondary teacher,Elementary and middle school teacher,46.6,78.6,83.91,0.64,-10.20,100.00,72.41,5.42,86.21,81.53
Chemical technician,Biological scientist,35.0,55.0,83.89,-3.22,0.65,35.71,97.30,-1.93,66.51,65.22
Cost estimator,Accountant,17.7,57.0,83.72,1.72,-6.97,57.50,55.00,4.34,56.25,53.81
Postsecondary teacher,Teaching assistant,46.6,79.5,83.68,1.13,-6.18,100.00,10.00,3.65,55.00,52.99
Food service manager,Food preparation worker,46.7,58.7,83.62,-2.14,-4.90,90.00,85.00,1.38,87.50,86.29
Operation manager,Accountant,37.1,57.0,83.57,2.92,-8.13,87.50,50.00,5.52,68.75,64.95
First-line supervisor of non-retail sales workers,Payroll and timekeeping clerk,35.9,88.2,83.54,4.66,-12.76,82.14,78.26,8.71,80.20,73.21
First-line supervisor of non-retail sales workers,Insurance sales agent,35.9,54.9,83.35,-9.54,4.92,85.71,22.73,-7.23,54.22,50.30
Software developer,Advertising sales agent,20.2,52.7,83.02,12.57,-24.96,85.00,50.00,18.77,67.50,54.83
First-line supervisor of retail sales workers,First-line supervisor of office and administrative support workers,44.6,65.8,82.90,2.55,-2.72,63.89,100.00,2.63,81.94,79.79
First-line supervisor of non-retail sales workers,Insurance claims and policy processing clerk,35.9,80.1,82.90,3.97,-10.73,75.00,50.00,7.35,62.50,57.91
Cost estimator,Insurance underwriter,17.7,56.9,82.88,1.69,-2.09,87.50,77.50,1.89,82.50,80.94
Materials engineer,Medical scientist,13.5,51.8,82.86,-0.99,-2.11,42.50,86.84,0.56,64.67,64.31
First-line supervisor of non-retail sales workers,Social and human service assistant,35.9,75.3,82.81,-1.77,-2.84,100.00,50.00,0.53,75.00,74.60
Property assessor,Accountant,34.2,57.0,82.77,4.65,-8.00,80.00,35.00,6.33,57.50,53.86
Postsecondary teacher,Special education teacher,46.6,86.6,82.74,-0.60,-3.97,97.50,62.50,1.69,80.00,78.65
First-line supervisor of retail sales workers,Order clerk,44.6,58.3,82.68,-0.99,-9.25,75.00,96.88,4.13,85.94,82.39
Painter,Artist,10.4,51.6,82.54,2.92,0.51,57.14,32.50,1.20,44.82,44.28
Software developer,Accountant,20.2,57.0,82.50,9.47,-6.17,85.00,97.50,7.82,91.25,84.11
Information security analyst,Insurance claims and policy processing clerk,19.3,80.1,82.43,4.13,-13.72,90.00,42.11,8.92,66.05,60.16
Operation manager,Compliance officer,37.1,51.8,82.41,6.58,-11.65,82.50,75.00,9.11,78.75,71.57
Chemists and materials scientist,Medical scientist,36.0,51.8,82.39,-2.72,-3.18,87.50,57.89,0.23,72.70,72.53
Materials engineer,Biological scientist,13.5,55.0,82.14,-0.20,-1.71,45.00,89.19,0.76,67.09,66.59
Web and digital interface designer,Advertising sales agent,42.7,52.7,82.03,4.36,-15.21,92.50,57.69,9.79,75.10,67.75
Web and digital interface designer,Insurance claims and policy processing clerk,42.7,80.1,81.94,2.90,-11.85,100.00,52.63,7.37,76.32,70.69
Property assessor,Tax preparer,34.2,66.3,81.93,10.02,-8.06,87.50,16.22,9.04,51.86,47.17
Counter and rental clerk,Payroll and timekeeping clerk,38.7,88.2,81.92,7.72,-6.48,81.25,91.30,7.10,86.28,80.15
First-line supervisor of non-retail sales workers,Advertising sales agent,35.9,52.7,81.85,-8.47,-2.75,35.71,69.23,-2.86,52.47,50.97
First-line supervisor of non-retail sales workers,Order clerk,35.9,58.3,81.81,1.10,-11.84,85.71,68.75,6.47,77.23,72.24
Operation manager,Public relations specialist,37.1,76.2,81.53,4.53,-7.76,100.00,52.50,6.14,76.25,71.56
Property assessor,Real estate broker,34.2,57.0,81.51,2.22,-3.97,25.00,85.00,3.09,55.00,53.30
First-line supervisor of non-retail sales workers,Customer service representative,35.9,65.3,81.44,4.62,-8.34,60.71,89.29,6.48,75.00,70.14
Software developer,Insurance claims and policy processing clerk,20.2,80.1,81.32,12.29,-21.12,85.00,52.63,16.70,68.82,57.32
Information security analyst,Insurance underwriter,19.3,56.9,81.21,-0.21,-2.73,95.00,80.00,1.26,87.50,86.40
Information security analyst,Accountant,19.3,57.0,81.08,-1.27,-4.12,87.50,82.50,1.43,85.00,83.79
Web developer,Advertising sales agent,19.4,52.7,81.04,11.32,-20.10,92.50,73.08,15.71,82.79,69.78
Postsecondary teacher,Public relations specialist,46.6,76.2,80.98,0.81,-7.72,92.50,62.50,4.26,77.50,74.20
Computer support specialist,Customer service representative,26.2,65.3,80.93,8.99,-17.74,60.00,89.29,13.36,74.64,64.67
Software developer,Customer service representative,20.2,65.3,80.93,12.08,-17.41,92.50,92.86,14.74,92.68,79.02
Chemists and materials scientist,Biological scientist,36.0,55.0,80.90,0.54,-8.85,96.88,48.65,4.69,72.76,69.35
Surgeon,Medical scientist,20.0,51.8,80.81,0.70,-3.52,93.55,97.37,2.11,95.46,93.45
Operation manager,Insurance underwriter,37.1,56.9,80.69,-0.67,-4.43,87.50,22.50,1.88,55.00,53.97
Postsecondary teacher,Social and community service manager,46.6,71.7,80.66,0.58,-1.83,67.50,100.00,1.20,83.75,82.74
Information security analyst,Payroll and timekeeping clerk,19.3,88.2,80.57,4.83,-24.37,90.00,69.57,14.60,79.78,68.13
Electrical and electronic engineering technician,Medical appliance technician,11.6,58.9,80.54,2.52,-1.61,97.50,97.50,2.06,97.50,95.49
Information security analyst,Executive secretary,19.3,90.0,80.53,15.03,-32.48,97.50,83.33,23.76,90.42,68.94
Property assessor,Loan officer,34.2,51.6,80.52,-0.06,0.67,97.50,15.38,-0.37,56.44,56.24
Software developer,Insurance sales agent,20.2,54.9,80.48,6.21,-22.46,97.50,86.36,14.34,91.93,78.75
Lawyer,Accountant,39.5,57.0,80.39,0.01,-5.61,97.50,77.50,2.81,87.50,85.04
Information security analyst,Social and community service manager,19.3,71.7,80.27,1.99,-10.22,97.50,77.50,6.11,87.50,82.16
Information security analyst,Public relations specialist,19.3,76.2,80.07,3.06,-15.34,100.00,67.50,9.20,83.75,76.04
Software developer,Public relations specialist,20.2,76.2,79.88,10.73,-23.22,95.00,77.50,16.97,86.25,71.61
Cook,Baker,39.8,65.5,79.84,0.96,-0.29,100.00,95.00,0.63,97.50,96.89
First-line supervisor of retail sales workers,Payroll and timekeeping clerk,44.6,88.2,79.77,2.41,-9.13,80.56,95.65,5.77,88.10,83.02
Postsecondary teacher,Social and human service assistant,46.6,75.3,79.70,0.37,-6.80,100.00,65.00,3.58,82.50,79.54
Lawyer,Legal secretary,39.5,96.4,79.62,11.68,-32.40,97.50,13.79,22.04,55.65,43.38
First-line supervisor of housekeeping and janitorial workers,Housekeeping cleaner,44.1,88.4,79.57,2.05,-1.64,54.55,97.50,1.84,76.02,74.62
Chemical technician,Miscellaneous health technician,35.0,72.7,79.33,-0.33,-5.12,100.00,95.24,2.39,97.62,95.28
Property assessor,Social and community service manager,34.2,71.7,79.29,10.23,-4.79,72.50,77.50,7.51,75.00,69.37
Mechanical engineer,Biological scientist,10.1,55.0,79.28,3.17,0.79,90.00,94.59,1.19,92.30,91.20
Web developer,Customer service representative,19.4,65.3,79.26,9.11,-17.97,82.50,92.86,13.54,87.68,75.81
Web and digital interface designer,Customer service representative,42.7,65.3,79.25,2.82,-17.53,100.00,89.29,10.18,94.64,85.01
Computer numerically controlled tool operator,Filling machine operator,7.8,57.3,79.08,3.31,-2.86,90.00,65.00,3.09,77.50,75.11
Personal financial advisor,Loan officer,32.6,51.6,79.02,1.19,-2.10,100.00,0.00,1.65,50.00,49.18
First-line supervisor of retail sales workers,Supervisor of personal care and service workers,44.6,65.8,78.96,-1.86,-5.45,94.44,63.64,1.79,79.04,77.62
Software quality tester,Customer service representative,44.1,65.3,78.93,14.72,-14.92,87.50,96.43,14.82,91.96,78.34
Postsecondary teacher,Insurance underwriter,46.6,56.9,78.78,-1.56,8.46,95.00,85.00,-5.01,90.00,85.49
Web and digital interface designer,Social and community service manager,42.7,71.7,78.77,2.40,-5.26,100.00,100.00,3.83,100.00,96.17
Software developer,Insurance underwriter,20.2,56.9,78.63,8.65,-6.20,97.50,100.00,7.43,98.75,91.42
Property assessor,Insurance sales agent,34.2,54.9,78.62,0.95,-8.91,100.00,72.73,4.93,86.36,82.10
Software quality tester,Graphic designer,44.1,54.7,78.60,1.63,-0.69,62.50,89.19,1.16,75.84,74.97
Software quality tester,Insurance claims and policy processing clerk,44.1,80.1,78.58,14.97,-9.58,62.50,71.05,12.28,66.78,58.58
Chemical technician,Ophthalmic medical technician,35.0,73.7,78.53,1.63,0.12,100.00,100.00,0.75,100.00,99.25
Lawyer,Insurance underwriter,39.5,56.9,78.48,-0.01,-2.61,95.00,50.00,1.30,72.50,71.56
Web and digital interface designer,Payroll and timekeeping clerk,42.7,88.2,78.41,2.84,-17.29,100.00,86.96,10.06,93.48,84.07
Database administrator,Executive secretary,30.8,90.0,78.39,19.62,-32.00,87.50,91.67,25.81,89.58,66.46
Lawyer,Loan officer,39.5,51.6,78.35,-4.47,-2.79,97.50,66.67,-0.84,82.08,81.39
Postsecondary teacher,Mental health counselor,46.6,74.6,78.31,-0.86,1.50,80.00,55.00,-1.18,67.50,66.70
First-line supervisor of retail sales workers,Billing and posting clerk,44.6,91.4,78.25,2.46,-14.57,83.33,95.65,8.51,89.49,81.87
First-line supervisor of retail sales workers,Social and human service assistant,44.6,75.3,78.13,1.82,-4.25,97.22,87.50,3.04,92.36,89.56
Occupational health and safety specialist,Order clerk,17.9,58.3,78.11,0.00,-7.43,100.00,93.75,3.72,96.88,93.27
Occupational health and safety specialist,Insurance sales agent,17.9,54.9,78.10,-0.54,5.91,100.00,59.09,-3.22,79.55,76.98
First-line supervisor of retail sales workers,Customer service representative,44.6,65.3,78.03,5.94,-3.27,66.67,100.00,4.60,83.33,79.50
Cost estimator,Graphic designer,17.7,54.7,78.03,0.02,-0.83,95.00,89.19,0.42,92.09,91.70
Web and digital interface designer,Insurance sales agent,42.7,54.9,78.02,1.60,-30.35,100.00,77.27,15.98,88.64,74.47
Personal financial advisor,Insurance underwriter,32.6,56.9,78.01,-1.87,-6.66,100.00,0.00,2.40,50.00,48.80
Food service manager,Lodging manager,46.7,61.6,78.00,1.07,-3.27,100.00,100.00,2.17,100.00,97.83
Software quality tester,Advertising sales agent,44.1,52.7,77.98,8.95,-7.51,77.50,88.46,8.23,82.98,76.15
Software quality tester,Insurance underwriter,44.1,56.9,77.97,8.81,-0.93,77.50,100.00,4.87,88.75,84.43
Printing press operator,Filling machine operator,24.7,57.3,77.95,-1.88,-0.63,100.00,85.00,-0.63,92.50,91.92
Counter and rental clerk,Billing and posting clerk,38.7,91.4,77.93,11.26,-18.00,68.75,82.61,14.63,75.68,64.61
Web developer,Public relations specialist,19.4,76.2,77.89,10.52,-18.54,92.50,85.00,14.53,88.75,75.85
Web and digital interface designer,Public relations specialist,42.7,76.2,77.89,3.31,-17.77,100.00,90.00,10.54,95.00,84.99
Photographer,Artist,48.5,51.6,77.87,-0.34,-0.60,90.00,82.50,0.13,86.25,86.14
Database administrator,Compliance officer,30.8,51.8,77.85,4.14,-2.33,87.50,95.00,3.23,91.25,88.30
Chief executive,Executive secretary,30.6,90.0,77.82,6.31,-42.23,100.00,58.33,24.27,79.17,59.95
First-line supervisor of retail sales workers,Advertising sales agent,44.6,52.7,77.77,-2.73,0.34,75.00,100.00,-1.53,87.50,86.16
Cost estimator,Advertising sales agent,17.7,52.7,77.74,2.97,-9.50,97.50,53.85,6.23,75.67,70.96
Surgeon,Physician assistant,20.0,68.8,77.67,18.47,-15.92,54.84,92.50,17.20,73.67,61.00
First-line supervisor of production and operating workers,First-line supervisor of office and administrative support workers,23.5,65.8,77.67,2.30,-5.64,100.00,96.30,3.97,98.15,94.25
Web developer,Insurance sales agent,19.4,54.9,77.45,6.06,-22.01,92.50,90.91,14.03,91.70,78.83
Cost estimator,Public relations specialist,17.7,76.2,77.43,5.59,-9.02,95.00,82.50,7.31,88.75,82.27
Logistician,Compliance officer,38.7,51.8,77.42,6.71,-3.06,60.00,97.50,4.89,78.75,74.90
Mechanical engineer,Medical scientist,10.1,51.8,77.42,1.14,-0.58,85.00,94.74,0.86,89.87,89.10
Occupational health and safety specialist,Advertising sales agent,17.9,52.7,77.35,-0.12,-0.89,100.00,100.00,0.39,100.00,99.61
Property assessor,Lodging manager,34.2,61.6,77.25,7.98,-4.85,95.00,82.50,6.41,88.75,83.06
Software quality tester,Insurance sales agent,44.1,54.9,77.18,5.66,-9.39,85.00,90.91,7.52,87.95,81.34
Wastewater treatment system operator,Filling machine operator,7.3,57.3,77.18,0.49,-1.16,100.00,90.00,0.82,95.00,94.22
First-line supervisor of housekeeping and janitorial workers,First-line supervisor of food preparation and serving workers,44.1,53.5,77.16,-5.54,0.08,77.27,100.00,-2.81,88.64,86.14
Computer systems manager,Compliance officer,27.7,51.8,77.12,7.85,-7.00,80.00,97.50,7.42,88.75,82.16
Database administrator,File Clerk,30.8,76.0,77.11,6.16,-18.96,97.50,76.00,12.56,86.75,75.86
First-line supervisor of retail sales workers,First-line supervisor of food preparation and serving workers,44.6,53.5,77.10,-4.44,0.04,97.22,100.00,-2.24,98.61,96.40
Database administrator,Billing and posting clerk,30.8,91.4,77.03,4.36,-20.28,97.50,60.87,12.32,79.18,69.43
Software quality tester,Payroll and timekeeping clerk,44.1,88.2,76.98,19.23,-17.97,65.00,91.30,18.60,78.15,63.61
Property assessor,Executive secretary,34.2,90.0,76.98,23.01,-32.87,87.50,75.00,27.94,81.25,58.55
Property assessor,First-line supervisor of office and administrative support workers,34.2,65.8,76.86,8.12,-12.36,77.50,85.19,10.24,81.34,73.01
Web developer,Insurance claims and policy processing clerk,19.4,80.1,76.84,10.32,-20.34,85.00,55.26,15.33,70.13,59.38
