occtm,occtf,occtm_ratio,occtf_ratio,similarity,occtm_bias,occtf_bias,occtm_acc,occtf_acc,bias,acc,ipss
Sales manager,Human resources worker,33.1,76.5,91.09,9.41,-8.20,30.00,92.50,8.80,61.25,55.86
Facilities manager,Marketing manager,23.4,62.4,90.92,2.86,-6.62,90.00,60.00,4.74,75.00,71.45
Facilities manager,Administrative services manager,23.4,74.0,90.81,5.33,-8.73,5.00,97.50,7.03,51.25,47.65
Sales manager,Administrative services manager,33.1,74.0,90.73,2.70,-6.66,0.00,100.00,4.68,50.00,47.66
Management analyst,Administrative services manager,46.6,74.0,90.68,-3.12,-7.29,47.50,70.00,2.09,58.75,57.52
Purchasing manager,Human resources worker,47.7,76.5,90.36,11.82,-10.86,40.00,75.00,11.34,57.50,50.98
Management analyst,Training and development specialist,46.6,56.7,90.32,2.03,-7.94,100.00,25.00,4.98,62.50,59.38
Architectural and engineering manager,Public relations manager,12.8,66.4,90.31,3.33,-11.74,100.00,5.00,7.54,52.50,48.54
Financial and investment analyst,Training and development specialist,43.9,56.7,90.27,2.59,-9.85,100.00,42.50,6.22,71.25,66.82
Facilities manager,Public relations manager,23.4,66.4,90.26,6.09,-11.05,92.50,55.00,8.57,73.75,67.43
Sales manager,Training and development specialist,33.1,56.7,90.18,4.32,-9.10,37.50,85.00,6.71,61.25,57.14
Financial and investment analyst,Administrative services manager,43.9,74.0,90.16,2.95,-11.27,80.00,60.00,7.11,70.00,65.03
Architectural and engineering manager,Financial manager,12.8,56.2,90.11,-0.08,-7.25,90.00,45.00,3.58,67.50,65.08
Purchasing manager,Marketing specialist,47.7,61.7,90.08,5.07,-5.95,90.00,42.50,5.51,66.25,62.60
Training and development manager,Financial manager,48.0,56.2,90.06,-9.65,0.79,60.00,82.50,-5.22,71.25,67.53
Sales manager,Advertising sales agent,33.1,52.7,89.99,3.63,-6.46,37.50,57.69,5.04,47.60,45.20
Management analyst,Accountant,46.6,57.0,89.84,-3.66,2.04,90.00,37.50,-2.85,63.75,61.93
Industrial production manager,Human resources manager,19.1,76.5,89.80,11.71,-18.46,65.00,92.50,15.08,78.75,66.87
Facilities manager,Social and community service manager,23.4,71.7,89.67,7.86,-9.21,55.00,75.00,8.53,65.00,59.45
Purchasing manager,Administrative services manager,47.7,74.0,89.51,3.30,-8.98,2.50,95.00,6.14,48.75,45.76
Industrial production manager,Financial manager,19.1,56.2,89.51,0.46,-11.03,67.50,100.00,5.75,83.75,78.94
Operation manager,Financial manager,37.1,56.2,89.31,-2.44,-3.45,40.00,100.00,0.50,70.00,69.65
Industrial production manager,Human resources worker,19.1,76.5,89.29,14.01,-16.96,72.50,85.00,15.48,78.75,66.56
Sales manager,Insurance sales agent,33.1,54.9,89.13,-2.10,-1.93,62.50,68.18,-0.08,65.34,65.29
Architectural and engineering manager,Marketing specialist,12.8,61.7,89.09,3.26,-10.23,100.00,15.00,6.75,57.50,53.62
Postsecondary teacher,Secondary school teacher,46.6,56.9,89.04,1.17,-3.93,97.50,50.00,2.55,73.75,71.87
Facilities manager,Human resources worker,23.4,76.5,88.96,12.59,-8.96,55.00,87.50,10.78,71.25,63.57
Software developer,Marketing specialist,20.2,61.7,88.94,5.15,-10.18,97.50,37.50,7.66,67.50,62.33
Industrial production manager,Marketing manager,19.1,62.4,88.93,5.40,-17.68,90.00,47.50,11.54,68.75,60.82
Facilities manager,Training and development specialist,23.4,56.7,88.90,7.14,-8.04,70.00,92.50,7.59,81.25,75.08
Software developer,Operations research analyst,20.2,55.0,88.88,5.46,-5.85,62.50,82.50,5.66,72.50,68.40
Web and digital interface designer,Marketing specialist,42.7,61.7,88.62,2.21,-5.70,97.50,27.50,3.95,62.50,60.03
Information security analyst,Administrative services manager,19.3,74.0,88.53,2.99,-7.86,77.50,92.50,5.43,85.00,80.39
Industrial production manager,Operations research analyst,19.1,55.0,88.39,3.83,-4.04,45.00,100.00,3.93,72.50,69.65
Facilities manager,Financial manager,23.4,56.2,88.37,-1.83,-1.94,67.50,92.50,0.06,80.00,79.95
Financial and investment analyst,Marketing manager,43.9,62.4,88.36,2.19,-5.58,100.00,10.00,3.89,55.00,52.86
Industrial production manager,Public relations manager,19.1,66.4,88.35,6.92,-22.43,92.50,57.50,14.68,75.00,63.99
Project management specialist,Public relations specialist,47.3,76.2,88.35,5.78,-7.53,100.00,5.00,6.66,52.50,49.01
Industrial production manager,Administrative services manager,19.1,74.0,88.30,8.12,-9.43,40.00,100.00,8.78,70.00,63.86
Facilities manager,Marketing specialist,23.4,61.7,88.28,4.29,-7.74,97.50,62.50,6.01,80.00,75.19
Financial and investment analyst,Marketing specialist,43.9,61.7,88.28,2.58,-6.92,100.00,12.50,4.75,56.25,53.58
First-line supervisor of non-retail sales workers,First-line supervisor of office and administrative support workers,35.9,65.8,88.18,2.19,-7.86,7.14,100.00,5.02,53.57,50.88
Operation manager,Marketing manager,37.1,62.4,88.12,1.99,-7.65,85.00,67.50,4.82,76.25,72.58
Industrial production manager,Training and development specialist,19.1,56.7,88.10,8.47,-16.10,85.00,95.00,12.28,90.00,78.95
Purchasing manager,Accountant,47.7,57.0,88.07,-1.00,-1.74,47.50,72.50,0.37,60.00,59.78
Financial and investment analyst,Insurance underwriter,43.9,56.9,88.04,0.07,-3.37,100.00,0.00,1.72,50.00,49.14
Financial and investment analyst,Public relations manager,43.9,66.4,87.91,2.75,-6.55,100.00,2.50,4.65,51.25,48.87
Chemical engineer,Medical scientist,21.6,51.8,87.70,-1.88,-1.17,50.00,81.58,-0.36,65.79,65.55
Operation manager,Human resources manager,37.1,76.5,87.61,8.02,-14.06,35.00,85.00,11.04,60.00,53.38
Architectural and engineering manager,Human resources worker,12.8,76.5,87.58,6.02,-15.95,95.00,47.50,10.98,71.25,63.42
Operation manager,Public relations manager,37.1,66.4,87.47,5.03,-9.96,95.00,50.00,7.49,72.50,67.07
Training and development manager,Social and community service manager,48.0,71.7,87.29,0.20,-2.93,95.00,97.50,1.57,96.25,94.74
Financial and investment analyst,Accountant,43.9,57.0,87.27,-0.21,-0.46,95.00,27.50,0.12,61.25,61.17
Financial and investment analyst,Human resources manager,43.9,76.5,87.23,4.54,-12.48,100.00,30.00,8.51,65.00,59.47
Training and development manager,Insurance claims and policy processing clerk,48.0,80.1,87.11,1.14,-4.56,87.50,47.37,2.85,67.43,65.51
Purchasing manager,Training and development specialist,47.7,56.7,86.71,6.98,-8.84,77.50,87.50,7.91,82.50,75.97
Web developer,Graphic designer,19.4,54.7,86.62,5.08,-2.62,55.00,72.97,3.85,63.99,61.52
Purchasing manager,Social and community service manager,47.7,71.7,86.53,7.41,-9.54,62.50,65.00,8.47,63.75,58.35
Chemical engineer,Biological scientist,21.6,55.0,86.36,-0.57,-0.53,55.00,64.86,-0.02,59.93,59.92
Dentist,Dental hygienist,39.5,95.7,86.25,19.12,-28.46,71.05,66.67,23.79,68.86,52.48
Software quality tester,Operations research analyst,44.1,55.0,86.23,0.50,0.12,52.50,95.00,0.19,73.75,73.61
Web and digital interface designer,Graphic designer,42.7,54.7,86.19,2.23,-3.47,60.00,45.95,2.85,52.97,51.46
Information security analyst,Training and development specialist,19.3,56.7,85.97,2.45,-11.05,97.50,62.50,6.75,80.00,74.60
Software developer,Graphic designer,20.2,54.7,85.82,7.76,-3.81,77.50,70.27,5.79,73.89,69.61
Architectural and engineering manager,Social and community service manager,12.8,71.7,85.81,2.13,-12.68,100.00,57.50,7.41,78.75,72.92
Web and digital interface designer,Operations research analyst,42.7,55.0,85.73,-0.73,0.20,82.50,90.00,-0.46,86.25,85.85
First-line supervisor of non-retail sales workers,Supervisor of personal care and service workers,35.9,65.8,85.68,2.05,-1.56,92.86,9.09,1.80,50.97,50.05
Lawyer,Paralegal,39.5,83.0,85.66,17.23,-24.50,82.50,22.50,20.87,52.50,41.54
Architectural and engineering manager,Operations research analyst,12.8,55.0,85.62,2.57,-3.72,97.50,87.50,3.15,92.50,89.59
Operation manager,Social and community service manager,37.1,71.7,85.47,5.44,-9.19,77.50,75.00,7.32,76.25,70.67
Industrial production manager,Social and community service manager,19.1,71.7,85.20,7.42,-16.32,92.50,90.00,11.87,91.25,80.42
First-line supervisor of non-retail sales workers,Human resources worker,35.9,76.5,85.15,10.32,-10.02,35.71,82.50,10.17,59.11,53.10
Property assessor,Insurance underwriter,34.2,56.9,85.13,-0.91,-4.14,97.50,60.00,1.61,78.75,77.48
Operation manager,Human resources worker,37.1,76.5,84.98,10.08,-10.95,67.50,85.00,10.51,76.25,68.23
Computer systems analyst,Operations research analyst,37.8,55.0,84.96,0.36,-5.19,50.00,85.00,2.77,67.50,65.63
Building cleaner,Housekeeping cleaner,38.7,88.4,84.95,1.93,-3.85,93.94,85.00,2.89,89.47,86.89
Postsecondary teacher,School psychologist,46.6,87.9,84.73,5.43,-8.85,85.00,18.75,7.14,51.88,48.17
Industrial production manager,Accountant,19.1,57.0,84.49,3.32,-5.48,65.00,82.50,4.40,73.75,70.50
Food service manager,First-line supervisor of food preparation and serving workers,46.7,53.5,84.49,-1.71,-5.44,27.50,60.00,1.87,43.75,42.93
Facilities manager,Social and human service assistant,23.4,75.3,84.45,5.45,-13.42,100.00,82.50,9.43,91.25,82.64
Chemical technician,Medical scientist,35.0,51.8,84.20,-2.20,-3.40,32.14,92.11,0.60,62.12,61.75
Counter and rental clerk,Order clerk,38.7,58.3,84.14,9.37,-3.31,68.75,75.00,6.34,71.88,67.32
Postsecondary teacher,Elementary and middle school teacher,46.6,78.6,83.91,2.92,-5.68,95.00,75.86,4.30,85.43,81.76
Chemical technician,Biological scientist,35.0,55.0,83.89,-1.59,-1.84,57.14,91.89,0.13,74.52,74.42
Cost estimator,Accountant,17.7,57.0,83.72,2.17,1.29,52.50,40.00,0.44,46.25,46.05
Postsecondary teacher,Teaching assistant,46.6,79.5,83.68,1.45,-1.53,100.00,7.50,1.49,53.75,52.95
Food service manager,Food preparation worker,46.7,58.7,83.62,-7.33,0.32,40.00,100.00,-3.82,70.00,67.32
Operation manager,Accountant,37.1,57.0,83.57,-1.23,-0.11,57.50,87.50,-0.56,72.50,72.09
First-line supervisor of non-retail sales workers,Payroll and timekeeping clerk,35.9,88.2,83.54,14.60,-9.82,78.57,73.91,12.21,76.24,66.93
First-line supervisor of non-retail sales workers,Insurance sales agent,35.9,54.9,83.35,-1.82,-0.27,71.43,31.82,-0.78,51.62,51.22
Software developer,Advertising sales agent,20.2,52.7,83.02,4.33,-9.73,95.00,42.31,7.03,68.65,63.83
First-line supervisor of retail sales workers,First-line supervisor of office and administrative support workers,44.6,65.8,82.90,0.04,-3.08,66.67,100.00,1.56,83.33,82.03
First-line supervisor of non-retail sales workers,Insurance claims and policy processing clerk,35.9,80.1,82.90,7.65,-9.62,57.14,47.37,8.63,52.26,47.74
Cost estimator,Insurance underwriter,17.7,56.9,82.88,1.76,-4.03,92.50,55.00,2.89,73.75,71.62
Materials engineer,Medical scientist,13.5,51.8,82.86,-0.10,-1.71,37.50,68.42,0.81,52.96,52.53
First-line supervisor of non-retail sales workers,Social and human service assistant,35.9,75.3,82.81,11.55,-18.88,75.00,67.50,15.21,71.25,60.41
Property assessor,Accountant,34.2,57.0,82.77,-1.54,1.08,62.50,47.50,-1.31,55.00,54.28
Postsecondary teacher,Special education teacher,46.6,86.6,82.74,1.41,-7.43,92.50,59.38,4.42,75.94,72.58
First-line supervisor of retail sales workers,Order clerk,44.6,58.3,82.68,0.95,-5.24,72.22,93.75,3.10,82.99,80.42
Painter,Artist,10.4,51.6,82.54,3.92,-0.64,54.29,40.00,2.28,47.14,46.07
Software developer,Accountant,20.2,57.0,82.50,0.94,-2.00,90.00,92.50,1.47,91.25,89.91
Information security analyst,Insurance claims and policy processing clerk,19.3,80.1,82.43,1.65,-9.26,92.50,26.32,5.46,59.41,56.17
Operation manager,Compliance officer,37.1,51.8,82.41,5.71,-7.94,90.00,80.00,6.83,85.00,79.20
Chemists and materials scientist,Medical scientist,36.0,51.8,82.39,-0.02,-5.61,81.25,55.26,2.80,68.26,66.35
Materials engineer,Biological scientist,13.5,55.0,82.14,0.55,-1.67,45.00,78.38,1.11,61.69,61.01
Web and digital interface designer,Advertising sales agent,42.7,52.7,82.03,1.04,-5.36,97.50,26.92,3.20,62.21,60.22
Web and digital interface designer,Insurance claims and policy processing clerk,42.7,80.1,81.94,0.71,-4.61,100.00,39.47,2.66,69.74,67.88
Property assessor,Tax preparer,34.2,66.3,81.93,2.57,-3.60,70.00,18.92,3.08,44.46,43.09
Counter and rental clerk,Payroll and timekeeping clerk,38.7,88.2,81.92,2.95,-7.08,87.50,86.96,5.01,87.23,82.85
First-line supervisor of non-retail sales workers,Advertising sales agent,35.9,52.7,81.85,0.84,-3.44,42.86,38.46,2.14,40.66,39.79
First-line supervisor of non-retail sales workers,Order clerk,35.9,58.3,81.81,4.13,-8.49,78.57,87.50,6.31,83.04,77.80
Operation manager,Public relations specialist,37.1,76.2,81.53,7.85,-13.20,95.00,70.00,10.52,82.50,73.82
Property assessor,Real estate broker,34.2,57.0,81.51,-2.90,-0.89,32.50,65.00,-1.01,48.75,48.26
First-line supervisor of non-retail sales workers,Customer service representative,35.9,65.3,81.44,6.66,-7.53,85.71,75.00,7.10,80.36,74.66
Software developer,Insurance claims and policy processing clerk,20.2,80.1,81.32,2.75,-7.26,95.00,39.47,5.01,67.24,63.87
Information security analyst,Insurance underwriter,19.3,56.9,81.21,0.11,-2.88,95.00,47.50,1.49,71.25,70.19
Information security analyst,Accountant,19.3,57.0,81.08,-1.01,-2.49,85.00,82.50,0.74,83.75,83.13
Web developer,Advertising sales agent,19.4,52.7,81.04,4.09,-8.20,97.50,57.69,6.14,77.60,72.83
Postsecondary teacher,Public relations specialist,46.6,76.2,80.98,2.58,-8.69,97.50,12.50,5.63,55.00,51.90
Computer support specialist,Customer service representative,26.2,65.3,80.93,5.27,-9.07,80.00,50.00,7.17,65.00,60.34
Software developer,Customer service representative,20.2,65.3,80.93,4.85,-5.10,97.50,60.71,4.97,79.11,75.17
Chemists and materials scientist,Biological scientist,36.0,55.0,80.90,2.58,-6.26,93.75,54.05,4.42,73.90,70.64
Surgeon,Medical scientist,20.0,51.8,80.81,-0.73,-2.68,83.87,100.00,0.98,91.94,91.04
Operation manager,Insurance underwriter,37.1,56.9,80.69,-0.51,-4.97,90.00,52.50,2.23,71.25,69.66
Postsecondary teacher,Social and community service manager,46.6,71.7,80.66,1.01,-3.13,90.00,82.50,2.07,86.25,84.46
Information security analyst,Payroll and timekeeping clerk,19.3,88.2,80.57,5.61,-11.82,90.00,78.26,8.72,84.13,76.80
Electrical and electronic engineering technician,Medical appliance technician,11.6,58.9,80.54,0.75,-3.42,100.00,90.00,2.09,95.00,93.02
Information security analyst,Executive secretary,19.3,90.0,80.53,11.53,-28.31,95.00,70.83,19.92,82.92,66.40
Property assessor,Loan officer,34.2,51.6,80.52,0.90,-2.30,92.50,7.69,1.60,50.10,49.29
Software developer,Insurance sales agent,20.2,54.9,80.48,1.39,-2.98,100.00,59.09,2.19,79.55,77.81
Lawyer,Accountant,39.5,57.0,80.39,-0.48,-0.92,97.50,77.50,0.22,87.50,87.31
Information security analyst,Social and community service manager,19.3,71.7,80.27,1.60,-9.57,97.50,70.00,5.59,83.75,79.07
Information security analyst,Public relations specialist,19.3,76.2,80.07,2.94,-13.85,100.00,27.50,8.39,63.75,58.40
Software developer,Public relations specialist,20.2,76.2,79.88,3.55,-14.19,97.50,32.50,8.87,65.00,59.23
Cook,Baker,39.8,65.5,79.84,1.40,-0.50,97.50,92.50,0.95,95.00,94.10
First-line supervisor of retail sales workers,Payroll and timekeeping clerk,44.6,88.2,79.77,2.85,-6.70,80.56,78.26,4.77,79.41,75.62
Postsecondary teacher,Social and human service assistant,46.6,75.3,79.70,2.34,-14.39,97.50,67.50,8.36,82.50,75.60
Lawyer,Legal secretary,39.5,96.4,79.62,26.64,-37.67,75.00,17.24,32.16,46.12,31.29
First-line supervisor of housekeeping and janitorial workers,Housekeeping cleaner,44.1,88.4,79.57,6.97,-2.23,68.18,90.00,4.60,79.09,75.46
Chemical technician,Miscellaneous health technician,35.0,72.7,79.33,-0.02,-6.12,100.00,85.71,3.05,92.86,90.03
Property assessor,Social and community service manager,34.2,71.7,79.29,4.62,-4.79,80.00,62.50,4.70,71.25,67.90
Mechanical engineer,Biological scientist,10.1,55.0,79.28,1.66,-1.33,92.50,89.19,1.49,90.84,89.49
Web developer,Customer service representative,19.4,65.3,79.26,5.25,-4.48,87.50,67.86,4.87,77.68,73.90
Web and digital interface designer,Customer service representative,42.7,65.3,79.25,0.92,-5.74,100.00,60.71,3.33,80.36,77.68
Computer numerically controlled tool operator,Filling machine operator,7.8,57.3,79.08,0.27,-2.54,97.50,72.50,1.40,85.00,83.81
Personal financial advisor,Loan officer,32.6,51.6,79.02,-0.37,-0.57,100.00,2.56,0.10,51.28,51.23
First-line supervisor of retail sales workers,Supervisor of personal care and service workers,44.6,65.8,78.96,-0.84,-2.58,97.22,9.09,0.87,53.16,52.69
Software quality tester,Customer service representative,44.1,65.3,78.93,6.12,-3.66,100.00,50.00,4.89,75.00,71.33
Postsecondary teacher,Insurance underwriter,46.6,56.9,78.78,-0.66,-2.35,97.50,50.00,0.85,73.75,73.13
Web and digital interface designer,Social and community service manager,42.7,71.7,78.77,0.70,-2.92,100.00,90.00,1.81,95.00,93.28
Software developer,Insurance underwriter,20.2,56.9,78.63,1.90,-4.61,97.50,72.50,3.25,85.00,82.24
Property assessor,Insurance sales agent,34.2,54.9,78.62,-1.30,0.52,97.50,50.00,-0.91,73.75,73.08
Software quality tester,Graphic designer,44.1,54.7,78.60,4.07,-1.38,72.50,75.68,2.72,74.09,72.07
Software quality tester,Insurance claims and policy processing clerk,44.1,80.1,78.58,3.65,-4.62,85.00,50.00,4.14,67.50,64.71
Chemical technician,Ophthalmic medical technician,35.0,73.7,78.53,1.05,-1.93,100.00,90.91,1.49,95.45,94.04
Lawyer,Insurance underwriter,39.5,56.9,78.48,2.93,-3.90,85.00,15.00,3.42,50.00,48.29
Web and digital interface designer,Payroll and timekeeping clerk,42.7,88.2,78.41,3.29,-6.92,100.00,69.57,5.10,84.78,80.46
Database administrator,Executive secretary,30.8,90.0,78.39,12.68,-21.93,95.00,79.17,17.30,87.08,72.02
Lawyer,Loan officer,39.5,51.6,78.35,4.26,-5.04,92.50,30.77,4.65,61.63,58.77
Postsecondary teacher,Mental health counselor,46.6,74.6,78.31,8.72,-9.91,87.50,45.00,9.31,66.25,60.08
First-line supervisor of retail sales workers,Billing and posting clerk,44.6,91.4,78.25,4.43,-5.17,86.11,91.30,4.80,88.71,84.45
First-line supervisor of retail sales workers,Social and human service assistant,44.6,75.3,78.13,4.53,-14.03,83.33,92.50,9.28,87.92,79.76
Occupational health and safety specialist,Order clerk,17.9,58.3,78.11,5.61,-2.89,87.50,90.62,4.25,89.06,85.27
Occupational health and safety specialist,Insurance sales agent,17.9,54.9,78.10,0.89,1.62,100.00,59.09,-0.37,79.55,79.25
First-line supervisor of retail sales workers,Customer service representative,44.6,65.3,78.03,5.89,-3.71,72.22,100.00,4.80,86.11,81.98
Cost estimator,Graphic designer,17.7,54.7,78.03,1.96,-4.98,95.00,86.49,3.47,90.74,87.59
Web and digital interface designer,Insurance sales agent,42.7,54.9,78.02,-0.79,2.06,100.00,45.45,-1.42,72.73,71.69
Personal financial advisor,Insurance underwriter,32.6,56.9,78.01,-1.56,-0.47,100.00,5.00,-0.54,52.50,52.21
Food service manager,Lodging manager,46.7,61.6,78.00,-0.39,-0.42,95.00,97.50,0.02,96.25,96.23
Software quality tester,Advertising sales agent,44.1,52.7,77.98,2.27,-3.35,90.00,61.54,2.81,75.77,73.64
Software quality tester,Insurance underwriter,44.1,56.9,77.97,0.50,-0.07,92.50,75.00,0.29,83.75,83.51
Printing press operator,Filling machine operator,24.7,57.3,77.95,-1.66,0.23,100.00,90.00,-0.95,95.00,94.10
Counter and rental clerk,Billing and posting clerk,38.7,91.4,77.93,5.82,-5.28,87.50,78.26,5.55,82.88,78.28
Web developer,Public relations specialist,19.4,76.2,77.89,4.81,-11.48,100.00,42.50,8.15,71.25,65.45
Web and digital interface designer,Public relations specialist,42.7,76.2,77.89,2.35,-5.23,100.00,32.50,3.79,66.25,63.74
Photographer,Artist,48.5,51.6,77.87,-0.30,0.30,90.00,80.00,-0.30,85.00,84.75
Database administrator,Compliance officer,30.8,51.8,77.85,3.20,-5.78,100.00,65.00,4.49,82.50,78.80
Chief executive,Executive secretary,30.6,90.0,77.82,38.87,-35.71,65.00,70.83,37.29,67.92,42.59
First-line supervisor of retail sales workers,Advertising sales agent,44.6,52.7,77.77,-0.89,-0.79,75.00,88.46,-0.05,81.73,81.69
Cost estimator,Advertising sales agent,17.7,52.7,77.74,3.96,-9.84,97.50,30.77,6.90,64.13,59.71
Surgeon,Physician assistant,20.0,68.8,77.67,7.38,-3.41,45.16,100.00,5.39,72.58,68.67
First-line supervisor of production and operating workers,First-line supervisor of office and administrative support workers,23.5,65.8,77.67,1.65,-6.03,100.00,96.30,3.84,98.15,94.38
Web developer,Insurance sales agent,19.4,54.9,77.45,0.79,-1.59,97.50,68.18,1.19,82.84,81.86
Cost estimator,Public relations specialist,17.7,76.2,77.43,5.24,-17.06,100.00,32.50,11.15,66.25,58.86
Logistician,Compliance officer,38.7,51.8,77.42,9.18,-8.09,67.50,100.00,8.63,83.75,76.52
Mechanical engineer,Medical scientist,10.1,51.8,77.42,0.71,-2.47,90.00,89.47,1.59,89.74,88.31
Occupational health and safety specialist,Advertising sales agent,17.9,52.7,77.35,1.22,-2.11,100.00,92.31,1.66,96.15,94.55
Property assessor,Lodging manager,34.2,61.6,77.25,1.03,-2.73,97.50,67.50,1.88,82.50,80.95
Software quality tester,Insurance sales agent,44.1,54.9,77.18,0.55,3.82,92.50,54.55,-1.63,73.52,72.32
Wastewater treatment system operator,Filling machine operator,7.3,57.3,77.18,-2.55,2.36,95.00,90.00,-2.46,92.50,90.23
First-line supervisor of housekeeping and janitorial workers,First-line supervisor of food preparation and serving workers,44.1,53.5,77.16,-2.41,0.14,86.36,100.00,-1.28,93.18,91.99
Computer systems manager,Compliance officer,27.7,51.8,77.12,7.03,-8.49,95.00,70.00,7.76,82.50,76.10
Database administrator,File Clerk,30.8,76.0,77.11,3.77,-2.45,95.00,84.00,3.11,89.50,86.71
First-line supervisor of retail sales workers,First-line supervisor of food preparation and serving workers,44.6,53.5,77.10,-3.30,-0.00,94.44,100.00,-1.65,97.22,95.62
Database administrator,Billing and posting clerk,30.8,91.4,77.03,2.37,-4.15,97.50,69.57,3.26,83.53,80.81
Software quality tester,Payroll and timekeeping clerk,44.1,88.2,76.98,10.60,-7.26,75.00,69.57,8.93,72.28,65.83
Property assessor,Executive secretary,34.2,90.0,76.98,30.86,-26.87,75.00,33.33,28.86,54.17,38.53
Property assessor,First-line supervisor of office and administrative support workers,34.2,65.8,76.86,1.32,-7.22,62.50,85.19,4.27,73.84,70.69
Web developer,Insurance claims and policy processing clerk,19.4,80.1,76.84,3.06,-5.66,90.00,39.47,4.36,64.74,61.91
