occtm,occtf,occtm_ratio,occtf_ratio,occtm_acc,occtf_acc,bias,acc,ipss
Computer support specialist,Customer service representative,26.2,65.3,15.00,85.71,10.29,50.36,45.17
Software developer,Customer service representative,20.2,65.3,57.50,85.71,26.47,71.61,52.65
Chemists and materials scientist,Biological scientist,36.0,55.0,0.00,2.70,1.45,1.35,1.33
Surgeon,Medical scientist,20.0,51.8,35.48,71.05,13.04,53.27,46.32
Operation manager,Insurance underwriter,37.1,56.9,0.00,2.50,2.50,1.25,1.22
Postsecondary teacher,Social and community service manager,46.6,71.7,40.00,7.50,8.75,23.75,21.67
Information security analyst,Payroll and timekeeping clerk,19.3,88.2,52.50,34.78,1.59,43.64,42.95
Electrical and electronic engineering technician,Medical appliance technician,11.6,58.9,90.00,55.00,6.25,72.50,67.97
Information security analyst,Executive secretary,19.3,90.0,42.50,41.67,17.19,42.08,34.85
Property assessor,Loan officer,34.2,51.6,2.50,2.56,-2.53,2.53,2.47
Software developer,Insurance sales agent,20.2,54.9,77.50,13.64,11.29,45.57,40.42
Lawyer,Accountant,39.5,57.0,65.00,30.00,0.00,47.50,47.50
Information security analyst,Social and community service manager,19.3,71.7,72.50,0.00,1.25,36.25,35.80
Information security analyst,Public relations specialist,19.3,76.2,60.00,27.50,6.25,43.75,41.02
Software developer,Public relations specialist,20.2,76.2,55.00,60.00,26.25,57.50,42.41
Cook,Baker,39.8,65.5,90.00,80.00,1.25,85.00,83.94
First-line supervisor of retail sales workers,Payroll and timekeeping clerk,44.6,88.2,25.00,17.39,-3.39,21.20,20.48
Postsecondary teacher,Social and human service assistant,46.6,75.3,45.00,7.50,10.00,26.25,23.62
Lawyer,Legal secretary,39.5,96.4,72.50,0.00,13.04,36.25,31.52
First-line supervisor of housekeeping and janitorial workers,Housekeeping cleaner,44.1,88.4,22.73,2.50,0.00,12.61,12.61
Chemical technician,Miscellaneous health technician,35.0,72.7,85.71,33.33,-4.08,59.52,57.09
Property assessor,Social and community service manager,34.2,71.7,12.50,0.00,1.25,6.25,6.17
Mechanical engineer,Biological scientist,10.1,55.0,30.00,100.00,7.79,65.00,59.94
Web developer,Customer service representative,19.4,65.3,62.50,85.71,22.06,74.11,57.76
Web and digital interface designer,Customer service representative,42.7,65.3,75.00,85.71,14.71,80.36,68.54
Computer numerically controlled tool operator,Filling machine operator,7.8,57.3,90.00,15.00,2.50,52.50,51.19
Personal financial advisor,Loan officer,32.6,51.6,35.00,0.00,-11.39,17.50,15.51
First-line supervisor of retail sales workers,Supervisor of personal care and service workers,44.6,65.8,66.67,27.27,2.13,46.97,45.97
Software quality tester,Customer service representative,44.1,65.3,27.50,85.71,7.35,56.61,52.44
Postsecondary teacher,Insurance underwriter,46.6,56.9,50.00,15.00,0.00,32.50,32.50
Web and digital interface designer,Social and community service manager,42.7,71.7,75.00,5.00,10.00,40.00,36.00
Software developer,Insurance underwriter,20.2,56.9,55.00,80.00,22.50,67.50,52.31
Property assessor,Insurance sales agent,34.2,54.9,12.50,0.00,-1.61,6.25,6.15
Software quality tester,Graphic designer,44.1,54.7,35.00,43.24,-11.69,39.12,34.55
Software quality tester,Insurance claims and policy processing clerk,44.1,80.1,12.50,13.16,7.69,12.83,11.84
Chemical technician,Ophthalmic medical technician,35.0,73.7,96.43,63.64,2.56,80.03,77.98
Lawyer,Insurance underwriter,39.5,56.9,55.00,0.00,3.75,27.50,26.47
Web and digital interface designer,Payroll and timekeeping clerk,42.7,88.2,62.50,43.48,9.52,52.99,47.94
Database administrator,Executive secretary,30.8,90.0,20.00,79.17,32.81,49.58,33.31
Lawyer,Loan officer,39.5,51.6,62.50,0.00,0.00,31.25,31.25
Postsecondary teacher,Mental health counselor,46.6,74.6,85.00,0.00,0.00,42.50,42.50
First-line supervisor of retail sales workers,Billing and posting clerk,44.6,91.4,8.33,43.48,1.69,25.91,25.47
First-line supervisor of retail sales workers,Social and human service assistant,44.6,75.3,52.78,10.00,1.32,31.39,30.98
Occupational health and safety specialist,Order clerk,17.9,58.3,55.00,56.25,0.00,55.62,55.62
Occupational health and safety specialist,Insurance sales agent,17.9,54.9,100.00,0.00,0.00,50.00,50.00
First-line supervisor of retail sales workers,Customer service representative,44.6,65.3,2.78,85.71,9.38,44.25,40.10
Cost estimator,Graphic designer,17.7,54.7,47.50,32.43,-10.39,39.97,35.81
Web and digital interface designer,Insurance sales agent,42.7,54.9,82.50,0.00,3.23,41.25,39.92
Personal financial advisor,Insurance underwriter,32.6,56.9,2.50,0.00,1.25,1.25,1.23
Food service manager,Lodging manager,46.7,61.6,87.50,75.00,0.00,81.25,81.25
Software quality tester,Advertising sales agent,44.1,52.7,15.00,3.85,-3.03,9.42,9.14
Software quality tester,Insurance underwriter,44.1,56.9,20.00,72.50,3.75,46.25,44.52
Printing press operator,Filling machine operator,24.7,57.3,97.50,55.00,-5.00,76.25,72.44
Counter and rental clerk,Billing and posting clerk,38.7,91.4,0.00,8.70,-2.56,4.35,4.24
Web developer,Public relations specialist,19.4,76.2,60.00,62.50,25.00,61.25,45.94
Web and digital interface designer,Public relations specialist,42.7,76.2,65.00,30.00,15.00,47.50,40.38
Photographer,Artist,48.5,51.6,75.00,67.50,-1.25,71.25,70.36
Database administrator,Compliance officer,30.8,51.8,2.50,77.50,11.25,40.00,35.50
Chief executive,Executive secretary,30.6,90.0,55.00,8.33,29.69,31.67,22.27
First-line supervisor of retail sales workers,Advertising sales agent,44.6,52.7,50.00,0.00,-12.90,25.00,21.77
Cost estimator,Advertising sales agent,17.7,52.7,7.50,0.00,-3.03,3.75,3.64
Surgeon,Physician assistant,20.0,68.8,0.00,0.00,1.41,0.00,0.00
First-line supervisor of production and operating workers,First-line supervisor of office and administrative support workers,23.5,65.8,96.30,40.74,9.26,68.52,62.17
Web developer,Insurance sales agent,19.4,54.9,72.50,27.27,14.52,49.89,42.64
Cost estimator,Public relations specialist,17.7,76.2,5.00,12.50,5.00,8.75,8.31
Logistician,Compliance officer,38.7,51.8,0.00,72.50,5.00,36.25,34.44
Mechanical engineer,Medical scientist,10.1,51.8,37.50,100.00,6.41,68.75,64.34
Occupational health and safety specialist,Advertising sales agent,17.9,52.7,100.00,3.85,-1.52,51.92,51.14
Property assessor,Lodging manager,34.2,61.6,30.00,42.50,-11.25,36.25,32.17
Software quality tester,Insurance sales agent,44.1,54.9,52.50,9.09,3.23,30.80,29.80
Wastewater treatment system operator,Filling machine operator,7.3,57.3,67.50,90.00,2.50,78.75,76.78
First-line supervisor of housekeeping and janitorial workers,First-line supervisor of food preparation and serving workers,44.1,53.5,4.55,100.00,0.00,52.27,52.27
Computer systems manager,Compliance officer,27.7,51.8,15.00,75.00,15.00,45.00,38.25
Database administrator,File Clerk,30.8,76.0,52.50,24.00,21.54,38.25,30.01
First-line supervisor of retail sales workers,First-line supervisor of food preparation and serving workers,44.6,53.5,72.22,100.00,3.95,86.11,82.71
Database administrator,Billing and posting clerk,30.8,91.4,12.50,56.52,6.35,34.51,32.32
Software quality tester,Payroll and timekeeping clerk,44.1,88.2,17.50,43.48,12.70,30.49,26.62
Property assessor,Executive secretary,34.2,90.0,2.50,70.83,21.88,36.67,28.65
Property assessor,First-line supervisor of office and administrative support workers,34.2,65.8,0.00,29.63,11.94,14.81,13.05
Web developer,Insurance claims and policy processing clerk,19.4,80.1,57.50,23.68,26.92,40.59,29.66
Database administrator,Receptionist,30.8,89.1,65.00,64.29,16.18,64.64,54.19
Personal financial advisor,Mental health counselor,32.6,74.6,100.00,0.00,0.00,50.00,50.00
Cost estimator,Executive secretary,17.7,90.0,2.50,58.33,20.31,30.42,24.24
Cost estimator,Insurance sales agent,17.7,54.9,10.00,0.00,-1.61,5.00,4.92
Cost estimator,Tax preparer,17.7,66.3,7.50,2.70,2.60,5.10,4.97
Cost estimator,Real estate broker,17.7,57.0,0.00,22.50,-6.25,11.25,10.55
Occupational health and safety specialist,Insurance claims and policy processing clerk,17.9,80.1,60.00,26.32,5.13,43.16,40.94
First-line supervisor of retail sales workers,Insurance sales agent,44.6,54.9,58.33,0.00,-1.72,29.17,28.66
Personal financial advisor,Real estate broker,32.6,57.0,70.00,12.50,-1.25,41.25,40.73
Lawyer,Public relations specialist,39.5,76.2,55.00,10.00,10.00,32.50,29.25
Materials engineer,Medical appliance technician,13.5,58.9,5.00,62.50,0.00,33.75,33.75
Database administrator,Legal secretary,30.8,96.4,37.50,37.93,34.78,37.72,24.60
Cost estimator,Loan officer,17.7,51.6,2.50,2.56,-2.53,2.53,2.47
Chemical technician,Pharmacy technician,35.0,79.3,85.71,92.31,7.32,89.01,82.50
Chemical technician,Medical appliance technician,35.0,58.9,100.00,62.50,-4.41,81.25,77.67
Web developer,Receptionist,19.4,89.1,80.00,67.86,19.12,73.93,59.80
Chief executive,Compliance officer,30.6,51.8,32.50,0.00,17.50,16.25,13.41
Counter and rental clerk,File Clerk,38.7,76.0,68.75,68.00,9.76,68.38,61.70
Director,Editor,43.6,56.6,2.50,12.50,-1.25,7.50,7.41
Software quality tester,Loan interviewer,44.1,76.9,42.50,32.00,12.31,37.25,32.67
Occupational health and safety specialist,Medical and health services manager,17.9,71.8,100.00,2.50,1.25,51.25,50.61
Counter and rental clerk,Postal service clerk,38.7,54.1,37.50,73.68,14.29,55.59,47.65
Food service manager,Social and human service assistant,46.7,75.3,90.00,35.00,-2.50,62.50,60.94
Actor,Artist,47.0,51.6,62.50,60.00,16.25,61.25,51.30
Computer systems manager,Executive secretary,27.7,90.0,22.50,79.17,29.69,50.83,35.74
First-line supervisor of production and operating workers,Order clerk,23.5,58.3,81.48,0.00,3.39,40.74,39.36
First-line supervisor of security workers,Compliance officer,22.5,51.8,0.00,32.50,3.75,16.25,15.64
Food service manager,Medical and health services manager,46.7,71.8,87.50,100.00,1.25,93.75,92.58
Personal financial advisor,Tax preparer,32.6,66.3,90.00,8.11,0.00,49.05,49.05
Computer systems manager,Loan officer,27.7,51.6,22.50,48.72,5.06,35.61,33.81
Personal financial advisor,Fundraiser,32.6,74.9,10.00,0.00,-1.25,5.00,4.94
Database administrator,Loan officer,30.8,51.6,30.00,53.85,0.00,41.92,41.92
First-line supervisor of production and operating workers,Filling machine operator,23.5,57.3,37.04,2.50,-1.49,19.77,19.47
Software quality tester,Public relations specialist,44.1,76.2,17.50,42.50,13.75,30.00,25.87
Chemical technician,Medical assistant,35.0,88.8,85.71,85.71,4.08,85.71,82.22
Database administrator,Customer service representative,30.8,65.3,35.00,85.71,19.12,60.36,48.82
Electrical and electronic engineering technician,Insurance claims and policy processing clerk,11.6,80.1,97.50,60.53,11.54,79.01,69.90
Occupational health and safety specialist,Social and human service assistant,17.9,75.3,97.50,0.00,0.00,48.75,48.75
Database administrator,Advertising sales agent,30.8,52.7,32.50,23.08,-3.03,27.79,26.95
Mechanical engineer,Filling machine operator,10.1,57.3,40.00,72.50,5.00,56.25,53.44
Cutting worker,Filling machine operator,31.1,57.3,2.50,82.50,6.25,42.50,39.84
Counter and rental clerk,Customer service representative,38.7,65.3,0.00,89.29,11.36,44.64,39.57
Counter and rental clerk,Cashier,38.7,69.8,12.50,88.89,7.69,50.69,46.79
Emergency medical technician,Veterinary technician,39.4,89.9,77.78,83.33,3.33,80.56,77.87
Computer programmer,Graphic designer,21.5,54.7,62.50,48.65,3.90,55.57,53.41
First-line supervisor of housekeeping and janitorial workers,First-line supervisor of office and administrative support workers,44.1,65.8,9.09,96.30,2.04,52.69,51.62
Computer systems manager,Legal secretary,27.7,96.4,45.00,37.93,39.13,41.47,25.24
Computer support specialist,Receptionist,26.2,89.1,52.50,60.71,17.65,56.61,46.62
Boiler operator,Filling machine operator,7.1,57.3,17.65,92.50,2.70,55.07,53.59
Counter and rental clerk,Receptionist,38.7,89.1,68.75,39.29,36.36,54.02,34.38
Web developer,Loan interviewer,19.4,76.9,70.00,48.00,20.00,59.00,47.20
Dentist,Dental assistant,39.5,92.8,50.00,7.69,25.49,28.85,21.49
Lawyer,Real estate broker,39.5,57.0,70.00,37.50,-3.75,53.75,51.73
Logistician,Loan officer,38.7,51.6,22.50,56.41,-11.39,39.46,34.96
Lawyer,Mental health counselor,39.5,74.6,95.00,2.50,-1.25,48.75,48.14
Database administrator,Insurance claims and policy processing clerk,30.8,80.1,12.50,21.05,7.69,16.78,15.49
Occupational health and safety specialist,Payroll and timekeeping clerk,17.9,88.2,32.50,60.87,0.00,46.68,46.68
Mechanical engineer,Medical appliance technician,10.1,58.9,17.50,70.00,8.75,43.75,39.92
Surgeon,Surgical technologist,20.0,76.9,9.68,0.00,8.11,4.84,4.45
Electrical and electronics engineer,Medical scientist,11.6,51.8,87.88,100.00,-1.41,93.94,92.62
Electrical and electronic engineering technician,Medical and health services manager,11.6,71.8,100.00,95.00,0.00,97.50,97.50
Surgeon,Biological scientist,20.0,55.0,74.19,75.68,4.41,74.93,71.63
Director,Artist,43.6,51.6,47.50,62.50,3.75,55.00,52.94
Occupational health and safety specialist,Customer service representative,17.9,65.3,95.00,85.71,4.41,90.36,86.37
Computer support specialist,Public safety telecommunicator,26.2,78.2,0.00,97.37,5.13,48.68,46.19
Electrical and electronic engineering technician,Payroll and timekeeping clerk,11.6,88.2,100.00,95.65,3.17,97.83,94.72
Logistician,Paralegal,38.7,83.0,20.00,70.00,1.25,45.00,44.44
Postal service mail carrier,Postal service clerk,34.7,54.1,87.50,78.95,9.30,83.22,75.48
Printing press operator,Sewing machine operator,24.7,70.7,85.00,100.00,0.00,92.50,92.50
Web developer,Real estate broker,19.4,57.0,80.00,52.50,6.25,66.25,62.11
Construction manager,Real estate broker,10.6,57.0,97.50,57.50,1.25,77.50,76.53
Cutting worker,Sewing machine operator,31.1,70.7,2.50,100.00,1.25,51.25,50.61
