occtm,occtf,occtm_ratio,occtf_ratio,similarity,occtm_bias,occtf_bias,occtm_acc,occtf_acc,bias,acc,ipss
Sales manager,Administrative services manager,33.1,74.0,90.73,1.91,-1.45,0.00,0.00,1.68,0.00,0.00
Management analyst,Administrative services manager,46.6,74.0,90.68,0.47,-0.56,0.00,0.00,0.52,0.00,0.00
Purchasing manager,Human resources worker,47.7,76.5,90.36,-1.68,0.57,0.00,0.00,-1.12,0.00,0.00
Management analyst,Training and development specialist,46.6,56.7,90.32,-0.11,-0.02,10.00,0.00,-0.05,5.00,5.00
Architectural and engineering manager,Public relations manager,12.8,66.4,90.31,0.12,-0.60,22.50,0.00,0.36,11.25,11.21
Financial and investment analyst,Training and development specialist,43.9,56.7,90.27,1.51,-0.71,0.00,0.00,1.11,0.00,0.00
Facilities manager,Public relations manager,23.4,66.4,90.26,-0.26,0.15,60.00,0.00,-0.21,30.00,29.94
Sales manager,Training and development specialist,33.1,56.7,90.18,0.51,-1.25,0.00,5.00,0.88,2.50,2.48
Financial and investment analyst,Administrative services manager,43.9,74.0,90.16,1.33,-1.07,0.00,0.00,1.20,0.00,0.00
Architectural and engineering manager,Financial manager,12.8,56.2,90.11,-1.08,1.02,15.00,0.00,-1.05,7.50,7.42
Purchasing manager,Marketing specialist,47.7,61.7,90.08,-1.49,1.64,0.00,0.00,-1.57,0.00,0.00
Training and development manager,Financial manager,48.0,56.2,90.06,-1.86,1.82,0.00,17.50,-1.84,8.75,8.59
Sales manager,Advertising sales agent,33.1,52.7,89.99,-0.85,-0.94,7.50,0.00,0.05,3.75,3.75
Management analyst,Accountant,46.6,57.0,89.84,-0.50,0.97,5.00,30.00,-0.74,17.50,17.37
Industrial production manager,Human resources manager,19.1,76.5,89.80,0.27,0.60,25.00,0.00,-0.16,12.50,12.48
Facilities manager,Social and community service manager,23.4,71.7,89.67,0.37,0.10,45.00,0.00,0.13,22.50,22.47
Purchasing manager,Administrative services manager,47.7,74.0,89.51,-0.37,0.70,0.00,0.00,-0.53,0.00,0.00
Industrial production manager,Financial manager,19.1,56.2,89.51,-1.32,1.92,35.00,0.00,-1.62,17.50,17.22
Operation manager,Financial manager,37.1,56.2,89.31,-2.54,1.54,0.00,45.00,-2.04,22.50,22.04
Industrial production manager,Human resources worker,19.1,76.5,89.29,0.43,0.01,37.50,0.00,0.21,18.75,18.71
Sales manager,Insurance sales agent,33.1,54.9,89.13,-0.42,-1.24,0.00,0.00,0.41,0.00,0.00
Architectural and engineering manager,Marketing specialist,12.8,61.7,89.09,0.12,0.33,45.00,0.00,-0.10,22.50,22.48
Postsecondary teacher,Secondary school teacher,46.6,56.9,89.04,0.61,-0.74,27.50,0.00,0.68,13.75,13.66
Facilities manager,Human resources worker,23.4,76.5,88.96,-0.88,0.74,85.00,0.00,-0.81,42.50,42.16
Software developer,Marketing specialist,20.2,61.7,88.94,4.79,-2.27,87.50,0.00,3.53,43.75,42.21
Industrial production manager,Marketing manager,19.1,62.4,88.93,-0.32,1.27,35.00,0.00,-0.80,17.50,17.36
Facilities manager,Training and development specialist,23.4,56.7,88.90,-0.86,0.97,85.00,0.00,-0.92,42.50,42.11
Software developer,Operations research analyst,20.2,55.0,88.88,3.20,-1.74,10.00,7.50,2.47,8.75,8.53
Web and digital interface designer,Marketing specialist,42.7,61.7,88.62,2.80,-1.85,42.50,0.00,2.33,21.25,20.76
Information security analyst,Administrative services manager,19.3,74.0,88.53,0.61,-0.59,2.50,0.00,0.60,1.25,1.24
Industrial production manager,Operations research analyst,19.1,55.0,88.39,0.18,1.96,2.50,0.00,-0.89,1.25,1.24
Facilities manager,Financial manager,23.4,56.2,88.37,-2.89,1.83,52.50,2.50,-2.36,27.50,26.85
Financial and investment analyst,Marketing manager,43.9,62.4,88.36,2.04,-2.07,30.00,0.00,2.05,15.00,14.69
Industrial production manager,Public relations manager,19.1,66.4,88.35,-0.01,-0.08,30.00,0.00,0.04,15.00,14.99
Project management specialist,Public relations specialist,47.3,76.2,88.35,0.31,-0.30,2.50,0.00,0.31,1.25,1.25
Industrial production manager,Administrative services manager,19.1,74.0,88.30,0.31,0.57,2.50,0.00,-0.13,1.25,1.25
Facilities manager,Marketing specialist,23.4,61.7,88.28,-1.08,2.11,82.50,0.00,-1.60,41.25,40.59
Financial and investment analyst,Marketing specialist,43.9,61.7,88.28,1.76,-0.63,47.50,0.00,1.19,23.75,23.47
First-line supervisor of non-retail sales workers,First-line supervisor of office and administrative support workers,35.9,65.8,88.18,1.68,-0.90,0.00,0.00,1.29,0.00,0.00
Operation manager,Marketing manager,37.1,62.4,88.12,-0.72,0.36,10.00,5.00,-0.54,7.50,7.46
Industrial production manager,Training and development specialist,19.1,56.7,88.10,0.96,0.96,12.50,0.00,0.00,6.25,6.25
Purchasing manager,Accountant,47.7,57.0,88.07,-1.97,1.59,2.50,12.50,-1.78,7.50,7.37
Financial and investment analyst,Insurance underwriter,43.9,56.9,88.04,1.33,-1.37,0.00,0.00,1.35,0.00,0.00
Financial and investment analyst,Public relations manager,43.9,66.4,87.91,1.69,-2.08,10.00,0.00,1.88,5.00,4.91
Chemical engineer,Medical scientist,21.6,51.8,87.70,-0.03,1.16,7.50,39.47,-0.60,23.49,23.35
Operation manager,Human resources manager,37.1,76.5,87.61,-0.51,0.79,5.00,2.50,-0.65,3.75,3.73
Architectural and engineering manager,Human resources worker,12.8,76.5,87.58,0.94,-0.70,40.00,0.00,0.82,20.00,19.84
Operation manager,Public relations manager,37.1,66.4,87.47,-0.30,-0.10,5.00,2.50,-0.10,3.75,3.75
Training and development manager,Social and community service manager,48.0,71.7,87.29,0.35,-0.42,0.00,0.00,0.38,0.00,0.00
Financial and investment analyst,Accountant,43.9,57.0,87.27,-0.27,-0.39,7.50,0.00,0.06,3.75,3.75
Financial and investment analyst,Human resources manager,43.9,76.5,87.23,2.17,-2.02,20.00,0.00,2.09,10.00,9.79
Training and development manager,Insurance claims and policy processing clerk,48.0,80.1,87.11,-0.14,-1.21,0.00,0.00,0.53,0.00,0.00
Purchasing manager,Training and development specialist,47.7,56.7,86.71,-2.23,1.24,2.50,0.00,-1.74,1.25,1.23
Web developer,Graphic designer,19.4,54.7,86.62,1.43,-3.56,85.00,35.14,2.50,60.07,58.57
Purchasing manager,Social and community service manager,47.7,71.7,86.53,-0.62,0.06,0.00,2.50,-0.34,1.25,1.25
Chemical engineer,Biological scientist,21.6,55.0,86.36,2.56,-0.60,2.50,2.70,1.58,2.60,2.56
Dentist,Dental hygienist,39.5,95.7,86.25,4.96,-13.17,71.05,100.00,9.07,85.53,77.77
Software quality tester,Operations research analyst,44.1,55.0,86.23,-0.49,0.22,0.00,0.00,-0.35,0.00,0.00
Web and digital interface designer,Graphic designer,42.7,54.7,86.19,0.19,-3.22,25.00,37.84,1.70,31.42,30.88
Information security analyst,Training and development specialist,19.3,56.7,85.97,0.13,-0.80,5.00,0.00,0.47,2.50,2.49
Software developer,Graphic designer,20.2,54.7,85.82,1.35,-1.56,45.00,40.54,1.46,42.77,42.15
Architectural and engineering manager,Social and community service manager,12.8,71.7,85.81,1.35,-0.44,12.50,0.00,0.90,6.25,6.19
Web and digital interface designer,Operations research analyst,42.7,55.0,85.73,2.86,-2.20,0.00,2.50,2.53,1.25,1.22
First-line supervisor of non-retail sales workers,Supervisor of personal care and service workers,35.9,65.8,85.68,0.09,-1.29,0.00,0.00,0.69,0.00,0.00
Lawyer,Paralegal,39.5,83.0,85.66,2.58,-3.55,100.00,50.00,3.07,75.00,72.70
Architectural and engineering manager,Operations research analyst,12.8,55.0,85.62,-0.08,0.36,0.00,0.00,-0.22,0.00,0.00
Operation manager,Social and community service manager,37.1,71.7,85.47,0.06,0.22,0.00,22.50,-0.08,11.25,11.24
Industrial production manager,Social and community service manager,19.1,71.7,85.20,0.94,-0.14,17.50,0.00,0.54,8.75,8.70
First-line supervisor of non-retail sales workers,Human resources worker,35.9,76.5,85.15,-0.18,-0.24,0.00,0.00,0.03,0.00,0.00
Property assessor,Insurance underwriter,34.2,56.9,85.13,-0.40,-0.14,5.00,0.00,-0.13,2.50,2.50
Operation manager,Human resources worker,37.1,76.5,84.98,-0.42,0.25,7.50,0.00,-0.34,3.75,3.74
Computer systems analyst,Operations research analyst,37.8,55.0,84.96,0.39,0.07,0.00,0.00,0.16,0.00,0.00
Building cleaner,Housekeeping cleaner,38.7,88.4,84.95,4.87,-4.52,60.61,45.00,4.69,52.80,50.32
Postsecondary teacher,School psychologist,46.6,87.9,84.73,-0.10,1.07,37.50,0.00,-0.58,18.75,18.64
Industrial production manager,Accountant,19.1,57.0,84.49,0.31,1.72,52.50,0.00,-0.71,26.25,26.06
Food service manager,First-line supervisor of food preparation and serving workers,46.7,53.5,84.49,0.40,-0.81,5.00,5.00,0.61,5.00,4.97
Facilities manager,Social and human service assistant,23.4,75.3,84.45,-0.08,1.09,22.50,0.00,-0.58,11.25,11.18
Chemical technician,Medical scientist,35.0,51.8,84.20,-1.03,2.86,32.14,44.74,-1.94,38.44,37.69
Counter and rental clerk,Order clerk,38.7,58.3,84.14,2.51,0.52,12.50,0.00,0.99,6.25,6.19
Postsecondary teacher,Elementary and middle school teacher,46.6,78.6,83.91,1.62,-2.34,5.00,3.45,1.98,4.22,4.14
Chemical technician,Biological scientist,35.0,55.0,83.89,1.13,0.36,0.00,5.41,0.39,2.70,2.69
Cost estimator,Accountant,17.7,57.0,83.72,0.29,0.58,12.50,37.50,-0.15,25.00,24.96
Postsecondary teacher,Teaching assistant,46.6,79.5,83.68,0.52,1.37,25.00,20.00,-0.43,22.50,22.40
Food service manager,Food preparation worker,46.7,58.7,83.62,0.17,0.40,32.50,27.50,-0.12,30.00,29.96
Operation manager,Accountant,37.1,57.0,83.57,-2.49,1.46,10.00,35.00,-1.98,22.50,22.05
First-line supervisor of non-retail sales workers,Payroll and timekeeping clerk,35.9,88.2,83.54,0.96,-0.62,0.00,0.00,0.79,0.00,0.00
First-line supervisor of non-retail sales workers,Insurance sales agent,35.9,54.9,83.35,-0.06,0.64,0.00,0.00,-0.35,0.00,0.00
Software developer,Advertising sales agent,20.2,52.7,83.02,4.65,0.04,67.50,3.85,2.31,35.67,34.85
First-line supervisor of retail sales workers,First-line supervisor of office and administrative support workers,44.6,65.8,82.90,0.26,-0.79,0.00,0.00,0.52,0.00,0.00
First-line supervisor of non-retail sales workers,Insurance claims and policy processing clerk,35.9,80.1,82.90,0.76,-0.70,0.00,0.00,0.73,0.00,0.00
Cost estimator,Insurance underwriter,17.7,56.9,82.88,0.95,-1.22,22.50,0.00,1.09,11.25,11.13
Materials engineer,Medical scientist,13.5,51.8,82.86,0.42,0.44,7.50,31.58,-0.01,19.54,19.54
First-line supervisor of non-retail sales workers,Social and human service assistant,35.9,75.3,82.81,0.30,0.48,0.00,0.00,-0.09,0.00,0.00
Property assessor,Accountant,34.2,57.0,82.77,-0.93,0.36,5.00,45.00,-0.64,25.00,24.84
Postsecondary teacher,Special education teacher,46.6,86.6,82.74,0.46,0.50,60.00,0.00,-0.02,30.00,29.99
First-line supervisor of retail sales workers,Order clerk,44.6,58.3,82.68,0.61,-1.22,2.78,65.62,0.92,34.20,33.89
Painter,Artist,10.4,51.6,82.54,3.70,-1.35,42.86,32.50,2.52,37.68,36.73
Software developer,Accountant,20.2,57.0,82.50,3.78,0.01,90.00,27.50,1.88,58.75,57.64
Information security analyst,Insurance claims and policy processing clerk,19.3,80.1,82.43,0.32,-1.24,2.50,0.00,0.78,1.25,1.24
Operation manager,Compliance officer,37.1,51.8,82.41,-0.17,0.28,2.50,12.50,-0.23,7.50,7.48
Chemists and materials scientist,Medical scientist,36.0,51.8,82.39,-1.29,2.53,18.75,15.79,-1.91,17.27,16.94
Materials engineer,Biological scientist,13.5,55.0,82.14,1.57,-1.06,2.50,10.81,1.31,6.66,6.57
Web and digital interface designer,Advertising sales agent,42.7,52.7,82.03,2.58,-0.47,42.50,7.69,1.52,25.10,24.71
Web and digital interface designer,Insurance claims and policy processing clerk,42.7,80.1,81.94,2.29,-3.44,20.00,0.00,2.86,10.00,9.71
Property assessor,Tax preparer,34.2,66.3,81.93,-0.60,0.36,35.00,56.76,-0.48,45.88,45.66
Counter and rental clerk,Payroll and timekeeping clerk,38.7,88.2,81.92,-1.22,0.98,18.75,8.70,-1.10,13.72,13.57
First-line supervisor of non-retail sales workers,Advertising sales agent,35.9,52.7,81.85,-0.43,0.61,0.00,0.00,-0.52,0.00,0.00
First-line supervisor of non-retail sales workers,Order clerk,35.9,58.3,81.81,1.04,-1.59,0.00,37.50,1.31,18.75,18.50
Operation manager,Public relations specialist,37.1,76.2,81.53,-0.45,-0.40,0.00,12.50,-0.02,6.25,6.25
Property assessor,Real estate broker,34.2,57.0,81.51,-0.39,0.98,20.00,55.00,-0.69,37.50,37.24
First-line supervisor of non-retail sales workers,Customer service representative,35.9,65.3,81.44,0.86,-2.72,0.00,42.86,1.79,21.43,21.04
Software developer,Insurance claims and policy processing clerk,20.2,80.1,81.32,3.64,-3.50,57.50,0.00,3.57,28.75,27.72
Information security analyst,Insurance underwriter,19.3,56.9,81.21,0.46,-1.20,2.50,0.00,0.83,1.25,1.24
Information security analyst,Accountant,19.3,57.0,81.08,-0.96,0.26,42.50,15.00,-0.61,28.75,28.57
Web developer,Advertising sales agent,19.4,52.7,81.04,5.37,-0.73,82.50,11.54,3.05,47.02,45.59
Postsecondary teacher,Public relations specialist,46.6,76.2,80.98,-0.38,-1.31,42.50,2.50,0.46,22.50,22.40
Computer support specialist,Customer service representative,26.2,65.3,80.93,2.05,-3.88,85.00,39.29,2.96,62.14,60.30
Software developer,Customer service representative,20.2,65.3,80.93,4.93,-6.95,82.50,78.57,5.94,80.54,75.75
Chemists and materials scientist,Biological scientist,36.0,55.0,80.90,0.49,-0.15,0.00,0.00,0.32,0.00,0.00
Surgeon,Medical scientist,20.0,51.8,80.81,1.57,-0.11,93.55,50.00,0.84,71.77,71.17
Operation manager,Insurance underwriter,37.1,56.9,80.69,0.14,-0.01,0.00,0.00,0.07,0.00,0.00
Postsecondary teacher,Social and community service manager,46.6,71.7,80.66,1.04,-1.10,30.00,10.00,1.07,20.00,19.79
Information security analyst,Payroll and timekeeping clerk,19.3,88.2,80.57,0.58,-4.65,15.00,8.70,2.61,11.85,11.54
Electrical and electronic engineering technician,Medical appliance technician,11.6,58.9,80.54,0.60,-1.64,45.00,62.50,1.12,53.75,53.15
Information security analyst,Executive secretary,19.3,90.0,80.53,2.01,-1.30,25.00,33.33,1.66,29.17,28.68
Property assessor,Loan officer,34.2,51.6,80.52,-0.90,1.26,5.00,12.82,-1.08,8.91,8.81
Software developer,Insurance sales agent,20.2,54.9,80.48,4.58,-0.68,75.00,0.00,2.63,37.50,36.51
Lawyer,Accountant,39.5,57.0,80.39,2.78,-0.06,75.00,62.50,1.42,68.75,67.77
Information security analyst,Social and community service manager,19.3,71.7,80.27,0.51,-1.67,20.00,0.00,1.09,10.00,9.89
Information security analyst,Public relations specialist,19.3,76.2,80.07,0.52,-1.11,12.50,0.00,0.81,6.25,6.20
Software developer,Public relations specialist,20.2,76.2,79.88,5.77,-2.49,75.00,10.00,4.13,42.50,40.74
Cook,Baker,39.8,65.5,79.84,-0.69,-2.96,95.00,77.50,1.14,86.25,85.27
First-line supervisor of retail sales workers,Payroll and timekeeping clerk,44.6,88.2,79.77,-0.07,-0.29,8.33,4.35,0.11,6.34,6.33
Postsecondary teacher,Social and human service assistant,46.6,75.3,79.70,-0.11,-0.39,25.00,0.00,0.14,12.50,12.48
Lawyer,Legal secretary,39.5,96.4,79.62,4.63,-6.59,25.00,55.17,5.61,40.09,37.84
First-line supervisor of housekeeping and janitorial workers,Housekeeping cleaner,44.1,88.4,79.57,1.46,-1.19,95.45,0.00,1.33,47.73,47.09
Chemical technician,Miscellaneous health technician,35.0,72.7,79.33,-0.28,-0.51,0.00,0.00,0.11,0.00,0.00
Property assessor,Social and community service manager,34.2,71.7,79.29,1.18,-0.96,7.50,17.50,1.07,12.50,12.37
Mechanical engineer,Biological scientist,10.1,55.0,79.28,3.06,-3.58,35.00,56.76,3.32,45.88,44.36
Web developer,Customer service representative,19.4,65.3,79.26,5.50,-6.62,85.00,89.29,6.06,87.14,81.86
Web and digital interface designer,Customer service representative,42.7,65.3,79.25,3.67,-7.09,65.00,78.57,5.38,71.79,67.92
Computer numerically controlled tool operator,Filling machine operator,7.8,57.3,79.08,1.63,-3.58,47.50,17.50,2.61,32.50,31.65
Personal financial advisor,Loan officer,32.6,51.6,79.02,2.02,-1.44,57.50,5.13,1.73,31.31,30.77
First-line supervisor of retail sales workers,Supervisor of personal care and service workers,44.6,65.8,78.96,0.04,-0.97,0.00,0.00,0.50,0.00,0.00
Software quality tester,Customer service representative,44.1,65.3,78.93,-0.05,-6.33,70.00,75.00,3.14,72.50,70.22
Postsecondary teacher,Insurance underwriter,46.6,56.9,78.78,0.72,-0.50,7.50,0.00,0.61,3.75,3.73
Web and digital interface designer,Social and community service manager,42.7,71.7,78.77,4.98,-2.39,50.00,5.00,3.69,27.50,26.49
Software developer,Insurance underwriter,20.2,56.9,78.63,4.33,-1.24,67.50,0.00,2.78,33.75,32.81
Property assessor,Insurance sales agent,34.2,54.9,78.62,-0.96,0.53,10.00,0.00,-0.75,5.00,4.96
Software quality tester,Graphic designer,44.1,54.7,78.60,-2.23,1.79,10.00,64.86,-2.01,37.43,36.68
Software quality tester,Insurance claims and policy processing clerk,44.1,80.1,78.58,-0.30,-0.89,0.00,0.00,0.29,0.00,0.00
Chemical technician,Ophthalmic medical technician,35.0,73.7,78.53,-1.07,1.84,32.14,18.18,-1.45,25.16,24.80
Lawyer,Insurance underwriter,39.5,56.9,78.48,2.59,-2.00,80.00,0.00,2.30,40.00,39.08
Web and digital interface designer,Payroll and timekeeping clerk,42.7,88.2,78.41,3.62,-4.22,37.50,13.04,3.92,25.27,24.28
Database administrator,Executive secretary,30.8,90.0,78.39,3.67,-1.13,65.00,29.17,2.40,47.08,45.95
Lawyer,Loan officer,39.5,51.6,78.35,0.80,0.31,90.00,28.21,0.24,59.10,58.96
Postsecondary teacher,Mental health counselor,46.6,74.6,78.31,-0.40,0.90,12.50,15.00,-0.65,13.75,13.66
First-line supervisor of retail sales workers,Billing and posting clerk,44.6,91.4,78.25,-0.14,-0.76,0.00,4.35,0.31,2.17,2.17
First-line supervisor of retail sales workers,Social and human service assistant,44.6,75.3,78.13,-0.27,0.53,0.00,0.00,-0.40,0.00,0.00
Occupational health and safety specialist,Order clerk,17.9,58.3,78.11,-1.26,-0.95,17.50,65.62,-0.16,41.56,41.50
Occupational health and safety specialist,Insurance sales agent,17.9,54.9,78.10,-1.29,1.36,50.00,0.00,-1.33,25.00,24.67
First-line supervisor of retail sales workers,Customer service representative,44.6,65.3,78.03,0.04,-2.72,0.00,64.29,1.38,32.14,31.70
Cost estimator,Graphic designer,17.7,54.7,78.03,-0.06,2.22,35.00,81.08,-1.14,58.04,57.38
Web and digital interface designer,Insurance sales agent,42.7,54.9,78.02,3.52,-0.51,50.00,0.00,2.02,25.00,24.50
Personal financial advisor,Insurance underwriter,32.6,56.9,78.01,3.12,-3.07,2.50,0.00,3.10,1.25,1.21
Food service manager,Lodging manager,46.7,61.6,78.00,-2.01,2.76,90.00,0.00,-2.38,45.00,43.93
Software quality tester,Advertising sales agent,44.1,52.7,77.98,-1.65,1.27,12.50,0.00,-1.46,6.25,6.16
Software quality tester,Insurance underwriter,44.1,56.9,77.97,0.15,-0.69,10.00,0.00,0.42,5.00,4.98
Printing press operator,Filling machine operator,24.7,57.3,77.95,2.71,-2.21,35.00,22.50,2.46,28.75,28.04
Counter and rental clerk,Billing and posting clerk,38.7,91.4,77.93,-0.68,0.35,12.50,0.00,-0.51,6.25,6.22
Web developer,Public relations specialist,19.4,76.2,77.89,5.67,-2.65,80.00,12.50,4.16,46.25,44.32
Web and digital interface designer,Public relations specialist,42.7,76.2,77.89,3.48,-2.28,35.00,10.00,2.88,22.50,21.85
Photographer,Artist,48.5,51.6,77.87,0.64,-0.47,85.00,72.50,0.55,78.75,78.32
Database administrator,Compliance officer,30.8,51.8,77.85,2.54,-2.37,92.50,15.00,2.45,53.75,52.43
Chief executive,Executive secretary,30.6,90.0,77.82,4.03,-1.09,35.00,0.00,2.56,17.50,17.05
First-line supervisor of retail sales workers,Advertising sales agent,44.6,52.7,77.77,0.16,0.72,0.00,0.00,-0.28,0.00,0.00
Cost estimator,Advertising sales agent,17.7,52.7,77.74,-0.59,-2.08,42.50,0.00,0.74,21.25,21.09
Surgeon,Physician assistant,20.0,68.8,77.67,0.49,-3.85,67.74,87.50,2.17,77.62,75.94
First-line supervisor of production and operating workers,First-line supervisor of office and administrative support workers,23.5,65.8,77.67,-0.34,-0.44,0.00,0.00,0.05,0.00,0.00
Web developer,Insurance sales agent,19.4,54.9,77.45,4.89,-0.62,80.00,0.00,2.76,40.00,38.90
Cost estimator,Public relations specialist,17.7,76.2,77.43,0.40,-2.16,42.50,10.00,1.28,26.25,25.91
Logistician,Compliance officer,38.7,51.8,77.42,0.78,-1.45,25.00,12.50,1.12,18.75,18.54
Mechanical engineer,Medical scientist,10.1,51.8,77.42,1.94,-2.23,67.50,76.32,2.08,71.91,70.41
Occupational health and safety specialist,Advertising sales agent,17.9,52.7,77.35,-1.47,1.56,45.00,0.00,-1.52,22.50,22.16
Property assessor,Lodging manager,34.2,61.6,77.25,0.01,1.55,5.00,52.50,-0.77,28.75,28.53
Software quality tester,Insurance sales agent,44.1,54.9,77.18,-0.84,1.11,32.50,0.00,-0.97,16.25,16.09
Wastewater treatment system operator,Filling machine operator,7.3,57.3,77.18,0.22,-1.80,0.00,12.50,1.01,6.25,6.19
First-line supervisor of housekeeping and janitorial workers,First-line supervisor of food preparation and serving workers,44.1,53.5,77.16,0.58,-0.66,0.00,82.50,0.62,41.25,40.99
Computer systems manager,Compliance officer,27.7,51.8,77.12,0.85,-0.46,87.50,2.50,0.66,45.00,44.71
Database administrator,File Clerk,30.8,76.0,77.11,1.39,-2.30,95.00,84.00,1.84,89.50,87.85
First-line supervisor of retail sales workers,First-line supervisor of food preparation and serving workers,44.6,53.5,77.10,0.77,-0.39,0.00,55.00,0.58,27.50,27.34
Database administrator,Billing and posting clerk,30.8,91.4,77.03,2.64,-2.54,95.00,26.09,2.59,60.54,58.97
Software quality tester,Payroll and timekeeping clerk,44.1,88.2,76.98,0.12,-2.59,10.00,13.04,1.36,11.52,11.37
Property assessor,Executive secretary,34.2,90.0,76.98,0.65,0.13,2.50,70.83,0.26,36.67,36.57
Property assessor,First-line supervisor of office and administrative support workers,34.2,65.8,76.86,-0.00,-0.52,0.00,85.19,0.26,42.59,42.48
Web developer,Insurance claims and policy processing clerk,19.4,80.1,76.84,3.41,-4.11,72.50,0.00,3.76,36.25,34.89
