occtm,occtf,occtm_ratio,occtf_ratio,occtm_acc,occtf_acc,bias,acc,ipss
Facilities manager,Social and community service manager,23.4,71.7,100.00,90.00,1.25,95.00,93.81
Purchasing manager,Administrative services manager,47.7,74.0,52.50,40.00,0.00,46.25,46.25
Industrial production manager,Financial manager,19.1,56.2,85.00,80.00,5.00,82.50,78.38
Operation manager,Financial manager,37.1,56.2,95.00,100.00,1.25,97.50,96.28
Industrial production manager,Human resources worker,19.1,76.5,80.00,100.00,1.25,90.00,88.88
Sales manager,Insurance sales agent,33.1,54.9,0.00,40.91,1.61,20.45,20.12
Architectural and engineering manager,Marketing specialist,12.8,61.7,62.50,100.00,-2.50,81.25,79.22
Postsecondary teacher,Secondary school teacher,46.6,56.9,97.50,66.67,1.43,82.08,80.91
Facilities manager,Human resources worker,23.4,76.5,87.50,100.00,-1.25,93.75,92.58
Software developer,Marketing specialist,20.2,61.7,100.00,100.00,0.00,100.00,100.00
Industrial production manager,Marketing manager,19.1,62.4,97.50,100.00,0.00,98.75,98.75
Facilities manager,Training and development specialist,23.4,56.7,100.00,100.00,0.00,100.00,100.00
Software developer,Operations research analyst,20.2,55.0,100.00,100.00,0.00,100.00,100.00
Web and digital interface designer,Marketing specialist,42.7,61.7,97.50,100.00,0.00,98.75,98.75
Information security analyst,Administrative services manager,19.3,74.0,0.00,40.00,2.50,20.00,19.50
Industrial production manager,Operations research analyst,19.1,55.0,27.50,37.50,-3.75,32.50,31.28
Facilities manager,Financial manager,23.4,56.2,75.00,92.50,-3.75,83.75,80.61
Financial and investment analyst,Marketing manager,43.9,62.4,100.00,100.00,0.00,100.00,100.00
Industrial production manager,Public relations manager,19.1,66.4,82.50,100.00,-1.25,91.25,90.11
Project management specialist,Public relations specialist,47.3,76.2,100.00,100.00,0.00,100.00,100.00
Industrial production manager,Administrative services manager,19.1,74.0,0.00,32.50,1.25,16.25,16.05
Facilities manager,Marketing specialist,23.4,61.7,100.00,100.00,0.00,100.00,100.00
Financial and investment analyst,Marketing specialist,43.9,61.7,100.00,100.00,0.00,100.00,100.00
First-line supervisor of non-retail sales workers,First-line supervisor of office and administrative support workers,35.9,65.8,0.00,18.52,0.00,9.26,9.26
Operation manager,Marketing manager,37.1,62.4,100.00,100.00,0.00,100.00,100.00
Industrial production manager,Training and development specialist,19.1,56.7,100.00,100.00,0.00,100.00,100.00
Purchasing manager,Accountant,47.7,57.0,25.00,65.00,13.75,45.00,38.81
Financial and investment analyst,Insurance underwriter,43.9,56.9,100.00,92.50,-3.75,96.25,92.64
Financial and investment analyst,Public relations manager,43.9,66.4,95.00,95.00,-6.25,95.00,89.06
Chemical engineer,Medical scientist,21.6,51.8,50.00,60.53,5.13,55.26,52.43
Operation manager,Human resources manager,37.1,76.5,92.50,90.00,-2.50,91.25,88.97
Architectural and engineering manager,Human resources worker,12.8,76.5,50.00,100.00,-2.50,75.00,73.12
Operation manager,Public relations manager,37.1,66.4,80.00,92.50,-1.25,86.25,85.17
Training and development manager,Social and community service manager,48.0,71.7,100.00,100.00,0.00,100.00,100.00
Financial and investment analyst,Accountant,43.9,57.0,92.50,5.00,-3.75,48.75,46.92
Financial and investment analyst,Human resources manager,43.9,76.5,100.00,100.00,0.00,100.00,100.00
Training and development manager,Insurance claims and policy processing clerk,48.0,80.1,100.00,100.00,0.00,100.00,100.00
Purchasing manager,Training and development specialist,47.7,56.7,100.00,100.00,0.00,100.00,100.00
Web developer,Graphic designer,19.4,54.7,90.00,100.00,-5.19,95.00,90.06
Purchasing manager,Social and community service manager,47.7,71.7,100.00,85.00,0.00,92.50,92.50
Chemical engineer,Biological scientist,21.6,55.0,100.00,100.00,0.00,100.00,100.00
Dentist,Dental hygienist,39.5,95.7,65.79,0.00,-4.88,32.89,31.29
Software quality tester,Operations research analyst,44.1,55.0,100.00,25.00,1.25,62.50,61.72
Web and digital interface designer,Graphic designer,42.7,54.7,97.50,100.00,0.00,98.75,98.75
Information security analyst,Training and development specialist,19.3,56.7,100.00,100.00,0.00,100.00,100.00
Software developer,Graphic designer,20.2,54.7,100.00,100.00,0.00,100.00,100.00
Architectural and engineering manager,Social and community service manager,12.8,71.7,90.00,85.00,0.00,87.50,87.50
Web and digital interface designer,Operations research analyst,42.7,55.0,95.00,100.00,-2.50,97.50,95.06
First-line supervisor of non-retail sales workers,Supervisor of personal care and service workers,35.9,65.8,0.00,0.00,0.00,0.00,0.00
Lawyer,Paralegal,39.5,83.0,72.50,90.00,0.00,81.25,81.25
Architectural and engineering manager,Operations research analyst,12.8,55.0,32.50,85.00,-8.75,58.75,53.61
Operation manager,Social and community service manager,37.1,71.7,100.00,90.00,0.00,95.00,95.00
Industrial production manager,Social and community service manager,19.1,71.7,100.00,92.50,-1.25,96.25,95.05
First-line supervisor of non-retail sales workers,Human resources worker,35.9,76.5,0.00,85.00,1.47,42.50,41.88
Property assessor,Insurance underwriter,34.2,56.9,42.50,77.50,-5.00,60.00,57.00
Operation manager,Human resources worker,37.1,76.5,60.00,100.00,3.75,80.00,77.00
Computer systems analyst,Operations research analyst,37.8,55.0,22.50,42.50,-10.00,32.50,29.25
Building cleaner,Housekeeping cleaner,38.7,88.4,100.00,100.00,0.00,100.00,100.00
Postsecondary teacher,School psychologist,46.6,87.9,97.50,59.38,-1.39,78.44,77.35
Industrial production manager,Accountant,19.1,57.0,22.50,50.00,8.75,36.25,33.08
Food service manager,First-line supervisor of food preparation and serving workers,46.7,53.5,100.00,27.50,-1.25,63.75,62.95
Facilities manager,Social and human service assistant,23.4,75.3,27.50,22.50,3.75,25.00,24.06
Chemical technician,Medical scientist,35.0,51.8,85.71,73.68,9.09,79.70,72.45
Counter and rental clerk,Order clerk,38.7,58.3,37.50,90.62,6.25,64.06,60.06
Postsecondary teacher,Elementary and middle school teacher,46.6,78.6,100.00,37.93,0.00,68.97,68.97
Chemical technician,Biological scientist,35.0,55.0,100.00,100.00,0.00,100.00,100.00
Cost estimator,Accountant,17.7,57.0,15.00,85.00,3.75,50.00,48.12
Postsecondary teacher,Teaching assistant,46.6,79.5,52.50,0.00,-5.00,26.25,24.94
Food service manager,Food preparation worker,46.7,58.7,100.00,100.00,0.00,100.00,100.00
Operation manager,Accountant,37.1,57.0,22.50,57.50,13.75,40.00,34.50
First-line supervisor of non-retail sales workers,Payroll and timekeeping clerk,35.9,88.2,0.00,60.87,5.88,30.43,28.64
First-line supervisor of non-retail sales workers,Insurance sales agent,35.9,54.9,0.00,0.00,0.00,0.00,0.00
Software developer,Advertising sales agent,20.2,52.7,100.00,100.00,0.00,100.00,100.00
First-line supervisor of retail sales workers,First-line supervisor of office and administrative support workers,44.6,65.8,0.00,18.52,0.00,9.26,9.26
First-line supervisor of non-retail sales workers,Insurance claims and policy processing clerk,35.9,80.1,0.00,26.32,0.00,13.16,13.16
Cost estimator,Insurance underwriter,17.7,56.9,77.50,65.00,-6.25,71.25,66.80
Materials engineer,Medical scientist,13.5,51.8,27.50,34.21,-2.56,30.86,30.06
First-line supervisor of non-retail sales workers,Social and human service assistant,35.9,75.3,0.00,0.00,0.00,0.00,0.00
Property assessor,Accountant,34.2,57.0,2.50,100.00,6.25,51.25,48.05
Postsecondary teacher,Special education teacher,46.6,86.6,100.00,50.00,0.00,75.00,75.00
First-line supervisor of retail sales workers,Order clerk,44.6,58.3,0.00,59.38,5.88,29.69,27.94
Painter,Artist,10.4,51.6,80.00,65.00,0.00,72.50,72.50
Software developer,Accountant,20.2,57.0,92.50,100.00,-1.25,96.25,95.05
Information security analyst,Insurance claims and policy processing clerk,19.3,80.1,87.50,92.11,7.69,89.80,82.89
Operation manager,Compliance officer,37.1,51.8,90.00,90.00,0.00,90.00,90.00
Chemists and materials scientist,Medical scientist,36.0,51.8,87.50,65.79,1.43,76.64,75.55
Materials engineer,Biological scientist,13.5,55.0,100.00,100.00,0.00,100.00,100.00
Web and digital interface designer,Advertising sales agent,42.7,52.7,67.50,100.00,0.00,83.75,83.75
Web and digital interface designer,Insurance claims and policy processing clerk,42.7,80.1,97.50,100.00,0.00,98.75,98.75
Property assessor,Tax preparer,34.2,66.3,95.00,83.78,0.00,89.39,89.39
Counter and rental clerk,Payroll and timekeeping clerk,38.7,88.2,0.00,65.22,0.00,32.61,32.61
First-line supervisor of non-retail sales workers,Advertising sales agent,35.9,52.7,0.00,3.85,0.00,1.92,1.92
First-line supervisor of non-retail sales workers,Order clerk,35.9,58.3,0.00,31.25,1.67,15.62,15.36
Operation manager,Public relations specialist,37.1,76.2,60.00,40.00,3.75,50.00,48.12
Property assessor,Real estate broker,34.2,57.0,40.00,40.00,1.25,40.00,39.50
First-line supervisor of non-retail sales workers,Customer service representative,35.9,65.3,0.00,3.57,0.00,1.79,1.79
Software developer,Insurance claims and policy processing clerk,20.2,80.1,100.00,100.00,0.00,100.00,100.00
Information security analyst,Insurance underwriter,19.3,56.9,82.50,95.00,2.50,88.75,86.53
Information security analyst,Accountant,19.3,57.0,0.00,60.00,11.25,30.00,26.62
Web developer,Advertising sales agent,19.4,52.7,67.50,100.00,-6.06,83.75,78.67
Postsecondary teacher,Public relations specialist,46.6,76.2,97.50,10.00,0.00,53.75,53.75
Computer support specialist,Customer service representative,26.2,65.3,0.00,64.29,0.00,32.14,32.14
Software developer,Customer service representative,20.2,65.3,100.00,100.00,1.47,100.00,98.53
Chemists and materials scientist,Biological scientist,36.0,55.0,100.00,100.00,0.00,100.00,100.00
Surgeon,Medical scientist,20.0,51.8,25.81,15.79,0.00,20.80,20.80
Operation manager,Insurance underwriter,37.1,56.9,95.00,77.50,-6.25,86.25,80.86
Postsecondary teacher,Social and community service manager,46.6,71.7,100.00,55.00,-2.50,77.50,75.56
Information security analyst,Payroll and timekeeping clerk,19.3,88.2,70.00,82.61,0.00,76.30,76.30
Electrical and electronic engineering technician,Medical appliance technician,11.6,58.9,10.00,7.50,-1.25,8.75,8.64
Information security analyst,Executive secretary,19.3,90.0,0.00,66.67,1.56,33.33,32.81
Property assessor,Loan officer,34.2,51.6,0.00,33.33,0.00,16.67,16.67
Software developer,Insurance sales agent,20.2,54.9,100.00,100.00,0.00,100.00,100.00
Lawyer,Accountant,39.5,57.0,27.50,52.50,6.25,40.00,37.50
Information security analyst,Social and community service manager,19.3,71.7,100.00,80.00,0.00,90.00,90.00
Information security analyst,Public relations specialist,19.3,76.2,82.50,100.00,0.00,91.25,91.25
Software developer,Public relations specialist,20.2,76.2,100.00,100.00,0.00,100.00,100.00
Cook,Baker,39.8,65.5,100.00,100.00,0.00,100.00,100.00
First-line supervisor of retail sales workers,Payroll and timekeeping clerk,44.6,88.2,0.00,82.61,5.08,41.30,39.20
Postsecondary teacher,Social and human service assistant,46.6,75.3,80.00,42.50,3.75,61.25,58.95
Lawyer,Legal secretary,39.5,96.4,45.00,3.45,0.00,24.22,24.22
First-line supervisor of housekeeping and janitorial workers,Housekeeping cleaner,44.1,88.4,9.09,100.00,0.00,54.55,54.55
Chemical technician,Miscellaneous health technician,35.0,72.7,0.00,4.76,2.04,2.38,2.33
Property assessor,Social and community service manager,34.2,71.7,100.00,72.50,-1.25,86.25,85.17
Mechanical engineer,Biological scientist,10.1,55.0,100.00,100.00,0.00,100.00,100.00
Web developer,Customer service representative,19.4,65.3,70.00,92.86,-1.47,81.43,80.23
Web and digital interface designer,Customer service representative,42.7,65.3,47.50,100.00,-2.94,73.75,71.58
Computer numerically controlled tool operator,Filling machine operator,7.8,57.3,0.00,0.00,0.00,0.00,0.00
Personal financial advisor,Loan officer,32.6,51.6,0.00,0.00,0.00,0.00,0.00
First-line supervisor of retail sales workers,Supervisor of personal care and service workers,44.6,65.8,0.00,0.00,0.00,0.00,0.00
Software quality tester,Customer service representative,44.1,65.3,100.00,100.00,0.00,100.00,100.00
Postsecondary teacher,Insurance underwriter,46.6,56.9,17.50,10.00,5.00,13.75,13.06
Web and digital interface designer,Social and community service manager,42.7,71.7,97.50,90.00,-1.25,93.75,92.58
Software developer,Insurance underwriter,20.2,56.9,100.00,100.00,0.00,100.00,100.00
Property assessor,Insurance sales agent,34.2,54.9,2.50,100.00,0.00,51.25,51.25
Software quality tester,Graphic designer,44.1,54.7,100.00,100.00,0.00,100.00,100.00
Software quality tester,Insurance claims and policy processing clerk,44.1,80.1,95.00,92.11,2.56,93.55,91.15
Chemical technician,Ophthalmic medical technician,35.0,73.7,67.86,63.64,-5.13,65.75,62.38
Lawyer,Insurance underwriter,39.5,56.9,97.50,20.00,-1.25,58.75,58.02
Web and digital interface designer,Payroll and timekeeping clerk,42.7,88.2,90.00,91.30,-1.59,90.65,89.21
Database administrator,Executive secretary,30.8,90.0,100.00,83.33,3.12,91.67,88.80
Lawyer,Loan officer,39.5,51.6,45.00,12.82,1.27,28.91,28.54
Postsecondary teacher,Mental health counselor,46.6,74.6,97.50,100.00,0.00,98.75,98.75
First-line supervisor of retail sales workers,Billing and posting clerk,44.6,91.4,19.44,82.61,-1.69,51.03,50.16
First-line supervisor of retail sales workers,Social and human service assistant,44.6,75.3,0.00,0.00,0.00,0.00,0.00
Occupational health and safety specialist,Order clerk,17.9,58.3,2.50,18.75,-1.39,10.62,10.48
Occupational health and safety specialist,Insurance sales agent,17.9,54.9,0.00,0.00,0.00,0.00,0.00
First-line supervisor of retail sales workers,Customer service representative,44.6,65.3,0.00,10.71,0.00,5.36,5.36
Cost estimator,Graphic designer,17.7,54.7,97.50,100.00,3.90,98.75,94.90
Web and digital interface designer,Insurance sales agent,42.7,54.9,77.50,100.00,-3.23,88.75,85.89
Personal financial advisor,Insurance underwriter,32.6,56.9,35.00,45.00,-2.50,40.00,39.00
Food service manager,Lodging manager,46.7,61.6,100.00,97.50,-1.25,98.75,97.52
Software quality tester,Advertising sales agent,44.1,52.7,97.50,100.00,0.00,98.75,98.75
Software quality tester,Insurance underwriter,44.1,56.9,100.00,95.00,-2.50,97.50,95.06
Printing press operator,Filling machine operator,24.7,57.3,0.00,0.00,0.00,0.00,0.00
Counter and rental clerk,Billing and posting clerk,38.7,91.4,75.00,82.61,2.56,78.80,76.78
Web developer,Public relations specialist,19.4,76.2,80.00,100.00,-2.50,90.00,87.75
Web and digital interface designer,Public relations specialist,42.7,76.2,90.00,85.00,-3.75,87.50,84.22
Photographer,Artist,48.5,51.6,100.00,100.00,0.00,100.00,100.00
Database administrator,Compliance officer,30.8,51.8,100.00,97.50,0.00,98.75,98.75
Chief executive,Executive secretary,30.6,90.0,20.00,16.67,1.56,18.33,18.05
First-line supervisor of retail sales workers,Advertising sales agent,44.6,52.7,0.00,3.85,1.61,1.92,1.89
Cost estimator,Advertising sales agent,17.7,52.7,37.50,61.54,-9.09,49.52,45.02
Surgeon,Physician assistant,20.0,68.8,0.00,7.50,4.23,3.75,3.59
First-line supervisor of production and operating workers,First-line supervisor of office and administrative support workers,23.5,65.8,3.70,33.33,1.85,18.52,18.18
Web developer,Insurance sales agent,19.4,54.9,70.00,100.00,-6.45,85.00,79.52
Cost estimator,Public relations specialist,17.7,76.2,87.50,42.50,3.75,65.00,62.56
Logistician,Compliance officer,38.7,51.8,0.00,0.00,0.00,0.00,0.00
Mechanical engineer,Medical scientist,10.1,51.8,70.00,44.74,6.41,57.37,53.69
Occupational health and safety specialist,Advertising sales agent,17.9,52.7,0.00,0.00,0.00,0.00,0.00
Property assessor,Lodging manager,34.2,61.6,100.00,87.50,-1.25,93.75,92.58
Software quality tester,Insurance sales agent,44.1,54.9,100.00,100.00,0.00,100.00,100.00
Wastewater treatment system operator,Filling machine operator,7.3,57.3,0.00,82.50,-1.25,41.25,40.73
First-line supervisor of housekeeping and janitorial workers,First-line supervisor of food preparation and serving workers,44.1,53.5,22.73,17.50,0.00,20.11,20.11
Computer systems manager,Compliance officer,27.7,51.8,82.50,50.00,3.75,66.25,63.77
Database administrator,File Clerk,30.8,76.0,100.00,100.00,0.00,100.00,100.00
First-line supervisor of retail sales workers,First-line supervisor of food preparation and serving workers,44.6,53.5,19.44,0.00,-1.32,9.72,9.59
Database administrator,Billing and posting clerk,30.8,91.4,100.00,100.00,0.00,100.00,100.00
Software quality tester,Payroll and timekeeping clerk,44.1,88.2,100.00,82.61,0.00,91.30,91.30
Property assessor,Executive secretary,34.2,90.0,20.00,16.67,4.69,18.33,17.47
Property assessor,First-line supervisor of office and administrative support workers,34.2,65.8,2.50,29.63,0.00,16.06,16.06
Web developer,Insurance claims and policy processing clerk,19.4,80.1,92.50,100.00,-2.56,96.25,93.78
Database administrator,Receptionist,30.8,89.1,100.00,96.43,0.00,98.21,98.21
Personal financial advisor,Mental health counselor,32.6,74.6,25.00,100.00,0.00,62.50,62.50
Cost estimator,Executive secretary,17.7,90.0,37.50,12.50,4.69,25.00,23.83
Cost estimator,Insurance sales agent,17.7,54.9,12.50,27.27,0.00,19.89,19.89
Cost estimator,Tax preparer,17.7,66.3,97.50,100.00,0.00,98.75,98.75
Cost estimator,Real estate broker,17.7,57.0,100.00,77.50,3.75,88.75,85.42
Occupational health and safety specialist,Insurance claims and policy processing clerk,17.9,80.1,67.50,39.47,1.28,53.49,52.80
First-line supervisor of retail sales workers,Insurance sales agent,44.6,54.9,0.00,9.09,0.00,4.55,4.55
Personal financial advisor,Real estate broker,32.6,57.0,0.00,7.50,-2.50,3.75,3.66
Lawyer,Public relations specialist,39.5,76.2,50.00,2.50,1.25,26.25,25.92
Materials engineer,Medical appliance technician,13.5,58.9,20.00,0.00,-2.50,10.00,9.75
Database administrator,Legal secretary,30.8,96.4,100.00,96.55,-1.45,98.28,96.85
Cost estimator,Loan officer,17.7,51.6,5.00,41.03,-1.27,23.01,22.72
Chemical technician,Pharmacy technician,35.0,79.3,85.71,76.92,2.44,81.32,79.34
Chemical technician,Medical appliance technician,35.0,58.9,75.00,0.00,-5.88,37.50,35.29
Web developer,Receptionist,19.4,89.1,70.00,100.00,-1.47,85.00,83.75
Chief executive,Compliance officer,30.6,51.8,20.00,12.50,-6.25,16.25,15.23
Counter and rental clerk,File Clerk,38.7,76.0,75.00,84.00,4.88,79.50,75.62
Director,Editor,43.6,56.6,57.50,92.50,-8.75,75.00,68.44
Software quality tester,Loan interviewer,44.1,76.9,17.50,0.00,-3.08,8.75,8.48
Occupational health and safety specialist,Medical and health services manager,17.9,71.8,2.50,0.00,-1.25,1.25,1.23
Counter and rental clerk,Postal service clerk,38.7,54.1,18.75,89.47,5.71,54.11,51.02
Food service manager,Social and human service assistant,46.7,75.3,72.50,22.50,3.75,47.50,45.72
Actor,Artist,47.0,51.6,27.50,12.50,3.75,20.00,19.25
Computer systems manager,Executive secretary,27.7,90.0,17.50,45.83,3.12,31.67,30.68
First-line supervisor of production and operating workers,Order clerk,23.5,58.3,0.00,81.25,0.00,40.62,40.62
First-line supervisor of security workers,Compliance officer,22.5,51.8,7.50,50.00,3.75,28.75,27.67
Food service manager,Medical and health services manager,46.7,71.8,100.00,32.50,-1.25,66.25,65.42
Personal financial advisor,Tax preparer,32.6,66.3,30.00,35.14,7.79,32.57,30.03
Computer systems manager,Loan officer,27.7,51.6,42.50,69.23,3.80,55.87,53.74
Personal financial advisor,Fundraiser,32.6,74.9,0.00,0.00,0.00,0.00,0.00
Database administrator,Loan officer,30.8,51.6,100.00,100.00,0.00,100.00,100.00
First-line supervisor of production and operating workers,Filling machine operator,23.5,57.3,0.00,25.00,1.49,12.50,12.31
Software quality tester,Public relations specialist,44.1,76.2,100.00,95.00,1.25,97.50,96.28
Chemical technician,Medical assistant,35.0,88.8,42.86,14.29,-6.12,28.57,26.82
Database administrator,Customer service representative,30.8,65.3,100.00,78.57,0.00,89.29,89.29
Electrical and electronic engineering technician,Insurance claims and policy processing clerk,11.6,80.1,27.50,100.00,5.13,63.75,60.48
Occupational health and safety specialist,Social and human service assistant,17.9,75.3,0.00,0.00,0.00,0.00,0.00
Database administrator,Advertising sales agent,30.8,52.7,100.00,100.00,0.00,100.00,100.00
Mechanical engineer,Filling machine operator,10.1,57.3,77.50,5.00,-2.50,41.25,40.22
Cutting worker,Filling machine operator,31.1,57.3,20.00,2.50,-2.50,11.25,10.97
Counter and rental clerk,Customer service representative,38.7,65.3,12.50,89.29,-6.82,50.89,47.42
Counter and rental clerk,Cashier,38.7,69.8,37.50,5.56,-1.92,21.53,21.11
Emergency medical technician,Veterinary technician,39.4,89.9,0.00,0.00,0.00,0.00,0.00
Computer programmer,Graphic designer,21.5,54.7,100.00,67.57,1.30,83.78,82.70
First-line supervisor of housekeeping and janitorial workers,First-line supervisor of office and administrative support workers,44.1,65.8,4.55,44.44,0.00,24.49,24.49
Computer systems manager,Legal secretary,27.7,96.4,52.50,24.14,-1.45,38.32,37.76
Computer support specialist,Receptionist,26.2,89.1,0.00,32.14,0.00,16.07,16.07
Boiler operator,Filling machine operator,7.1,57.3,94.12,100.00,1.35,97.06,95.75
Counter and rental clerk,Receptionist,38.7,89.1,25.00,53.57,6.82,39.29,36.61
Web developer,Loan interviewer,19.4,76.9,75.00,96.00,-1.54,85.50,84.18
Dentist,Dental assistant,39.5,92.8,5.26,0.00,1.96,2.63,2.58
Lawyer,Real estate broker,39.5,57.0,70.00,25.00,1.25,47.50,46.91
Logistician,Loan officer,38.7,51.6,0.00,0.00,0.00,0.00,0.00
Lawyer,Mental health counselor,39.5,74.6,30.00,97.50,1.25,63.75,62.95
Database administrator,Insurance claims and policy processing clerk,30.8,80.1,100.00,100.00,0.00,100.00,100.00
Occupational health and safety specialist,Payroll and timekeeping clerk,17.9,88.2,0.00,30.43,0.00,15.22,15.22
Mechanical engineer,Medical appliance technician,10.1,58.9,57.50,0.00,2.50,28.75,28.03
Surgeon,Surgical technologist,20.0,76.9,22.58,66.67,-2.70,44.62,43.42
Electrical and electronics engineer,Medical scientist,11.6,51.8,42.42,31.58,2.82,37.00,35.96
Electrical and electronic engineering technician,Medical and health services manager,11.6,71.8,2.50,52.50,-1.25,27.50,27.16
Surgeon,Biological scientist,20.0,55.0,100.00,100.00,0.00,100.00,100.00
Director,Artist,43.6,51.6,77.50,87.50,-6.25,82.50,77.34
Occupational health and safety specialist,Customer service representative,17.9,65.3,0.00,7.14,-1.47,3.57,3.52
Computer support specialist,Public safety telecommunicator,26.2,78.2,2.50,26.32,1.28,14.41,14.22
Electrical and electronic engineering technician,Payroll and timekeeping clerk,11.6,88.2,2.50,100.00,0.00,51.25,51.25
Logistician,Paralegal,38.7,83.0,2.50,0.00,1.25,1.25,1.23
Postal service mail carrier,Postal service clerk,34.7,54.1,4.17,89.47,2.33,46.82,45.73
Printing press operator,Sewing machine operator,24.7,70.7,0.00,0.00,0.00,0.00,0.00
Web developer,Real estate broker,19.4,57.0,90.00,100.00,-5.00,95.00,90.25
Construction manager,Real estate broker,10.6,57.0,100.00,95.00,2.50,97.50,95.06
