occtm,occtf,occtm_ratio,occtf_ratio,similarity,occtm_bias,occtf_bias,occtm_acc,occtf_acc,bias,acc,ipss
Project management specialist,Operations research analyst,47.3,55.0,91.31,-1.22,2.04,40.00,100.00,-1.63,70.00,68.86
Project management specialist,Financial manager,47.3,56.2,91.15,-0.24,5.11,50.00,90.00,-2.67,70.00,68.13
Sales manager,Human resources worker,33.1,76.5,91.09,6.19,-4.99,7.50,100.00,5.59,53.75,50.75
Facilities manager,Marketing manager,23.4,62.4,90.92,9.87,-4.35,50.00,87.50,7.11,68.75,63.86
Facilities manager,Administrative services manager,23.4,74.0,90.81,8.11,-3.99,35.00,97.50,6.05,66.25,62.24
Sales manager,Administrative services manager,33.1,74.0,90.73,3.87,-2.54,27.50,100.00,3.20,63.75,61.71
Management analyst,Administrative services manager,46.6,74.0,90.68,2.96,-3.00,100.00,27.50,2.98,63.75,61.85
Purchasing manager,Human resources worker,47.7,76.5,90.36,7.09,-4.76,5.00,100.00,5.92,52.50,49.39
Management analyst,Training and development specialist,46.6,56.7,90.32,5.87,-3.22,100.00,40.00,4.55,70.00,66.82
Architectural and engineering manager,Public relations manager,12.8,66.4,90.31,10.71,-6.51,80.00,100.00,8.61,90.00,82.25
Financial and investment analyst,Training and development specialist,43.9,56.7,90.27,3.70,-2.53,100.00,60.00,3.11,80.00,77.51
Facilities manager,Public relations manager,23.4,66.4,90.26,10.29,-5.70,57.50,97.50,7.99,77.50,71.30
Sales manager,Training and development specialist,33.1,56.7,90.18,6.41,-1.59,30.00,97.50,4.00,63.75,61.20
Financial and investment analyst,Administrative services manager,43.9,74.0,90.16,3.51,-3.25,100.00,45.00,3.38,72.50,70.05
Architectural and engineering manager,Financial manager,12.8,56.2,90.11,8.35,-0.33,70.00,100.00,4.34,85.00,81.31
Purchasing manager,Marketing specialist,47.7,61.7,90.08,8.67,-5.00,55.00,97.50,6.83,76.25,71.04
Training and development manager,Financial manager,48.0,56.2,90.06,-1.14,6.31,85.00,85.00,-3.72,85.00,81.84
Sales manager,Advertising sales agent,33.1,52.7,89.99,5.22,-4.63,35.00,65.38,4.93,50.19,47.72
Management analyst,Accountant,46.6,57.0,89.84,4.71,-1.18,90.00,80.00,2.95,85.00,82.50
Industrial production manager,Human resources manager,19.1,76.5,89.80,13.03,-3.80,17.50,100.00,8.42,58.75,53.81
Facilities manager,Social and community service manager,23.4,71.7,89.67,10.62,-7.46,92.50,52.50,9.04,72.50,65.95
Purchasing manager,Administrative services manager,47.7,74.0,89.51,3.39,-3.00,12.50,100.00,3.19,56.25,54.45
Industrial production manager,Financial manager,19.1,56.2,89.51,9.30,-0.35,25.00,100.00,4.83,62.50,59.48
Operation manager,Financial manager,37.1,56.2,89.31,3.09,2.30,17.50,100.00,0.39,58.75,58.52
Industrial production manager,Human resources worker,19.1,76.5,89.29,14.17,-4.11,12.50,100.00,9.14,56.25,51.11
Sales manager,Insurance sales agent,33.1,54.9,89.13,2.18,-1.12,55.00,90.91,1.65,72.95,71.75
Architectural and engineering manager,Marketing specialist,12.8,61.7,89.09,12.83,-6.92,77.50,90.00,9.87,83.75,75.48
Postsecondary teacher,Secondary school teacher,46.6,56.9,89.04,3.61,-1.60,85.00,43.33,2.61,64.17,62.49
Facilities manager,Human resources worker,23.4,76.5,88.96,10.92,-4.89,27.50,100.00,7.90,63.75,58.71
Software developer,Marketing specialist,20.2,61.7,88.94,10.26,-8.36,92.50,25.00,9.31,58.75,53.28
Industrial production manager,Marketing manager,19.1,62.4,88.93,13.59,-5.46,42.50,100.00,9.53,71.25,64.46
Facilities manager,Training and development specialist,23.4,56.7,88.90,9.80,-2.75,32.50,95.00,6.28,63.75,59.75
Software developer,Operations research analyst,20.2,55.0,88.88,5.66,0.11,97.50,80.00,2.77,88.75,86.29
Web and digital interface designer,Marketing specialist,42.7,61.7,88.62,3.90,-2.22,100.00,5.00,3.06,52.50,50.89
Information security analyst,Administrative services manager,19.3,74.0,88.53,4.91,-3.64,97.50,87.50,4.28,92.50,88.54
Industrial production manager,Operations research analyst,19.1,55.0,88.39,8.37,-0.98,10.00,100.00,4.68,55.00,52.43
Facilities manager,Financial manager,23.4,56.2,88.37,6.63,1.81,47.50,92.50,2.41,70.00,68.31
Financial and investment analyst,Marketing manager,43.9,62.4,88.36,4.60,-4.01,100.00,12.50,4.31,56.25,53.83
Industrial production manager,Public relations manager,19.1,66.4,88.35,15.15,-4.91,47.50,100.00,10.03,73.75,66.35
Project management specialist,Public relations specialist,47.3,76.2,88.35,7.16,-2.72,85.00,90.00,4.94,87.50,83.18
Industrial production manager,Administrative services manager,19.1,74.0,88.30,11.56,-2.85,27.50,100.00,7.21,63.75,59.16
Facilities manager,Marketing specialist,23.4,61.7,88.28,11.45,-4.99,50.00,77.50,8.22,63.75,58.51
Financial and investment analyst,Marketing specialist,43.9,61.7,88.28,4.78,-5.42,100.00,30.00,5.10,65.00,61.69
First-line supervisor of non-retail sales workers,First-line supervisor of office and administrative support workers,35.9,65.8,88.18,2.43,0.26,42.86,100.00,1.09,71.43,70.65
Operation manager,Marketing manager,37.1,62.4,88.12,7.74,-2.93,42.50,97.50,5.34,70.00,66.26
Industrial production manager,Training and development specialist,19.1,56.7,88.10,12.87,-3.75,17.50,100.00,8.31,58.75,53.87
Purchasing manager,Accountant,47.7,57.0,88.07,3.90,-0.69,2.50,100.00,2.30,51.25,50.07
Financial and investment analyst,Insurance underwriter,43.9,56.9,88.04,2.50,0.20,100.00,17.50,1.15,58.75,58.08
Financial and investment analyst,Public relations manager,43.9,66.4,87.91,4.67,-6.17,97.50,15.00,5.42,56.25,53.20
Chemical engineer,Medical scientist,21.6,51.8,87.70,1.83,0.39,22.50,100.00,0.72,61.25,60.81
Operation manager,Human resources manager,37.1,76.5,87.61,7.69,-3.59,15.00,100.00,5.64,57.50,54.26
Architectural and engineering manager,Human resources worker,12.8,76.5,87.58,13.19,-5.65,72.50,100.00,9.42,86.25,78.13
Operation manager,Public relations manager,37.1,66.4,87.47,10.65,-3.31,55.00,100.00,6.98,77.50,72.09
Training and development manager,Social and community service manager,48.0,71.7,87.29,3.78,-2.03,100.00,17.50,2.91,58.75,57.04
Financial and investment analyst,Accountant,43.9,57.0,87.27,4.52,-2.66,95.00,67.50,3.59,81.25,78.33
Financial and investment analyst,Human resources manager,43.9,76.5,87.23,5.49,-3.64,92.50,62.50,4.56,77.50,73.96
Training and development manager,Insurance claims and policy processing clerk,48.0,80.1,87.11,5.20,-2.11,82.50,81.58,3.65,82.04,79.04
Purchasing manager,Training and development specialist,47.7,56.7,86.71,7.07,-2.25,40.00,100.00,4.66,70.00,66.74
Web developer,Graphic designer,19.4,54.7,86.62,5.45,-1.90,57.50,81.08,3.67,69.29,66.74
Purchasing manager,Social and community service manager,47.7,71.7,86.53,8.29,-6.33,92.50,57.50,7.31,75.00,69.52
Chemical engineer,Biological scientist,21.6,55.0,86.36,5.03,-1.58,67.50,89.19,3.31,78.34,75.75
Dentist,Dental hygienist,39.5,95.7,86.25,15.92,-13.65,52.63,100.00,14.78,76.32,65.03
Software quality tester,Operations research analyst,44.1,55.0,86.23,-2.71,3.99,70.00,97.50,-3.35,83.75,80.94
Web and digital interface designer,Graphic designer,42.7,54.7,86.19,3.49,-1.62,90.00,56.76,2.55,73.38,71.51
Information security analyst,Training and development specialist,19.3,56.7,85.97,6.47,-3.66,95.00,95.00,5.06,95.00,90.19
Software developer,Graphic designer,20.2,54.7,85.82,9.91,-6.83,82.50,83.78,8.37,83.14,76.18
Architectural and engineering manager,Social and community service manager,12.8,71.7,85.81,8.62,-8.50,97.50,77.50,8.56,87.50,80.01
Web and digital interface designer,Operations research analyst,42.7,55.0,85.73,0.07,4.52,100.00,92.50,-2.23,96.25,94.11
First-line supervisor of non-retail sales workers,Supervisor of personal care and service workers,35.9,65.8,85.68,3.58,-0.64,100.00,0.00,2.11,50.00,48.94
Lawyer,Paralegal,39.5,83.0,85.66,12.37,-9.35,52.50,60.00,10.86,56.25,50.14
Architectural and engineering manager,Operations research analyst,12.8,55.0,85.62,9.13,-1.00,70.00,97.50,5.07,83.75,79.51
Operation manager,Social and community service manager,37.1,71.7,85.47,9.98,-5.42,80.00,72.50,7.70,76.25,70.38
Industrial production manager,Social and community service manager,19.1,71.7,85.20,16.20,-8.45,65.00,95.00,12.32,80.00,70.14
First-line supervisor of non-retail sales workers,Human resources worker,35.9,76.5,85.15,5.55,-1.95,10.71,100.00,3.75,55.36,53.28
Property assessor,Insurance underwriter,34.2,56.9,85.13,3.09,1.58,52.50,100.00,0.75,76.25,75.68
Operation manager,Human resources worker,37.1,76.5,84.98,9.27,-3.81,12.50,100.00,6.54,56.25,52.57
Computer systems analyst,Operations research analyst,37.8,55.0,84.96,1.88,-1.78,100.00,72.50,1.83,86.25,84.67
Building cleaner,Housekeeping cleaner,38.7,88.4,84.95,3.08,-2.76,90.91,90.00,2.92,90.45,87.81
Postsecondary teacher,School psychologist,46.6,87.9,84.73,3.66,0.13,100.00,3.12,1.76,51.56,50.65
Industrial production manager,Accountant,19.1,57.0,84.49,11.82,-1.41,20.00,100.00,6.61,60.00,56.03
Food service manager,First-line supervisor of food preparation and serving workers,46.7,53.5,84.49,3.99,-1.79,70.00,40.00,2.89,55.00,53.41
Facilities manager,Social and human service assistant,23.4,75.3,84.45,12.15,-10.36,70.00,87.50,11.26,78.75,69.88
Chemical technician,Medical scientist,35.0,51.8,84.20,-0.31,3.82,7.14,97.37,-2.07,52.26,51.18
Counter and rental clerk,Order clerk,38.7,58.3,84.14,-1.76,-0.32,0.00,100.00,-0.72,50.00,49.64
Postsecondary teacher,Elementary and middle school teacher,46.6,78.6,83.91,6.53,-3.03,92.50,79.31,4.78,85.91,81.80
Chemical technician,Biological scientist,35.0,55.0,83.89,1.53,1.34,46.43,89.19,0.09,67.81,67.75
Cost estimator,Accountant,17.7,57.0,83.72,4.54,-1.02,47.50,100.00,2.78,73.75,71.70
Postsecondary teacher,Teaching assistant,46.6,79.5,83.68,8.13,-3.27,97.50,80.00,5.70,88.75,83.69
Food service manager,Food preparation worker,46.7,58.7,83.62,8.13,-3.09,50.00,100.00,5.61,75.00,70.79
Operation manager,Accountant,37.1,57.0,83.57,7.09,1.95,20.00,100.00,2.57,60.00,58.46
First-line supervisor of non-retail sales workers,Payroll and timekeeping clerk,35.9,88.2,83.54,7.52,-2.42,92.86,100.00,4.97,96.43,91.64
First-line supervisor of non-retail sales workers,Insurance sales agent,35.9,54.9,83.35,0.64,1.01,32.14,86.36,-0.19,59.25,59.14
Software developer,Advertising sales agent,20.2,52.7,83.02,6.31,-4.97,97.50,42.31,5.64,69.90,65.96
First-line supervisor of retail sales workers,First-line supervisor of office and administrative support workers,44.6,65.8,82.90,3.96,1.30,77.78,100.00,1.33,88.89,87.70
First-line supervisor of non-retail sales workers,Insurance claims and policy processing clerk,35.9,80.1,82.90,5.78,-3.75,50.00,97.37,4.77,73.68,70.17
Cost estimator,Insurance underwriter,17.7,56.9,82.88,3.83,1.80,72.50,92.50,1.01,82.50,81.66
Materials engineer,Medical scientist,13.5,51.8,82.86,4.71,-0.02,42.50,100.00,2.36,71.25,69.57
First-line supervisor of non-retail sales workers,Social and human service assistant,35.9,75.3,82.81,9.48,-5.42,57.14,92.50,7.45,74.82,69.25
Property assessor,Accountant,34.2,57.0,82.77,2.70,-0.39,17.50,97.50,1.54,57.50,56.61
Postsecondary teacher,Special education teacher,46.6,86.6,82.74,4.87,-1.29,100.00,21.88,3.08,60.94,59.06
First-line supervisor of retail sales workers,Order clerk,44.6,58.3,82.68,3.31,-1.22,0.00,100.00,2.27,50.00,48.87
Painter,Artist,10.4,51.6,82.54,-0.61,-1.42,34.29,75.00,0.41,54.64,54.42
Software developer,Accountant,20.2,57.0,82.50,8.51,-2.78,97.50,87.50,5.64,92.50,87.28
Information security analyst,Insurance claims and policy processing clerk,19.3,80.1,82.43,6.66,-5.46,97.50,68.42,6.06,82.96,77.93
Operation manager,Compliance officer,37.1,51.8,82.41,5.05,0.08,50.00,100.00,2.49,75.00,73.13
Chemists and materials scientist,Medical scientist,36.0,51.8,82.39,5.01,-1.49,37.50,100.00,3.25,68.75,66.52
Materials engineer,Biological scientist,13.5,55.0,82.14,6.94,-1.66,80.00,94.59,4.30,87.30,83.54
Web and digital interface designer,Advertising sales agent,42.7,52.7,82.03,1.13,0.74,97.50,38.46,0.20,67.98,67.85
Web and digital interface designer,Insurance claims and policy processing clerk,42.7,80.1,81.94,1.53,-2.70,100.00,47.37,2.12,73.68,72.12
Property assessor,Tax preparer,34.2,66.3,81.93,4.52,-1.10,20.00,97.30,2.81,58.65,57.00
Counter and rental clerk,Payroll and timekeeping clerk,38.7,88.2,81.92,-0.71,-0.74,87.50,95.65,0.01,91.58,91.56
First-line supervisor of non-retail sales workers,Advertising sales agent,35.9,52.7,81.85,2.99,0.29,46.43,100.00,1.35,73.21,72.23
First-line supervisor of non-retail sales workers,Order clerk,35.9,58.3,81.81,4.52,-1.53,14.29,100.00,3.02,57.14,55.42
Operation manager,Public relations specialist,37.1,76.2,81.53,12.61,-3.43,52.50,100.00,8.02,76.25,70.14
Property assessor,Real estate broker,34.2,57.0,81.51,3.88,1.90,67.50,100.00,0.99,83.75,82.92
First-line supervisor of non-retail sales workers,Customer service representative,35.9,65.3,81.44,6.97,-1.09,14.29,100.00,4.03,57.14,54.84
Software developer,Insurance claims and policy processing clerk,20.2,80.1,81.32,8.33,-5.80,95.00,47.37,7.06,71.18,66.16
Information security analyst,Insurance underwriter,19.3,56.9,81.21,4.59,0.06,100.00,87.50,2.26,93.75,91.63
Information security analyst,Accountant,19.3,57.0,81.08,6.65,-2.44,95.00,95.00,4.55,95.00,90.68
Web developer,Advertising sales agent,19.4,52.7,81.04,2.75,-0.78,97.50,34.62,1.76,66.06,64.89
Postsecondary teacher,Public relations specialist,46.6,76.2,80.98,5.59,-2.68,100.00,50.00,4.13,75.00,71.90
Computer support specialist,Customer service representative,26.2,65.3,80.93,9.56,-6.28,85.00,53.57,7.92,69.29,63.80
Software developer,Customer service representative,20.2,65.3,80.93,12.13,-2.94,85.00,60.71,7.53,72.86,67.37
Chemists and materials scientist,Biological scientist,36.0,55.0,80.90,6.62,-4.10,75.00,97.30,5.36,86.15,81.53
Surgeon,Medical scientist,20.0,51.8,80.81,9.70,-0.56,61.29,100.00,5.13,80.65,76.51
Operation manager,Insurance underwriter,37.1,56.9,80.69,4.87,2.28,22.50,100.00,1.29,61.25,60.46
Postsecondary teacher,Social and community service manager,46.6,71.7,80.66,4.12,-3.04,100.00,10.00,3.58,55.00,53.03
Information security analyst,Payroll and timekeeping clerk,19.3,88.2,80.57,5.95,-4.94,100.00,73.91,5.44,86.96,82.22
Electrical and electronic engineering technician,Medical appliance technician,11.6,58.9,80.54,2.26,-1.69,100.00,30.00,1.98,65.00,63.71
Information security analyst,Executive secretary,19.3,90.0,80.53,13.03,-11.20,77.50,95.83,12.12,86.67,76.17
Property assessor,Loan officer,34.2,51.6,80.52,0.99,2.72,45.00,64.10,-0.87,54.55,54.08
Software developer,Insurance sales agent,20.2,54.9,80.48,5.77,-0.61,97.50,59.09,3.19,78.30,75.80
Lawyer,Accountant,39.5,57.0,80.39,4.53,-1.89,92.50,62.50,3.21,77.50,75.01
Information security analyst,Social and community service manager,19.3,71.7,80.27,5.12,-7.61,100.00,32.50,6.36,66.25,62.04
Information security analyst,Public relations specialist,19.3,76.2,80.07,8.14,-7.56,100.00,80.00,7.85,90.00,82.93
Software developer,Public relations specialist,20.2,76.2,79.88,10.46,-7.49,95.00,52.50,8.97,73.75,67.13
Cook,Baker,39.8,65.5,79.84,-0.79,1.55,97.50,95.00,-1.17,96.25,95.13
First-line supervisor of retail sales workers,Payroll and timekeeping clerk,44.6,88.2,79.77,6.06,-1.48,86.11,100.00,3.77,93.06,89.55
Postsecondary teacher,Social and human service assistant,46.6,75.3,79.70,6.99,-5.86,100.00,42.50,6.42,71.25,66.67
Lawyer,Legal secretary,39.5,96.4,79.62,16.70,-24.26,52.50,62.07,20.48,57.28,45.55
First-line supervisor of housekeeping and janitorial workers,Housekeeping cleaner,44.1,88.4,79.57,3.62,-0.87,40.91,97.50,2.24,69.20,67.65
Chemical technician,Miscellaneous health technician,35.0,72.7,79.33,2.50,-1.99,96.43,80.95,2.25,88.69,86.70
Property assessor,Social and community service manager,34.2,71.7,79.29,7.87,-4.38,92.50,32.50,6.13,62.50,58.67
Mechanical engineer,Biological scientist,10.1,55.0,79.28,9.17,-2.72,95.00,91.89,5.94,93.45,87.89
Web developer,Customer service representative,19.4,65.3,79.26,5.54,-1.68,80.00,60.71,3.61,70.36,67.82
Web and digital interface designer,Customer service representative,42.7,65.3,79.25,3.01,-1.40,97.50,60.71,2.21,79.11,77.36
Computer numerically controlled tool operator,Filling machine operator,7.8,57.3,79.08,4.55,-0.59,97.50,70.00,2.57,83.75,81.60
Personal financial advisor,Loan officer,32.6,51.6,79.02,-1.24,6.47,100.00,20.51,-3.85,60.26,57.93
First-line supervisor of retail sales workers,Supervisor of personal care and service workers,44.6,65.8,78.96,3.75,-0.37,100.00,9.09,2.06,54.55,53.42
Software quality tester,Customer service representative,44.1,65.3,78.93,6.10,-0.32,50.00,71.43,3.21,60.71,58.77
Postsecondary teacher,Insurance underwriter,46.6,56.9,78.78,1.02,3.27,97.50,77.50,-1.13,87.50,86.51
Web and digital interface designer,Social and community service manager,42.7,71.7,78.77,2.10,-2.34,100.00,32.50,2.22,66.25,64.78
Software developer,Insurance underwriter,20.2,56.9,78.63,5.94,0.44,97.50,82.50,2.75,90.00,87.53
Property assessor,Insurance sales agent,34.2,54.9,78.62,4.84,3.29,87.50,81.82,0.78,84.66,84.00
Software quality tester,Graphic designer,44.1,54.7,78.60,2.37,0.93,50.00,100.00,0.72,75.00,74.46
Software quality tester,Insurance claims and policy processing clerk,44.1,80.1,78.58,4.03,-2.53,97.50,50.00,3.28,73.75,71.33
Chemical technician,Ophthalmic medical technician,35.0,73.7,78.53,1.68,-4.03,100.00,100.00,2.85,100.00,97.15
Lawyer,Insurance underwriter,39.5,56.9,78.48,2.98,-1.38,92.50,12.50,2.18,52.50,51.35
Web and digital interface designer,Payroll and timekeeping clerk,42.7,88.2,78.41,1.48,-1.22,100.00,60.87,1.35,80.43,79.35
Database administrator,Executive secretary,30.8,90.0,78.39,13.15,-9.08,65.00,95.83,11.12,80.42,71.48
Lawyer,Loan officer,39.5,51.6,78.35,2.19,1.34,92.50,12.82,0.42,52.66,52.44
Postsecondary teacher,Mental health counselor,46.6,74.6,78.31,6.19,-0.97,100.00,25.00,3.58,62.50,60.26
First-line supervisor of retail sales workers,Billing and posting clerk,44.6,91.4,78.25,5.14,-0.81,63.89,100.00,2.97,81.94,79.51
First-line supervisor of retail sales workers,Social and human service assistant,44.6,75.3,78.13,8.01,-4.19,94.44,92.50,6.10,93.47,87.77
Occupational health and safety specialist,Order clerk,17.9,58.3,78.11,6.15,0.10,57.50,100.00,3.02,78.75,76.37
Occupational health and safety specialist,Insurance sales agent,17.9,54.9,78.10,3.66,4.09,90.00,86.36,-0.21,88.18,87.99
First-line supervisor of retail sales workers,Customer service representative,44.6,65.3,78.03,6.23,-0.66,2.78,100.00,3.45,51.39,49.62
Cost estimator,Graphic designer,17.7,54.7,78.03,7.39,-0.37,67.50,100.00,3.88,83.75,80.50
Web and digital interface designer,Insurance sales agent,42.7,54.9,78.02,0.65,5.41,100.00,50.00,-2.38,75.00,73.21
Personal financial advisor,Insurance underwriter,32.6,56.9,78.01,2.19,3.45,100.00,37.50,-0.63,68.75,68.32
Food service manager,Lodging manager,46.7,61.6,78.00,2.20,4.90,100.00,92.50,-1.35,96.25,94.95
Software quality tester,Advertising sales agent,44.1,52.7,77.98,1.78,3.37,97.50,84.62,-0.80,91.06,90.33
Software quality tester,Insurance underwriter,44.1,56.9,77.97,-0.07,5.09,87.50,95.00,-2.58,91.25,88.90
Printing press operator,Filling machine operator,24.7,57.3,77.95,1.24,3.32,95.00,97.50,-1.04,96.25,95.25
Counter and rental clerk,Billing and posting clerk,38.7,91.4,77.93,-2.04,-0.54,75.00,100.00,-0.75,87.50,86.84
Web developer,Public relations specialist,19.4,76.2,77.89,7.05,-2.33,97.50,32.50,4.69,65.00,61.95
Web and digital interface designer,Public relations specialist,42.7,76.2,77.89,3.72,-1.39,100.00,35.00,2.55,67.50,65.78
Photographer,Artist,48.5,51.6,77.87,2.51,-1.34,72.50,90.00,1.93,81.25,79.69
Database administrator,Compliance officer,30.8,51.8,77.85,3.18,0.71,97.50,57.50,1.24,77.50,76.54
Chief executive,Executive secretary,30.6,90.0,77.82,19.48,-12.10,47.50,100.00,15.79,73.75,62.10
First-line supervisor of retail sales workers,Advertising sales agent,44.6,52.7,77.77,2.30,1.39,63.89,100.00,0.45,81.94,81.57
Cost estimator,Advertising sales agent,17.7,52.7,77.74,4.43,-0.75,100.00,57.69,2.59,78.85,76.80
Surgeon,Physician assistant,20.0,68.8,77.67,7.68,-2.24,6.45,100.00,4.96,53.23,50.59
First-line supervisor of production and operating workers,First-line supervisor of office and administrative support workers,23.5,65.8,77.67,9.55,-2.43,100.00,100.00,5.99,100.00,94.01
Web developer,Insurance sales agent,19.4,54.9,77.45,2.05,3.54,95.00,54.55,-0.75,74.77,74.21
Cost estimator,Public relations specialist,17.7,76.2,77.43,8.32,-3.72,85.00,90.00,6.02,87.50,82.23
Logistician,Compliance officer,38.7,51.8,77.42,4.99,-0.46,35.00,97.50,2.73,66.25,64.44
Mechanical engineer,Medical scientist,10.1,51.8,77.42,9.61,-2.05,87.50,100.00,5.83,93.75,88.29
Occupational health and safety specialist,Advertising sales agent,17.9,52.7,77.35,3.98,2.59,85.00,100.00,0.69,92.50,91.86
Property assessor,Lodging manager,34.2,61.6,77.25,4.69,1.43,100.00,77.50,1.63,88.75,87.30
Software quality tester,Insurance sales agent,44.1,54.9,77.18,1.54,6.85,95.00,63.64,-2.65,79.32,77.21
Wastewater treatment system operator,Filling machine operator,7.3,57.3,77.18,0.25,4.93,97.50,100.00,-2.34,98.75,96.44
First-line supervisor of housekeeping and janitorial workers,First-line supervisor of food preparation and serving workers,44.1,53.5,77.16,0.98,3.04,77.27,100.00,-1.03,88.64,87.72
Computer systems manager,Compliance officer,27.7,51.8,77.12,8.55,-4.05,97.50,60.00,6.30,78.75,73.79
Database administrator,File Clerk,30.8,76.0,77.11,4.65,0.14,95.00,92.00,2.26,93.50,91.39
First-line supervisor of retail sales workers,First-line supervisor of food preparation and serving workers,44.6,53.5,77.10,3.59,3.34,100.00,97.50,0.13,98.75,98.62
Database administrator,Billing and posting clerk,30.8,91.4,77.03,4.02,-2.32,97.50,65.22,3.17,81.36,78.78
Software quality tester,Payroll and timekeeping clerk,44.1,88.2,76.98,4.73,-1.24,97.50,52.17,2.99,74.84,72.60
Property assessor,Executive secretary,34.2,90.0,76.98,13.05,-8.00,10.00,91.67,10.52,50.83,45.48
Property assessor,First-line supervisor of office and administrative support workers,34.2,65.8,76.86,6.76,-2.70,80.00,88.89,4.73,84.44,80.45
Web developer,Insurance claims and policy processing clerk,19.4,80.1,76.84,4.23,-3.38,95.00,55.26,3.80,75.13,72.27
Database administrator,Receptionist,30.8,89.1,76.82,8.37,-8.36,95.00,78.57,8.36,86.79,79.53
Personal financial advisor,Mental health counselor,32.6,74.6,76.77,5.63,-2.74,97.50,35.00,4.18,66.25,63.48
