occtm,occtf,occtm_ratio,occtf_ratio,similarity,occtm_bias,occtf_bias,occtm_acc,occtf_acc,bias,acc,ipss
Software developer,Marketing specialist,20.2,61.7,88.94,8.71,-12.95,100.00,40.00,10.83,70.00,62.42
Industrial production manager,Marketing manager,19.1,62.4,88.93,5.82,-5.84,92.50,80.00,5.83,86.25,81.22
Facilities manager,Training and development specialist,23.4,56.7,88.90,1.57,-4.40,77.50,42.50,2.99,60.00,58.21
Software developer,Operations research analyst,20.2,55.0,88.88,6.33,-9.39,82.50,20.00,7.86,51.25,47.22
Web and digital interface designer,Marketing specialist,42.7,61.7,88.62,2.05,-8.23,100.00,17.50,5.14,58.75,55.73
Information security analyst,Administrative services manager,19.3,74.0,88.53,1.16,-5.88,37.50,97.50,3.52,67.50,65.12
Industrial production manager,Operations research analyst,19.1,55.0,88.39,4.77,-3.78,57.50,90.00,4.28,73.75,70.60
Facilities manager,Financial manager,23.4,56.2,88.37,-1.90,0.74,47.50,90.00,-1.32,68.75,67.84
Financial and investment analyst,Marketing manager,43.9,62.4,88.36,3.02,-5.09,95.00,52.50,4.06,73.75,70.76
Industrial production manager,Public relations manager,19.1,66.4,88.35,6.20,-9.67,100.00,52.50,7.94,76.25,70.20
Project management specialist,Public relations specialist,47.3,76.2,88.35,3.77,-4.74,100.00,37.50,4.26,68.75,65.82
Industrial production manager,Administrative services manager,19.1,74.0,88.30,5.41,-4.83,35.00,100.00,5.12,67.50,64.04
Facilities manager,Marketing specialist,23.4,61.7,88.28,3.50,-4.43,92.50,57.50,3.96,75.00,72.03
Financial and investment analyst,Marketing specialist,43.9,61.7,88.28,6.61,-6.65,97.50,47.50,6.63,72.50,67.69
First-line supervisor of non-retail sales workers,First-line supervisor of office and administrative support workers,35.9,65.8,88.18,2.74,-2.01,3.57,70.37,2.38,36.97,36.09
Operation manager,Marketing manager,37.1,62.4,88.12,0.41,-2.33,80.00,20.00,1.37,50.00,49.32
Industrial production manager,Training and development specialist,19.1,56.7,88.10,9.39,-8.24,85.00,60.00,8.82,72.50,66.11
Purchasing manager,Accountant,47.7,57.0,88.07,-1.03,1.54,2.50,100.00,-1.29,51.25,50.59
Financial and investment analyst,Insurance underwriter,43.9,56.9,88.04,3.15,-5.29,100.00,12.50,4.22,56.25,53.87
Financial and investment analyst,Public relations manager,43.9,66.4,87.91,3.68,-9.06,97.50,15.00,6.37,56.25,52.67
Chemical engineer,Medical scientist,21.6,51.8,87.70,0.07,-3.48,17.50,86.84,1.78,52.17,51.24
Operation manager,Human resources manager,37.1,76.5,87.61,1.60,-4.86,72.50,37.50,3.23,55.00,53.22
Architectural and engineering manager,Human resources worker,12.8,76.5,87.58,3.47,-11.21,95.00,30.00,7.34,62.50,57.91
Operation manager,Public relations manager,37.1,66.4,87.47,1.85,-4.53,97.50,12.50,3.19,55.00,53.24
Training and development manager,Social and community service manager,48.0,71.7,87.29,1.49,-4.45,92.50,2.50,2.97,47.50,46.09
Financial and investment analyst,Accountant,43.9,57.0,87.27,-0.61,-2.18,47.50,95.00,0.78,71.25,70.69
Financial and investment analyst,Human resources manager,43.9,76.5,87.23,5.71,-8.48,90.00,52.50,7.09,71.25,66.19
Training and development manager,Insurance claims and policy processing clerk,48.0,80.1,87.11,-0.68,-6.61,82.50,31.58,2.96,57.04,55.35
Purchasing manager,Training and development specialist,47.7,56.7,86.71,2.54,-2.02,42.50,77.50,2.28,60.00,58.63
Web developer,Graphic designer,19.4,54.7,86.62,2.82,-5.26,80.00,27.03,4.04,53.51,51.35
Purchasing manager,Social and community service manager,47.7,71.7,86.53,4.68,-3.37,42.50,15.00,4.03,28.75,27.59
Chemical engineer,Biological scientist,21.6,55.0,86.36,5.40,-7.22,12.50,97.30,6.31,54.90,51.44
Dentist,Dental hygienist,39.5,95.7,86.25,19.55,-14.94,57.89,0.00,17.24,28.95,23.96
Software quality tester,Operations research analyst,44.1,55.0,86.23,-0.11,-2.10,12.50,82.50,0.99,47.50,47.03
Web and digital interface designer,Graphic designer,42.7,54.7,86.19,-0.83,-1.12,52.50,10.81,0.15,31.66,31.61
Information security analyst,Training and development specialist,19.3,56.7,85.97,2.91,-7.66,85.00,65.00,5.29,75.00,71.04
Software developer,Graphic designer,20.2,54.7,85.82,1.66,-6.70,95.00,35.14,4.18,65.07,62.35
Architectural and engineering manager,Social and community service manager,12.8,71.7,85.81,2.60,-7.72,100.00,5.00,5.16,52.50,49.79
Web and digital interface designer,Operations research analyst,42.7,55.0,85.73,-0.73,-1.60,80.00,67.50,0.43,73.75,73.43
First-line supervisor of non-retail sales workers,Supervisor of personal care and service workers,35.9,65.8,85.68,-1.12,-0.04,100.00,18.18,-0.54,59.09,58.77
Lawyer,Paralegal,39.5,83.0,85.66,5.39,-4.23,100.00,0.00,4.81,50.00,47.59
Architectural and engineering manager,Operations research analyst,12.8,55.0,85.62,1.46,-2.45,95.00,80.00,1.96,87.50,85.79
Operation manager,Social and community service manager,37.1,71.7,85.47,3.94,-5.15,90.00,10.00,4.54,50.00,47.73
Industrial production manager,Social and community service manager,19.1,71.7,85.20,6.50,-11.01,97.50,22.50,8.76,60.00,54.75
First-line supervisor of non-retail sales workers,Human resources worker,35.9,76.5,85.15,0.93,-2.37,67.86,2.50,1.65,35.18,34.60
Property assessor,Insurance underwriter,34.2,56.9,85.13,-3.34,-2.40,62.50,70.00,-0.47,66.25,65.94
Operation manager,Human resources worker,37.1,76.5,84.98,3.42,-7.29,85.00,50.00,5.36,67.50,63.88
Computer systems analyst,Operations research analyst,37.8,55.0,84.96,-0.51,-1.50,82.50,2.50,0.49,42.50,42.29
Building cleaner,Housekeeping cleaner,38.7,88.4,84.95,2.34,-3.58,12.12,57.50,2.96,34.81,33.78
Postsecondary teacher,School psychologist,46.6,87.9,84.73,-2.66,1.86,95.00,21.88,-2.26,58.44,57.12
Industrial production manager,Accountant,19.1,57.0,84.49,7.57,-2.94,67.50,97.50,5.26,82.50,78.16
Food service manager,First-line supervisor of food preparation and serving workers,46.7,53.5,84.49,2.93,-8.17,2.50,42.50,5.55,22.50,21.25
Facilities manager,Social and human service assistant,23.4,75.3,84.45,5.09,-7.60,92.50,60.00,6.35,76.25,71.41
Chemical technician,Medical scientist,35.0,51.8,84.20,-4.00,1.59,32.14,36.84,-2.80,34.49,33.53
Counter and rental clerk,Order clerk,38.7,58.3,84.14,5.81,0.46,0.00,56.25,2.67,28.12,27.37
Postsecondary teacher,Elementary and middle school teacher,46.6,78.6,83.91,3.71,-5.54,92.50,24.14,4.62,58.32,55.62
Chemical technician,Biological scientist,35.0,55.0,83.89,1.60,0.07,17.86,37.84,0.77,27.85,27.63
Cost estimator,Accountant,17.7,57.0,83.72,0.01,-0.61,17.50,95.00,0.31,56.25,56.08
Postsecondary teacher,Teaching assistant,46.6,79.5,83.68,-2.68,5.18,80.00,7.50,-3.93,43.75,42.03
Food service manager,Food preparation worker,46.7,58.7,83.62,3.61,-11.83,7.50,90.00,7.72,48.75,44.99
Operation manager,Accountant,37.1,57.0,83.57,0.68,-1.07,62.50,95.00,0.87,78.75,78.06
First-line supervisor of non-retail sales workers,Payroll and timekeeping clerk,35.9,88.2,83.54,-0.94,1.06,50.00,52.17,-1.00,51.09,50.58
First-line supervisor of non-retail sales workers,Insurance sales agent,35.9,54.9,83.35,-0.18,1.74,100.00,0.00,-0.96,50.00,49.52
Software developer,Advertising sales agent,20.2,52.7,83.02,6.17,-11.43,100.00,26.92,8.80,63.46,57.88
First-line supervisor of retail sales workers,First-line supervisor of office and administrative support workers,44.6,65.8,82.90,0.94,-3.14,63.89,100.00,2.04,81.94,80.27
First-line supervisor of non-retail sales workers,Insurance claims and policy processing clerk,35.9,80.1,82.90,-0.01,0.32,100.00,5.26,-0.16,52.63,52.55
Cost estimator,Insurance underwriter,17.7,56.9,82.88,0.59,-3.51,97.50,17.50,2.05,57.50,56.32
Materials engineer,Medical scientist,13.5,51.8,82.86,0.97,-3.67,37.50,97.37,2.32,67.43,65.87
First-line supervisor of non-retail sales workers,Social and human service assistant,35.9,75.3,82.81,3.36,-1.05,100.00,5.00,2.21,52.50,51.34
Property assessor,Accountant,34.2,57.0,82.77,-1.97,-1.15,22.50,100.00,-0.41,61.25,61.00
Postsecondary teacher,Special education teacher,46.6,86.6,82.74,0.26,3.09,97.50,3.12,-1.42,50.31,49.60
First-line supervisor of retail sales workers,Order clerk,44.6,58.3,82.68,0.85,0.30,19.44,96.88,0.28,58.16,58.00
Painter,Artist,10.4,51.6,82.54,5.37,-0.95,22.86,12.50,3.16,17.68,17.12
Software developer,Accountant,20.2,57.0,82.50,5.95,-8.05,97.50,92.50,7.00,95.00,88.35
Information security analyst,Insurance claims and policy processing clerk,19.3,80.1,82.43,0.80,-6.34,85.00,28.95,3.57,56.97,54.94
Operation manager,Compliance officer,37.1,51.8,82.41,4.07,-1.94,47.50,92.50,3.00,70.00,67.90
Chemists and materials scientist,Medical scientist,36.0,51.8,82.39,-2.68,-1.37,6.25,28.95,-0.65,17.60,17.48
Materials engineer,Biological scientist,13.5,55.0,82.14,3.46,-6.37,35.00,97.30,4.92,66.15,62.90
Web and digital interface designer,Advertising sales agent,42.7,52.7,82.03,-0.92,-5.97,100.00,15.38,2.52,57.69,56.24
Web and digital interface designer,Insurance claims and policy processing clerk,42.7,80.1,81.94,0.10,-4.41,100.00,39.47,2.26,69.74,68.16
Property assessor,Tax preparer,34.2,66.3,81.93,1.48,-4.24,30.00,100.00,2.86,65.00,63.14
Counter and rental clerk,Payroll and timekeeping clerk,38.7,88.2,81.92,-2.24,-1.76,12.50,86.96,-0.24,49.73,49.61
First-line supervisor of non-retail sales workers,Advertising sales agent,35.9,52.7,81.85,-4.69,2.60,85.71,3.85,-3.65,44.78,43.15
First-line supervisor of non-retail sales workers,Order clerk,35.9,58.3,81.81,1.22,-2.28,67.86,68.75,1.75,68.30,67.11
Operation manager,Public relations specialist,37.1,76.2,81.53,4.13,-5.04,97.50,45.00,4.58,71.25,67.98
Property assessor,Real estate broker,34.2,57.0,81.51,-2.35,-1.31,50.00,95.00,-0.52,72.50,72.12
First-line supervisor of non-retail sales workers,Customer service representative,35.9,65.3,81.44,4.57,-5.69,53.57,100.00,5.13,76.79,72.85
Software developer,Insurance claims and policy processing clerk,20.2,80.1,81.32,7.93,-10.36,97.50,26.32,9.14,61.91,56.25
Information security analyst,Insurance underwriter,19.3,56.9,81.21,-1.12,-5.35,87.50,65.00,2.12,76.25,74.63
Information security analyst,Accountant,19.3,57.0,81.08,-1.56,-3.35,67.50,100.00,0.89,83.75,83.00
Web developer,Advertising sales agent,19.4,52.7,81.04,3.37,-11.90,100.00,38.46,7.64,69.23,63.94
Postsecondary teacher,Public relations specialist,46.6,76.2,80.98,-2.20,-6.21,87.50,82.50,2.00,85.00,83.30
Computer support specialist,Customer service representative,26.2,65.3,80.93,6.75,-5.45,77.50,3.57,6.10,40.54,38.06
Software developer,Customer service representative,20.2,65.3,80.93,8.51,-18.40,90.00,92.86,13.45,91.43,79.13
Chemists and materials scientist,Biological scientist,36.0,55.0,80.90,0.87,-4.91,0.00,8.11,2.89,4.05,3.94
Surgeon,Medical scientist,20.0,51.8,80.81,0.80,-1.42,87.10,81.58,1.11,84.34,83.40
Operation manager,Insurance underwriter,37.1,56.9,80.69,1.12,-3.13,92.50,25.00,2.13,58.75,57.50
Postsecondary teacher,Social and community service manager,46.6,71.7,80.66,-2.10,0.15,90.00,75.00,-1.12,82.50,81.57
Information security analyst,Payroll and timekeeping clerk,19.3,88.2,80.57,0.80,-11.15,37.50,91.30,5.97,64.40,60.56
Electrical and electronic engineering technician,Medical appliance technician,11.6,58.9,80.54,-0.52,-3.62,100.00,52.50,1.55,76.25,75.07
Information security analyst,Executive secretary,19.3,90.0,80.53,15.76,-18.07,65.00,100.00,16.92,82.50,68.54
Property assessor,Loan officer,34.2,51.6,80.52,-2.94,-1.69,10.00,100.00,-0.63,55.00,54.65
Software developer,Insurance sales agent,20.2,54.9,80.48,5.92,-14.75,100.00,77.27,10.34,88.64,79.48
Lawyer,Accountant,39.5,57.0,80.39,-2.23,-1.82,100.00,87.50,-0.21,93.75,93.55
Information security analyst,Social and community service manager,19.3,71.7,80.27,4.20,-10.89,97.50,47.50,7.55,72.50,67.03
Information security analyst,Public relations specialist,19.3,76.2,80.07,4.71,-10.93,100.00,75.00,7.82,87.50,80.66
Software developer,Public relations specialist,20.2,76.2,79.88,8.04,-16.98,100.00,62.50,12.51,81.25,71.09
Cook,Baker,39.8,65.5,79.84,-5.22,-2.87,95.00,57.50,-1.17,76.25,75.35
First-line supervisor of retail sales workers,Payroll and timekeeping clerk,44.6,88.2,79.77,-2.10,-0.09,72.22,91.30,-1.01,81.76,80.94
Postsecondary teacher,Social and human service assistant,46.6,75.3,79.70,0.44,-4.35,87.50,75.00,2.40,81.25,79.30
Lawyer,Legal secretary,39.5,96.4,79.62,5.71,-9.39,100.00,0.00,7.55,50.00,46.22
First-line supervisor of housekeeping and janitorial workers,Housekeeping cleaner,44.1,88.4,79.57,8.85,-4.61,59.09,32.50,6.73,45.80,42.71
Chemical technician,Miscellaneous health technician,35.0,72.7,79.33,-2.91,0.78,100.00,52.38,-1.84,76.19,74.79
Property assessor,Social and community service manager,34.2,71.7,79.29,2.13,-4.65,80.00,65.00,3.39,72.50,70.04
Mechanical engineer,Biological scientist,10.1,55.0,79.28,4.29,-5.89,90.00,100.00,5.09,95.00,90.16
Web developer,Customer service representative,19.4,65.3,79.26,6.33,-17.34,85.00,96.43,11.83,90.71,79.98
Web and digital interface designer,Customer service representative,42.7,65.3,79.25,1.26,-15.39,100.00,96.43,8.32,98.21,90.04
Computer numerically controlled tool operator,Filling machine operator,7.8,57.3,79.08,-2.50,-1.31,67.50,40.00,-0.60,53.75,53.43
Personal financial advisor,Loan officer,32.6,51.6,79.02,-2.11,-3.70,32.50,92.31,0.80,62.40,61.91
First-line supervisor of retail sales workers,Supervisor of personal care and service workers,44.6,65.8,78.96,-1.17,-1.18,97.22,63.64,0.00,80.43,80.43
Software quality tester,Customer service representative,44.1,65.3,78.93,7.81,-13.54,92.50,96.43,10.67,94.46,84.38
Postsecondary teacher,Insurance underwriter,46.6,56.9,78.78,-5.06,3.10,80.00,87.50,-4.08,83.75,80.34
Web and digital interface designer,Social and community service manager,42.7,71.7,78.77,0.35,-6.60,100.00,37.50,3.47,68.75,66.36
Software developer,Insurance underwriter,20.2,56.9,78.63,5.63,-7.69,100.00,72.50,6.66,86.25,80.51
Property assessor,Insurance sales agent,34.2,54.9,78.62,-2.22,-2.94,95.00,77.27,0.36,86.14,85.83
Software quality tester,Graphic designer,44.1,54.7,78.60,-1.18,-2.37,60.00,83.78,0.59,71.89,71.47
Software quality tester,Insurance claims and policy processing clerk,44.1,80.1,78.58,3.97,-5.68,87.50,13.16,4.83,50.33,47.90
Chemical technician,Ophthalmic medical technician,35.0,73.7,78.53,-2.05,-2.02,100.00,72.73,-0.01,86.36,86.35
Lawyer,Insurance underwriter,39.5,56.9,78.48,-1.77,-2.52,100.00,12.50,0.38,56.25,56.04
Web and digital interface designer,Payroll and timekeeping clerk,42.7,88.2,78.41,-2.05,-7.60,82.50,95.65,2.78,89.08,86.60
Database administrator,Executive secretary,30.8,90.0,78.39,14.05,-15.10,82.50,91.67,14.58,87.08,74.39
Lawyer,Loan officer,39.5,51.6,78.35,-4.73,-0.34,97.50,48.72,-2.19,73.11,71.50
Postsecondary teacher,Mental health counselor,46.6,74.6,78.31,-4.37,-2.95,85.00,77.50,-0.71,81.25,80.67
First-line supervisor of retail sales workers,Billing and posting clerk,44.6,91.4,78.25,-0.81,-5.28,44.44,86.96,2.24,65.70,64.23
First-line supervisor of retail sales workers,Social and human service assistant,44.6,75.3,78.13,3.42,-4.67,100.00,32.50,4.04,66.25,63.57
Occupational health and safety specialist,Order clerk,17.9,58.3,78.11,2.06,-7.94,100.00,93.75,5.00,96.88,92.03
Occupational health and safety specialist,Insurance sales agent,17.9,54.9,78.10,0.45,-2.99,100.00,31.82,1.72,65.91,64.78
First-line supervisor of retail sales workers,Customer service representative,44.6,65.3,78.03,3.97,-4.37,44.44,100.00,4.17,72.22,69.21
Cost estimator,Graphic designer,17.7,54.7,78.03,-2.08,-1.10,82.50,94.59,-0.49,88.55,88.11
Web and digital interface designer,Insurance sales agent,42.7,54.9,78.02,-0.14,-13.29,100.00,63.64,6.58,81.82,76.44
Personal financial advisor,Insurance underwriter,32.6,56.9,78.01,-0.64,-5.94,90.00,45.00,2.65,67.50,65.71
Food service manager,Lodging manager,46.7,61.6,78.00,0.00,-0.05,97.50,100.00,0.03,98.75,98.72
Software quality tester,Advertising sales agent,44.1,52.7,77.98,3.49,-5.64,85.00,19.23,4.56,52.12,49.74
Software quality tester,Insurance underwriter,44.1,56.9,77.97,0.77,-4.69,92.50,62.50,2.73,77.50,75.38
Printing press operator,Filling machine operator,24.7,57.3,77.95,0.20,-2.52,87.50,70.00,1.36,78.75,77.68
Counter and rental clerk,Billing and posting clerk,38.7,91.4,77.93,3.74,-3.37,0.00,52.17,3.56,26.09,25.16
Web developer,Public relations specialist,19.4,76.2,77.89,5.48,-18.81,100.00,75.00,12.15,87.50,76.87
Web and digital interface designer,Public relations specialist,42.7,76.2,77.89,2.03,-19.19,100.00,45.00,10.61,72.50,64.81
Photographer,Artist,48.5,51.6,77.87,-0.85,1.06,75.00,95.00,-0.96,85.00,84.19
Database administrator,Compliance officer,30.8,51.8,77.85,3.23,-4.17,75.00,95.00,3.70,85.00,81.86
Chief executive,Executive secretary,30.6,90.0,77.82,15.92,-9.94,70.00,54.17,12.93,62.08,54.05
First-line supervisor of retail sales workers,Advertising sales agent,44.6,52.7,77.77,-1.40,0.88,88.89,50.00,-1.14,69.44,68.65
Cost estimator,Advertising sales agent,17.7,52.7,77.74,0.00,-4.54,100.00,23.08,2.27,61.54,60.14
Surgeon,Physician assistant,20.0,68.8,77.67,6.67,-13.49,58.06,22.50,10.08,40.28,36.22
First-line supervisor of production and operating workers,First-line supervisor of office and administrative support workers,23.5,65.8,77.67,3.35,-5.70,100.00,81.48,4.52,90.74,86.64
Web developer,Insurance sales agent,19.4,54.9,77.45,2.50,-15.46,100.00,81.82,8.98,90.91,82.75
Cost estimator,Public relations specialist,17.7,76.2,77.43,4.04,-10.33,97.50,70.00,7.19,83.75,77.73
Logistician,Compliance officer,38.7,51.8,77.42,0.93,0.19,52.50,95.00,0.37,73.75,73.48
Mechanical engineer,Medical scientist,10.1,51.8,77.42,3.67,-3.02,87.50,100.00,3.35,93.75,90.61
Occupational health and safety specialist,Advertising sales agent,17.9,52.7,77.35,0.48,-0.43,100.00,38.46,0.46,69.23,68.92
Property assessor,Lodging manager,34.2,61.6,77.25,-0.41,-0.83,100.00,90.00,0.21,95.00,94.80
Software quality tester,Insurance sales agent,44.1,54.9,77.18,2.10,-9.17,97.50,40.91,5.64,69.20,65.30
Wastewater treatment system operator,Filling machine operator,7.3,57.3,77.18,1.48,-2.41,32.50,100.00,1.95,66.25,64.96
First-line supervisor of housekeeping and janitorial workers,First-line supervisor of food preparation and serving workers,44.1,53.5,77.16,-6.23,-0.98,54.55,100.00,-2.63,77.27,75.24
Computer systems manager,Compliance officer,27.7,51.8,77.12,4.76,-3.22,90.00,90.00,3.99,90.00,86.41
Database administrator,File Clerk,30.8,76.0,77.11,3.28,-7.47,77.50,84.00,5.37,80.75,76.41
First-line supervisor of retail sales workers,First-line supervisor of food preparation and serving workers,44.6,53.5,77.10,0.51,-2.04,94.44,100.00,1.28,97.22,95.98
Database administrator,Billing and posting clerk,30.8,91.4,77.03,2.40,-9.03,85.00,43.48,5.72,64.24,60.57
Software quality tester,Payroll and timekeeping clerk,44.1,88.2,76.98,1.92,-9.59,22.50,91.30,5.75,56.90,53.63
Property assessor,Executive secretary,34.2,90.0,76.98,16.65,-8.85,20.00,100.00,12.75,60.00,52.35
Property assessor,First-line supervisor of office and administrative support workers,34.2,65.8,76.86,6.64,-4.65,0.00,100.00,5.65,50.00,47.18
Web developer,Insurance claims and policy processing clerk,19.4,80.1,76.84,3.84,-8.16,95.00,55.26,6.00,75.13,70.63
