occtm,occtf,occtm_ratio,occtf_ratio,similarity,occtm_bias,occtf_bias,occtm_acc,occtf_acc,bias,acc,ipss
Purchasing manager,Accountant,47.7,57.0,88.07,-2.19,0.11,100.00,100.00,-1.15,100.00,98.85
Financial and investment analyst,Insurance underwriter,43.9,56.9,88.04,0.04,-3.30,100.00,97.50,1.67,98.75,97.10
Financial and investment analyst,Public relations manager,43.9,66.4,87.91,0.42,-2.57,100.00,100.00,1.49,100.00,98.51
Chemical engineer,Medical scientist,21.6,51.8,87.70,0.00,-0.13,95.00,100.00,0.06,97.50,97.44
Operation manager,Human resources manager,37.1,76.5,87.61,1.87,-0.38,100.00,100.00,1.13,100.00,98.87
Architectural and engineering manager,Human resources worker,12.8,76.5,87.58,0.49,-3.82,100.00,100.00,2.16,100.00,97.84
Operation manager,Public relations manager,37.1,66.4,87.47,0.77,-0.08,100.00,100.00,0.43,100.00,99.57
Training and development manager,Social and community service manager,48.0,71.7,87.29,0.05,0.75,100.00,100.00,-0.35,100.00,99.65
Financial and investment analyst,Accountant,43.9,57.0,87.27,-0.29,-1.28,100.00,100.00,0.50,100.00,99.50
Financial and investment analyst,Human resources manager,43.9,76.5,87.23,0.33,-3.94,100.00,97.50,2.13,98.75,96.64
Training and development manager,Insurance claims and policy processing clerk,48.0,80.1,87.11,-0.07,-0.62,100.00,100.00,0.27,100.00,99.73
Purchasing manager,Training and development specialist,47.7,56.7,86.71,0.90,0.11,100.00,100.00,0.40,100.00,99.60
Web developer,Graphic designer,19.4,54.7,86.62,-0.07,-1.20,100.00,100.00,0.56,100.00,99.44
Purchasing manager,Social and community service manager,47.7,71.7,86.53,0.05,-1.71,100.00,100.00,0.88,100.00,99.12
Chemical engineer,Biological scientist,21.6,55.0,86.36,0.37,-0.53,100.00,100.00,0.45,100.00,99.55
Dentist,Dental hygienist,39.5,95.7,86.25,15.18,-3.25,89.47,100.00,9.22,94.74,86.01
Software quality tester,Operations research analyst,44.1,55.0,86.23,-0.87,0.17,100.00,100.00,-0.52,100.00,99.48
Web and digital interface designer,Graphic designer,42.7,54.7,86.19,-0.80,-0.17,100.00,100.00,-0.32,100.00,99.68
Information security analyst,Training and development specialist,19.3,56.7,85.97,-0.02,-0.56,100.00,100.00,0.27,100.00,99.73
Software developer,Graphic designer,20.2,54.7,85.82,-0.38,-1.73,100.00,100.00,0.68,100.00,99.32
Architectural and engineering manager,Social and community service manager,12.8,71.7,85.81,0.06,-2.64,100.00,100.00,1.35,100.00,98.65
Web and digital interface designer,Operations research analyst,42.7,55.0,85.73,-0.10,-0.38,100.00,100.00,0.14,100.00,99.86
First-line supervisor of non-retail sales workers,Supervisor of personal care and service workers,35.9,65.8,85.68,-0.23,0.25,100.00,100.00,-0.24,100.00,99.76
Lawyer,Paralegal,39.5,83.0,85.66,0.62,-9.16,100.00,100.00,4.89,100.00,95.11
Architectural and engineering manager,Operations research analyst,12.8,55.0,85.62,3.49,-0.57,100.00,100.00,2.03,100.00,97.97
Operation manager,Social and community service manager,37.1,71.7,85.47,0.19,-0.90,100.00,100.00,0.55,100.00,99.45
Industrial production manager,Social and community service manager,19.1,71.7,85.20,0.14,-2.43,100.00,100.00,1.29,100.00,98.71
First-line supervisor of non-retail sales workers,Human resources worker,35.9,76.5,85.15,0.82,-1.52,100.00,100.00,1.17,100.00,98.83
Property assessor,Insurance underwriter,34.2,56.9,85.13,1.52,-0.01,100.00,100.00,0.76,100.00,99.24
Operation manager,Human resources worker,37.1,76.5,84.98,1.71,-0.38,100.00,100.00,1.05,100.00,98.95
Computer systems analyst,Operations research analyst,37.8,55.0,84.96,0.20,-3.07,100.00,100.00,1.64,100.00,98.36
Building cleaner,Housekeeping cleaner,38.7,88.4,84.95,0.56,-0.52,100.00,100.00,0.54,100.00,99.46
Postsecondary teacher,School psychologist,46.6,87.9,84.73,0.50,-1.62,100.00,100.00,1.06,100.00,98.94
Industrial production manager,Accountant,19.1,57.0,84.49,-0.92,-0.35,95.00,100.00,-0.29,97.50,97.22
Food service manager,First-line supervisor of food preparation and serving workers,46.7,53.5,84.49,-0.55,-1.27,100.00,100.00,0.36,100.00,99.64
Facilities manager,Social and human service assistant,23.4,75.3,84.45,0.67,-0.66,100.00,100.00,0.67,100.00,99.33
Chemical technician,Medical scientist,35.0,51.8,84.20,-2.30,0.21,100.00,100.00,-1.25,100.00,98.75
Counter and rental clerk,Order clerk,38.7,58.3,84.14,-0.28,-1.82,100.00,100.00,0.77,100.00,99.23
Postsecondary teacher,Elementary and middle school teacher,46.6,78.6,83.91,0.23,-0.89,100.00,100.00,0.56,100.00,99.44
Chemical technician,Biological scientist,35.0,55.0,83.89,-0.58,-0.12,100.00,100.00,-0.23,100.00,99.77
Cost estimator,Accountant,17.7,57.0,83.72,-1.92,-0.27,100.00,100.00,-0.82,100.00,99.18
Postsecondary teacher,Teaching assistant,46.6,79.5,83.68,0.10,0.32,100.00,100.00,-0.11,100.00,99.89
Food service manager,Food preparation worker,46.7,58.7,83.62,-0.85,-0.28,100.00,100.00,-0.28,100.00,99.72
Operation manager,Accountant,37.1,57.0,83.57,-1.43,0.06,100.00,100.00,-0.75,100.00,99.25
First-line supervisor of non-retail sales workers,Payroll and timekeeping clerk,35.9,88.2,83.54,-0.37,-0.52,100.00,100.00,0.08,100.00,99.92
First-line supervisor of non-retail sales workers,Insurance sales agent,35.9,54.9,83.35,-1.30,-0.58,100.00,100.00,-0.36,100.00,99.64
Software developer,Advertising sales agent,20.2,52.7,83.02,0.31,-1.09,100.00,100.00,0.70,100.00,99.30
First-line supervisor of retail sales workers,First-line supervisor of office and administrative support workers,44.6,65.8,82.90,0.49,-0.04,100.00,100.00,0.27,100.00,99.73
First-line supervisor of non-retail sales workers,Insurance claims and policy processing clerk,35.9,80.1,82.90,0.18,-0.77,100.00,100.00,0.47,100.00,99.53
Cost estimator,Insurance underwriter,17.7,56.9,82.88,1.84,-0.24,100.00,100.00,1.04,100.00,98.96
Materials engineer,Medical scientist,13.5,51.8,82.86,1.70,-0.07,85.00,100.00,0.89,92.50,91.68
First-line supervisor of non-retail sales workers,Social and human service assistant,35.9,75.3,82.81,0.03,-0.60,100.00,100.00,0.31,100.00,99.69
Property assessor,Accountant,34.2,57.0,82.77,-2.44,0.03,100.00,100.00,-1.24,100.00,98.76
Postsecondary teacher,Special education teacher,46.6,86.6,82.74,0.29,0.19,100.00,100.00,0.05,100.00,99.95
First-line supervisor of retail sales workers,Order clerk,44.6,58.3,82.68,-0.53,-0.43,100.00,100.00,-0.05,100.00,99.95
Painter,Artist,10.4,51.6,82.54,-0.74,-1.19,100.00,100.00,0.22,100.00,99.78
Software developer,Accountant,20.2,57.0,82.50,0.18,-0.47,100.00,100.00,0.32,100.00,99.68
Information security analyst,Insurance claims and policy processing clerk,19.3,80.1,82.43,0.16,-2.80,100.00,100.00,1.48,100.00,98.52
Operation manager,Compliance officer,37.1,51.8,82.41,3.23,-0.07,100.00,100.00,1.65,100.00,98.35
Chemists and materials scientist,Medical scientist,36.0,51.8,82.39,-3.32,-1.24,100.00,100.00,-1.04,100.00,98.96
Materials engineer,Biological scientist,13.5,55.0,82.14,2.92,-0.26,92.50,100.00,1.59,96.25,94.72
Web and digital interface designer,Advertising sales agent,42.7,52.7,82.03,0.11,-0.88,100.00,100.00,0.49,100.00,99.51
Web and digital interface designer,Insurance claims and policy processing clerk,42.7,80.1,81.94,-0.01,-1.66,100.00,100.00,0.83,100.00,99.17
Property assessor,Tax preparer,34.2,66.3,81.93,0.21,0.02,100.00,100.00,0.10,100.00,99.90
Counter and rental clerk,Payroll and timekeeping clerk,38.7,88.2,81.92,0.29,-0.44,100.00,100.00,0.36,100.00,99.64
First-line supervisor of non-retail sales workers,Advertising sales agent,35.9,52.7,81.85,0.52,-0.70,100.00,100.00,0.61,100.00,99.39
First-line supervisor of non-retail sales workers,Order clerk,35.9,58.3,81.81,-0.17,-1.09,100.00,100.00,0.46,100.00,99.54
Operation manager,Public relations specialist,37.1,76.2,81.53,0.98,-0.10,100.00,100.00,0.54,100.00,99.46
Property assessor,Real estate broker,34.2,57.0,81.51,-0.19,-0.03,100.00,100.00,-0.08,100.00,99.92
First-line supervisor of non-retail sales workers,Customer service representative,35.9,65.3,81.44,1.77,-0.81,100.00,100.00,1.29,100.00,98.71
Software developer,Insurance claims and policy processing clerk,20.2,80.1,81.32,0.24,-6.90,100.00,100.00,3.57,100.00,96.43
Information security analyst,Insurance underwriter,19.3,56.9,81.21,0.14,-0.50,100.00,100.00,0.32,100.00,99.68
Information security analyst,Accountant,19.3,57.0,81.08,-0.41,-0.32,100.00,100.00,-0.04,100.00,99.96
Web developer,Advertising sales agent,19.4,52.7,81.04,0.36,-2.14,100.00,100.00,1.25,100.00,98.75
Postsecondary teacher,Public relations specialist,46.6,76.2,80.98,0.88,-0.71,100.00,100.00,0.79,100.00,99.21
Computer support specialist,Customer service representative,26.2,65.3,80.93,2.28,-1.23,100.00,100.00,1.75,100.00,98.25
Software developer,Customer service representative,20.2,65.3,80.93,0.33,-5.24,100.00,100.00,2.78,100.00,97.22
Chemists and materials scientist,Biological scientist,36.0,55.0,80.90,0.47,-4.31,100.00,100.00,2.39,100.00,97.61
Surgeon,Medical scientist,20.0,51.8,80.81,0.16,-0.99,100.00,100.00,0.57,100.00,99.43
Operation manager,Insurance underwriter,37.1,56.9,80.69,1.39,-0.09,95.00,100.00,0.74,97.50,96.78
Postsecondary teacher,Social and community service manager,46.6,71.7,80.66,0.14,-0.65,100.00,100.00,0.39,100.00,99.61
Information security analyst,Payroll and timekeeping clerk,19.3,88.2,80.57,0.01,-1.21,100.00,100.00,0.61,100.00,99.39
Electrical and electronic engineering technician,Medical appliance technician,11.6,58.9,80.54,0.43,-1.26,100.00,100.00,0.85,100.00,99.15
Information security analyst,Executive secretary,19.3,90.0,80.53,3.17,-1.22,100.00,100.00,2.20,100.00,97.80
Property assessor,Loan officer,34.2,51.6,80.52,-0.19,0.02,100.00,100.00,-0.11,100.00,99.89
Software developer,Insurance sales agent,20.2,54.9,80.48,0.02,-1.14,100.00,100.00,0.58,100.00,99.42
Lawyer,Accountant,39.5,57.0,80.39,-0.16,-1.16,100.00,100.00,0.50,100.00,99.50
Information security analyst,Social and community service manager,19.3,71.7,80.27,0.05,-4.35,100.00,100.00,2.20,100.00,97.80
Information security analyst,Public relations specialist,19.3,76.2,80.07,0.14,-0.74,100.00,100.00,0.44,100.00,99.56
Software developer,Public relations specialist,20.2,76.2,79.88,0.84,-1.03,100.00,100.00,0.93,100.00,99.07
Cook,Baker,39.8,65.5,79.84,0.21,-0.02,100.00,100.00,0.11,100.00,99.89
First-line supervisor of retail sales workers,Payroll and timekeeping clerk,44.6,88.2,79.77,0.86,-0.11,100.00,100.00,0.49,100.00,99.51
Postsecondary teacher,Social and human service assistant,46.6,75.3,79.70,0.12,-0.59,100.00,100.00,0.35,100.00,99.65
Lawyer,Legal secretary,39.5,96.4,79.62,1.91,-20.07,100.00,86.21,10.99,93.10,82.87
First-line supervisor of housekeeping and janitorial workers,Housekeeping cleaner,44.1,88.4,79.57,-0.06,-0.50,100.00,100.00,0.22,100.00,99.78
Chemical technician,Miscellaneous health technician,35.0,72.7,79.33,-0.17,-0.71,100.00,100.00,0.27,100.00,99.73
Property assessor,Social and community service manager,34.2,71.7,79.29,0.47,-1.23,100.00,100.00,0.85,100.00,99.15
Mechanical engineer,Biological scientist,10.1,55.0,79.28,0.27,-0.08,100.00,100.00,0.18,100.00,99.82
Web developer,Customer service representative,19.4,65.3,79.26,1.39,-4.96,97.50,100.00,3.18,98.75,95.61
Web and digital interface designer,Customer service representative,42.7,65.3,79.25,0.13,-3.38,100.00,100.00,1.76,100.00,98.24
Computer numerically controlled tool operator,Filling machine operator,7.8,57.3,79.08,0.06,-3.32,100.00,97.50,1.69,98.75,97.08
Personal financial advisor,Loan officer,32.6,51.6,79.02,0.11,1.50,100.00,100.00,-0.69,100.00,99.31
First-line supervisor of retail sales workers,Supervisor of personal care and service workers,44.6,65.8,78.96,0.00,-0.02,100.00,100.00,0.01,100.00,99.99
Software quality tester,Customer service representative,44.1,65.3,78.93,0.16,-4.30,100.00,100.00,2.23,100.00,97.77
Postsecondary teacher,Insurance underwriter,46.6,56.9,78.78,-0.17,0.14,100.00,100.00,-0.15,100.00,99.85
Web and digital interface designer,Social and community service manager,42.7,71.7,78.77,0.05,-2.13,100.00,100.00,1.09,100.00,98.91
Software developer,Insurance underwriter,20.2,56.9,78.63,0.20,-0.61,100.00,100.00,0.41,100.00,99.59
Property assessor,Insurance sales agent,34.2,54.9,78.62,-0.50,-0.10,100.00,100.00,-0.20,100.00,99.80
Software quality tester,Graphic designer,44.1,54.7,78.60,-0.36,0.42,100.00,100.00,-0.39,100.00,99.61
Software quality tester,Insurance claims and policy processing clerk,44.1,80.1,78.58,0.34,-1.67,100.00,100.00,1.01,100.00,98.99
Chemical technician,Ophthalmic medical technician,35.0,73.7,78.53,2.19,-0.45,100.00,100.00,1.32,100.00,98.68
Lawyer,Insurance underwriter,39.5,56.9,78.48,0.15,-3.33,100.00,97.50,1.74,98.75,97.03
Web and digital interface designer,Payroll and timekeeping clerk,42.7,88.2,78.41,-0.16,-1.09,100.00,100.00,0.47,100.00,99.53
Database administrator,Executive secretary,30.8,90.0,78.39,10.41,-0.72,100.00,100.00,5.57,100.00,94.43
Lawyer,Loan officer,39.5,51.6,78.35,0.04,-3.29,100.00,100.00,1.67,100.00,98.33
Postsecondary teacher,Mental health counselor,46.6,74.6,78.31,0.04,0.19,100.00,100.00,-0.07,100.00,99.93
First-line supervisor of retail sales workers,Billing and posting clerk,44.6,91.4,78.25,0.65,-0.58,100.00,100.00,0.62,100.00,99.38
First-line supervisor of retail sales workers,Social and human service assistant,44.6,75.3,78.13,0.12,-0.36,100.00,100.00,0.24,100.00,99.76
Occupational health and safety specialist,Order clerk,17.9,58.3,78.11,-0.31,-0.96,100.00,100.00,0.33,100.00,99.67
Occupational health and safety specialist,Insurance sales agent,17.9,54.9,78.10,-0.05,-0.01,100.00,100.00,-0.02,100.00,99.98
First-line supervisor of retail sales workers,Customer service representative,44.6,65.3,78.03,0.53,-0.30,94.44,100.00,0.41,97.22,96.82
Cost estimator,Graphic designer,17.7,54.7,78.03,0.37,0.04,100.00,100.00,0.16,100.00,99.84
Web and digital interface designer,Insurance sales agent,42.7,54.9,78.02,-0.03,-1.13,100.00,100.00,0.55,100.00,99.45
Personal financial advisor,Insurance underwriter,32.6,56.9,78.01,0.38,-0.74,100.00,100.00,0.56,100.00,99.44
Food service manager,Lodging manager,46.7,61.6,78.00,-0.04,-0.20,100.00,100.00,0.08,100.00,99.92
Software quality tester,Advertising sales agent,44.1,52.7,77.98,0.17,0.02,100.00,100.00,0.07,100.00,99.93
Software quality tester,Insurance underwriter,44.1,56.9,77.97,0.12,-0.08,100.00,100.00,0.10,100.00,99.90
Printing press operator,Filling machine operator,24.7,57.3,77.95,-0.09,-0.70,100.00,100.00,0.31,100.00,99.69
Counter and rental clerk,Billing and posting clerk,38.7,91.4,77.93,0.35,-1.93,100.00,100.00,1.14,100.00,98.86
Web developer,Public relations specialist,19.4,76.2,77.89,0.74,-1.29,100.00,100.00,1.02,100.00,98.98
Web and digital interface designer,Public relations specialist,42.7,76.2,77.89,0.68,-1.84,100.00,100.00,1.26,100.00,98.74
Photographer,Artist,48.5,51.6,77.87,0.76,-0.61,97.50,100.00,0.68,98.75,98.08
Database administrator,Compliance officer,30.8,51.8,77.85,1.31,-0.22,100.00,100.00,0.77,100.00,99.23
Chief executive,Executive secretary,30.6,90.0,77.82,3.54,-1.30,100.00,100.00,2.42,100.00,97.58
First-line supervisor of retail sales workers,Advertising sales agent,44.6,52.7,77.77,0.12,-0.33,100.00,100.00,0.22,100.00,99.78
Cost estimator,Advertising sales agent,17.7,52.7,77.74,0.41,-0.46,100.00,100.00,0.43,100.00,99.57
Surgeon,Physician assistant,20.0,68.8,77.67,8.99,-2.07,96.77,100.00,5.53,98.39,92.95
First-line supervisor of production and operating workers,First-line supervisor of office and administrative support workers,23.5,65.8,77.67,0.24,-0.09,100.00,100.00,0.17,100.00,99.83
Web developer,Insurance sales agent,19.4,54.9,77.45,0.01,-1.07,100.00,100.00,0.54,100.00,99.46
Cost estimator,Public relations specialist,17.7,76.2,77.43,0.82,-0.22,100.00,100.00,0.52,100.00,99.48
Logistician,Compliance officer,38.7,51.8,77.42,3.74,-0.17,100.00,100.00,1.95,100.00,98.05
Mechanical engineer,Medical scientist,10.1,51.8,77.42,1.42,-0.10,97.50,100.00,0.76,98.75,98.00
Occupational health and safety specialist,Advertising sales agent,17.9,52.7,77.35,0.01,-0.07,100.00,100.00,0.04,100.00,99.96
Property assessor,Lodging manager,34.2,61.6,77.25,-0.20,-0.09,100.00,100.00,-0.05,100.00,99.95
Software quality tester,Insurance sales agent,44.1,54.9,77.18,-0.03,-0.45,100.00,100.00,0.21,100.00,99.79
Wastewater treatment system operator,Filling machine operator,7.3,57.3,77.18,-0.08,-0.30,100.00,100.00,0.11,100.00,99.89
First-line supervisor of housekeeping and janitorial workers,First-line supervisor of food preparation and serving workers,44.1,53.5,77.16,-0.33,-0.01,100.00,100.00,-0.16,100.00,99.84
Computer systems manager,Compliance officer,27.7,51.8,77.12,2.25,-0.58,100.00,100.00,1.41,100.00,98.59
Database administrator,File Clerk,30.8,76.0,77.11,0.12,-1.26,100.00,100.00,0.69,100.00,99.31
First-line supervisor of retail sales workers,First-line supervisor of food preparation and serving workers,44.6,53.5,77.10,-0.09,-0.01,100.00,100.00,-0.04,100.00,99.96
Database administrator,Billing and posting clerk,30.8,91.4,77.03,0.28,-1.43,100.00,100.00,0.85,100.00,99.15
Software quality tester,Payroll and timekeeping clerk,44.1,88.2,76.98,0.34,-1.63,100.00,100.00,0.98,100.00,99.02
Property assessor,Executive secretary,34.2,90.0,76.98,24.33,-0.24,92.50,100.00,12.29,96.25,84.43
Property assessor,First-line supervisor of office and administrative support workers,34.2,65.8,76.86,1.33,0.08,100.00,100.00,0.63,100.00,99.37
Web developer,Insurance claims and policy processing clerk,19.4,80.1,76.84,0.20,-6.09,100.00,100.00,3.15,100.00,96.85
